field_key,src_table,label,abbreviation,dict_category,dict_unit,param_type,specimen,n_rows,n_keys,n_numeric,n_with_uom,unit_observed,p01,p50,p99,unit_recovery_rate,numeric_rate,dtype_inferred,coverage,missing_rate,obs_per_key
224733,mimiciv.icu.chartevents,Pupil Size Left,Pupil Size Left,Neurological,,Text,,822165,34273,0,0,,,,,0.0,0.0,categorical,0.9431,0.0569,23.989
227121,mimiciv.icu.chartevents,Pupil Response Right,Pupil Response R,Neurological,,Text,,815371,34214,0,0,,,,,0.0,0.0,categorical,0.9415,0.0585,23.832
227288,mimiciv.icu.chartevents,Pupil Response Left,Pupil Response L,Neurological,,Text,,812690,34204,0,0,,,,,0.0,0.0,categorical,0.9412,0.0588,23.76
224001,mimiciv.icu.chartevents,Diet Type,Diet Type,GI/GU,,Text,,777832,36215,0,0,,,,,0.0,0.0,categorical,0.9966,0.0034,21.478
227947,mimiciv.icu.chartevents,Reason for Restraint (Non-violent),Reason for Restraint (Non-violent),Restraint/Support Systems,,Text,,744172,17665,0,0,,,,,0.0,0.0,categorical,0.4861,0.5139,42.127
228096,mimiciv.icu.chartevents,Richmond-RAS Scale,Richmond-RAS Scale,Pain/Sedation,,Text,,743091,32314,743091,0,,-5.0,0.0,2.6539,0.0,1.0,numeric,0.8892,0.1108,22.996
225158,mimiciv.icu.inputevents,NaCl 0.9%,NaCl 0.9%,Fluids/Intake,mL,Solution,,731499,29410,629807,629807,mL/hour,0.9997,13.1654,479.8875,0.861,0.861,mixed,0.8093,0.1907,24.872
228947,mimiciv.icu.chartevents,Infection NCP - Interventions,Infection NCP - Interventions,Care Plans,,Text,,713001,6865,0,0,,,,,0.0,0.0,categorical,0.1889,0.8111,103.86
223999,mimiciv.icu.chartevents,Oral Cavity,Oral Cavity,GI/GU,,Text,,712483,36281,0,0,,,,,0.0,0.0,categorical,0.9984,0.0016,19.638
224015,mimiciv.icu.chartevents,Urine Source,Urine Source,GI/GU,,Text,,704515,36216,0,0,,,,,0.0,0.0,categorical,0.9966,0.0034,19.453
223783,mimiciv.icu.chartevents,Pain Location,Pain Location,Pain/Sedation,,Text,,690372,34896,0,0,,,,,0.0,0.0,categorical,0.9603,0.0397,19.784
228924,mimiciv.icu.chartevents,Impaired Tissue Perfusion NCP - Expected outcomes,ITP NCP - Expected outcomes,Care Plans,,Text,,687218,8299,0,0,,,,,0.0,0.0,categorical,0.2284,0.7716,82.807
223795,mimiciv.icu.chartevents,Pain Assessment Method,Pain Assessment Method,Pain/Sedation,,Text,,665169,25356,0,0,,,,,0.0,0.0,categorical,0.6977,0.3023,26.233
227954,mimiciv.icu.chartevents,Status and Comfort,Status and Comfort,Restraint/Support Systems,,Text,,662750,17592,0,0,,,,,0.0,0.0,categorical,0.4841,0.5159,37.673
227955,mimiciv.icu.chartevents,Food and Fluid,Food and Fluid,Restraint/Support Systems,,Text,,647876,17497,0,0,,,,,0.0,0.0,categorical,0.4815,0.5185,37.028
224004,mimiciv.icu.chartevents,Bowel Sounds,Bowel Sounds,GI/GU,,Text,,643559,36291,0,0,,,,,0.0,0.0,categorical,0.9987,0.0013,17.733
223934,mimiciv.icu.chartevents,Dorsal PedPulse R,Dorsal PedPulse R,Cardiovascular (Pulses),,Text,,637569,36143,0,0,,,,,0.0,0.0,categorical,0.9946,0.0054,17.64
224084,mimiciv.icu.chartevents,Activity,Activity ,Treatments,,Text,,633142,16639,0,0,,,,,0.0,0.0,categorical,0.4579,0.5421,38.052
223943,mimiciv.icu.chartevents,Dorsal PedPulse L,Dorsal PedPulse L,Cardiovascular (Pulses),,Text,,628229,36143,0,0,,,,,0.0,0.0,categorical,0.9946,0.0054,17.382
228299,mimiciv.icu.chartevents,Goal Richmond-RAS Scale,Goal Richmond-RAS Scale,Pain/Sedation,,Text,,617071,29484,617071,0,,0.0,0.0,5.0,0.0,1.0,numeric,0.8113,0.1887,20.929
228305,mimiciv.icu.chartevents,ST Segment Monitoring On,ST Segment Monitoring On,Alarms,,Checkbox,,616562,28710,616562,0,,0.9973,1.0,1.0,0.0,1.0,numeric,0.79,0.21,21.476
224087,mimiciv.icu.chartevents,Therapeutic Bed,Therapeutic Bed,Treatments,,Text,,608757,22184,0,0,,,,,0.0,0.0,categorical,0.6105,0.3895,27.441
226168,mimiciv.icu.chartevents,Oral Care,Oral Care,Treatments,,Text,,601230,32129,0,0,,,,,0.0,0.0,categorical,0.8841,0.1159,18.713
224031,mimiciv.icu.chartevents,Edema Location,Edema Location,Skin - Incisions,,Text,,590038,36152,0,0,,,,,0.0,0.0,categorical,0.9948,0.0052,16.321
223991,mimiciv.icu.chartevents,Cough Effort,Cough Effort,Pulmonary,,Text,,585302,35527,0,0,,,,,0.0,0.0,categorical,0.9776,0.0224,16.475
228937,mimiciv.icu.chartevents,Post-op Care NCP - Interventions,Post-op Care NCP - Interventions,Care Plans,,Text,,581524,8734,0,0,,,,,0.0,0.0,categorical,0.2403,0.7597,66.582
220949,mimiciv.icu.inputevents,Dextrose 5%,Dextrose 5%,Fluids/Intake,mL,Solution,,581475,25623,371133,371133,mL/hour,1.2633,14.2225,241.7316,0.6383,0.6383,mixed,0.7051,0.2949,22.693
224026,mimiciv.icu.chartevents,Skin Integrity,Skin Integrity,Skin - Assessment,,Text,,577920,36309,0,0,,,,,0.0,0.0,categorical,0.9991,0.0009,15.917
224016,mimiciv.icu.chartevents,Urine Color,Urine Color,GI/GU,,Text,,573200,35621,0,0,,,,,0.0,0.0,categorical,0.9802,0.0198,16.092
224027,mimiciv.icu.chartevents,Skin Temperature,Skin Temp,Skin - Assessment,,Text,,566715,36307,0,0,,,,,0.0,0.0,categorical,0.9991,0.0009,15.609
228898,mimiciv.icu.chartevents,Impaired Fluid Balance NCP - Interventions,IFB NCP - Interventions,Care Plans,,Text,,566678,4570,0,0,,,,,0.0,0.0,categorical,0.1258,0.8742,124.0
227948,mimiciv.icu.chartevents,Restraint Device (Non-violent),Restraint Device (Non-violent),Restraint/Support Systems,,Text,,563675,17802,0,0,,,,,0.0,0.0,categorical,0.4899,0.5101,31.664
224028,mimiciv.icu.chartevents,Skin Color,Skin Color,Skin - Assessment,,Text,,558845,36290,0,0,,,,,0.0,0.0,categorical,0.9986,0.0014,15.399
224860,mimiciv.icu.chartevents,Skin Condition,Skin Condition,Skin - Assessment,,Text,,558250,36306,0,0,,,,,0.0,0.0,categorical,0.9991,0.0009,15.376
227945,mimiciv.icu.chartevents,Restraint (Non-violent),Restraint (Non-violent),Restraint/Support Systems,,Text,,552125,18288,0,0,,,,,0.0,0.0,categorical,0.5032,0.4968,30.191
227950,mimiciv.icu.chartevents,Restraint Location,Restraint Location,Restraint/Support Systems,,Text,,550573,17922,0,0,,,,,0.0,0.0,categorical,0.4932,0.5068,30.721
228412,mimiciv.icu.chartevents,Strength R Arm,Strength R Arm,Neurological,,Text,,549038,26438,549038,0,,0.0,4.9986,5.0,0.0,1.0,numeric,0.7275,0.2725,20.767
228397,mimiciv.icu.chartevents,Commands Response,Commands Response,Neurological,,Text,,549008,26391,0,0,,,,,0.0,0.0,categorical,0.7262,0.2738,20.803
228409,mimiciv.icu.chartevents,Strength L Arm,Strength L Arm,Neurological,,Text,,548605,26434,548605,0,,0.0,4.5136,5.0,0.0,1.0,numeric,0.7274,0.2726,20.754
228411,mimiciv.icu.chartevents,Strength R Leg,Strength R Leg,Neurological,,Text,,548276,26435,548276,0,,0.0,4.0,5.0,0.0,1.0,numeric,0.7274,0.2726,20.741
228410,mimiciv.icu.chartevents,Strength L Leg,Strength L Leg,Neurological,,Text,,547576,26431,547576,0,,0.0,4.0,5.0,0.0,1.0,numeric,0.7273,0.2727,20.717
50971,mimiciv.hosp.labevents,Potassium,,Chemistry,,,Blood,545228,36218,544835,545228,mEq/L,2.9852,4.082,5.977,1.0,0.9993,numeric,0.9966,0.0034,15.054
50983,mimiciv.hosp.labevents,Sodium,,Chemistry,,,Blood,541967,36218,541863,541967,mEq/L,125.1151,138.5443,154.2161,1.0,0.9998,numeric,0.9966,0.0034,14.964
228977,mimiciv.icu.chartevents,Altered Mental Status  NCP - Interventions,AMS NCP - Interventions,Care Plans,,Text,,539022,5678,0,0,,,,,0.0,0.0,categorical,0.1562,0.8438,94.932
224876,mimiciv.icu.chartevents,Urine Appearance,Urine Appearance,GI/GU,,Text,,538400,35400,0,0,,,,,0.0,0.0,categorical,0.9741,0.0259,15.209
50902,mimiciv.hosp.labevents,Chloride,,Chemistry,,,Blood,533138,36217,532997,533138,mEq/L,86.4195,102.6031,119.9318,1.0,0.9997,numeric,0.9966,0.0034,14.721
228398,mimiciv.icu.chartevents,Commands,Commands,Neurological,,Text,,530528,26180,0,0,,,,,0.0,0.0,categorical,0.7204,0.2796,20.265
223835,mimiciv.icu.chartevents,Inspired O2 Fraction,FiO2,Respiratory,None,Numeric,,530319,21233,530319,0,,27.8416,40.5257,100.0,0.0,1.0,numeric,0.5843,0.4157,24.976
228890,mimiciv.icu.chartevents,Pain NCP - Interventions,Pain NCP - Interventions,Care Plans,,Text,,529259,8543,0,0,,,,,0.0,0.0,categorical,0.2351,0.7649,61.952
228414,mimiciv.icu.chartevents,Speech,Speech,Neurological,,Text,,528058,26338,0,0,,,,,0.0,0.0,categorical,0.7248,0.2752,20.049
223784,mimiciv.icu.chartevents,Pain Cause,Pain Cause,Pain/Sedation,,Text,,524832,30336,0,0,,,,,0.0,0.0,categorical,0.8348,0.1652,17.301
223791,mimiciv.icu.chartevents,Pain Level,Pain Level,Pain/Sedation,,Text,,521445,33651,370375,0,,0.0,3.0,10.0,0.0,0.7103,mixed,0.926,0.074,15.496
223794,mimiciv.icu.chartevents,Pain Level Acceptable,Pain Level Acceptable,Pain/Sedation,,Text,,520754,33529,0,0,,,,,0.0,0.0,categorical,0.9226,0.0774,15.531
50912,mimiciv.hosp.labevents,Creatinine,,Chemistry,,,Blood,519789,36218,519383,519789,mg/dL,0.3,0.9988,7.6226,1.0,0.9992,numeric,0.9966,0.0034,14.352
51221,mimiciv.hosp.labevents,Hematocrit,,Hematology,,,Blood,519688,36206,518443,519688,%,19.763,28.8615,45.9419,1.0,0.9976,numeric,0.9963,0.0037,14.354
51006,mimiciv.hosp.labevents,Urea Nitrogen,,Chemistry,,,Blood,518206,36216,517894,518206,mg/dL,3.9997,21.7551,118.3148,1.0,0.9994,numeric,0.9966,0.0034,14.309
227959,mimiciv.icu.chartevents,Restraints Evaluated,Restraints Evaluated,Restraint/Support Systems,,Text,,516205,17694,0,0,,,,,0.0,0.0,categorical,0.4869,0.5131,29.174
50882,mimiciv.hosp.labevents,Bicarbonate,,Chemistry,,,Blood,514940,36216,514750,514940,mEq/L,12.6686,24.9979,38.3153,1.0,0.9996,numeric,0.9966,0.0034,14.219
227951,mimiciv.icu.chartevents,Circulation/Skin Integrity,Circulation/Skin Integrity,Restraint/Support Systems,,Text,,513790,17683,0,0,,,,,0.0,0.0,categorical,0.4866,0.5134,29.056
50868,mimiciv.hosp.labevents,Anion Gap,,Chemistry,,,Blood,513101,36216,513070,513101,mEq/L,6.0,13.0,25.984,1.0,0.9999,numeric,0.9966,0.0034,14.168
227960,mimiciv.icu.chartevents,Patient/Family Informed,Patient/Family Informed,Restraint/Support Systems,,Text,,512015,17383,0,0,,,,,0.0,0.0,categorical,0.4783,0.5217,29.455
227952,mimiciv.icu.chartevents,Position Change,Position Change,Restraint/Support Systems,,Text,,511296,17504,0,0,,,,,0.0,0.0,categorical,0.4817,0.5183,29.21
227957,mimiciv.icu.chartevents,Signs of Injury from Intervention,Signs of Injury from Intervention,Restraint/Support Systems,,Text,,509701,17669,0,0,,,,,0.0,0.0,categorical,0.4862,0.5138,28.847
50931,mimiciv.hosp.labevents,Glucose,,Chemistry,,,Blood,505890,36215,505806,505890,mg/dL,65.513,121.6424,347.1929,1.0,0.9998,numeric,0.9966,0.0034,13.969
227953,mimiciv.icu.chartevents,Range of Motion,Range of Motion,Restraint/Support Systems,,Text,,504484,17309,0,0,,,,,0.0,0.0,categorical,0.4763,0.5237,29.146
227961,mimiciv.icu.chartevents,Side  Rails,Side  Rails,Restraint/Support Systems,,Text,,503874,17597,0,0,,,,,0.0,0.0,categorical,0.4842,0.5158,28.634
220074,mimiciv.icu.chartevents,Central Venous Pressure,CVP,Hemodynamics,mmHg,Numeric,,500676,10682,500676,500676,mmHg,-0.1675,10.9965,182.5513,1.0,1.0,numeric,0.2939,0.7061,46.871
227956,mimiciv.icu.chartevents,Urinal/Bedpan,Urinal/Bedpan,Restraint/Support Systems,,Text,,497530,17541,0,0,,,,,0.0,0.0,categorical,0.4827,0.5173,28.364
224771,mimiciv.icu.chartevents,RLE Temp,RLE Temp,Cardiovascular,,Text,,495658,33709,0,0,,,,,0.0,0.0,categorical,0.9276,0.0724,14.704
50960,mimiciv.hosp.labevents,Magnesium,,Chemistry,,,Blood,495420,36171,495329,495420,mg/dL,1.3957,2.0812,3.201,1.0,0.9998,numeric,0.9953,0.0047,13.697
224773,mimiciv.icu.chartevents,LLE Temp,LLE Temp,Cardiovascular,,Text,,491394,33693,0,0,,,,,0.0,0.0,categorical,0.9272,0.0728,14.584
224767,mimiciv.icu.chartevents,RUE Temp,RUE Temp,Cardiovascular,,Text,,488493,33537,0,0,,,,,0.0,0.0,categorical,0.9229,0.0771,14.566
224769,mimiciv.icu.chartevents,LUE Temp,LUE Temp,Cardiovascular,,Text,,486789,33520,0,0,,,,,0.0,0.0,categorical,0.9224,0.0776,14.522
227946,mimiciv.icu.chartevents,Restraint Ordered (Non-violent),Restraint Ordered (Non-violent),Restraint/Support Systems,,Text,,486787,17630,0,0,,,,,0.0,0.0,categorical,0.4851,0.5149,27.611
223979,mimiciv.icu.chartevents,RLE Color,RLE Color,Cardiovascular,,Text,,486245,33597,0,0,,,,,0.0,0.0,categorical,0.9245,0.0755,14.473
51265,mimiciv.hosp.labevents,Platelet Count,,Hematology,,,Blood,485164,36202,483254,485164,K/uL,15.6986,192.4116,697.7432,1.0,0.9961,numeric,0.9962,0.0038,13.402
223983,mimiciv.icu.chartevents,LLE Color,LLE Color,Cardiovascular,,Text,,482266,33582,0,0,,,,,0.0,0.0,categorical,0.9241,0.0759,14.361
51222,mimiciv.hosp.labevents,Hemoglobin,,Hematology,,,Blood,481938,36201,480878,481938,g/dL,6.4475,9.4495,15.2826,1.0,0.9978,numeric,0.9962,0.0038,13.313
224651,mimiciv.icu.chartevents,Ectopy Frequency 1,Ectopy Frequency 1,Routine Vital Signs,,Text,,481435,22546,0,0,,,,,0.0,0.0,categorical,0.6204,0.3796,21.353
224054,mimiciv.icu.chartevents,Braden Sensory Perception,Braden Sensory Perception,Skin - Assessment,,Text,,481186,36302,481186,0,,1.0,3.0,4.0,0.0,1.0,numeric,0.999,0.001,13.255
224055,mimiciv.icu.chartevents,Braden Moisture,Braden Moisture,Skin - Assessment,,Text,,480908,36302,480908,0,,1.5914,3.0,4.0,0.0,1.0,numeric,0.999,0.001,13.247
224056,mimiciv.icu.chartevents,Braden Activity,Braden Activity,Skin - Assessment,,Text,,480645,36302,480645,0,,1.0,1.0,4.0,0.0,1.0,numeric,0.999,0.001,13.24
224057,mimiciv.icu.chartevents,Braden Mobility,Braden Mobility,Skin - Assessment,,Text,,480613,36302,480613,0,,1.0,2.3464,4.0,0.0,1.0,numeric,0.999,0.001,13.239
224058,mimiciv.icu.chartevents,Braden Nutrition,Braden Nutrition,Skin - Assessment,,Text,,480406,36302,480406,0,,1.0,2.0,4.0,0.0,1.0,numeric,0.999,0.001,13.234
223976,mimiciv.icu.chartevents,RUE Color,RUE Color,Cardiovascular,,Text,,480218,33444,0,0,,,,,0.0,0.0,categorical,0.9203,0.0797,14.359
224059,mimiciv.icu.chartevents,Braden Friction/Shear,Braden Friction/Shear,Skin - Assessment,,Text,,478929,36299,478929,0,,1.0,2.0,3.0,0.0,1.0,numeric,0.9989,0.0011,13.194
223982,mimiciv.icu.chartevents,LUE Color,LUE Color,Cardiovascular,,Text,,478518,33422,0,0,,,,,0.0,0.0,categorical,0.9197,0.0803,14.317
228902,mimiciv.icu.chartevents,Altered Respiratory Status NCP - Expected outcomes,ARS NCP - Expected outcomes,Care Plans,,Text,,477765,8018,0,0,,,,,0.0,0.0,categorical,0.2206,0.7794,59.587
51301,mimiciv.hosp.labevents,White Blood Cells,,Hematology,,,Blood,476740,36201,475346,476740,K/uL,0.7488,10.0532,37.7091,1.0,0.9971,numeric,0.9962,0.0038,13.169
228933,mimiciv.icu.chartevents,Post-op Care NCP - Expected outcomes,Post-op Care NCP - Expected outcomes,Care Plans,,Text,,476233,8742,0,0,,,,,0.0,0.0,categorical,0.2406,0.7594,54.476
51249,mimiciv.hosp.labevents,MCHC,,Hematology,,,Blood,475892,36201,474759,475892,g/dL,28.7014,32.6938,36.5666,1.0,0.9976,numeric,0.9962,0.0038,13.146
51279,mimiciv.hosp.labevents,Red Blood Cells,,Hematology,,,Blood,475843,36201,474718,475843,m/uL,2.0398,3.1723,5.2296,1.0,0.9976,numeric,0.9962,0.0038,13.144
51248,mimiciv.hosp.labevents,MCH,,Hematology,,,Blood,475842,36201,474660,475842,pg,22.5615,30.1167,36.4179,1.0,0.9975,numeric,0.9962,0.0038,13.144
51250,mimiciv.hosp.labevents,MCV,,Hematology,,,Blood,475842,36201,474716,475842,fL,74.1585,91.9786,111.0882,1.0,0.9976,numeric,0.9962,0.0038,13.144
51277,mimiciv.hosp.labevents,RDW,,Hematology,,,Blood,475837,36201,474098,475837,%,11.9939,15.1929,24.9724,1.0,0.9963,numeric,0.9962,0.0038,13.144
223935,mimiciv.icu.chartevents,PostTib. Pulses R,PostTib Pulses R,Cardiovascular (Pulses),,Text,,470566,34940,0,0,,,,,0.0,0.0,categorical,0.9615,0.0385,13.468
225664,mimiciv.icu.chartevents,Glucose finger stick (range 70-100),Glucose FS (range 70 -100),Labs,None,Numeric,,466121,29046,466121,0,,64.8278,137.6383,365.6857,0.0,1.0,numeric,0.7993,0.2007,16.048
223992,mimiciv.icu.chartevents,Cough Type,Cough Type,Pulmonary,,Text,,465726,32524,0,0,,,,,0.0,0.0,categorical,0.895,0.105,14.319
224000,mimiciv.icu.chartevents,Nares R,Nares R,GI/GU,,Text,,464109,32394,0,0,,,,,0.0,0.0,categorical,0.8914,0.1086,14.327
223947,mimiciv.icu.chartevents,PostTib. Pulses L,PostTib Pulses L,Cardiovascular (Pulses),,Text,,462236,34932,0,0,,,,,0.0,0.0,categorical,0.9613,0.0387,13.232
228298,mimiciv.icu.chartevents,Daily Wake Up,Daily Wake Up,Pain/Sedation,,Text,,459579,29091,0,0,,,,,0.0,0.0,categorical,0.8005,0.1995,15.798
224879,mimiciv.icu.chartevents,Nares L,Nares L,GI/GU,,Text,,454941,32287,0,0,,,,,0.0,0.0,categorical,0.8885,0.1115,14.091
50970,mimiciv.hosp.labevents,Phosphate,,Chemistry,,,Blood,454585,35553,454507,454585,mg/dL,1.4105,3.3999,8.5101,1.0,0.9998,numeric,0.9783,0.0217,12.786
50893,mimiciv.hosp.labevents,"Calcium, Total",,Chemistry,,,Blood,450306,35469,450219,450306,mg/dL,6.6519,8.4998,10.6872,1.0,0.9998,numeric,0.976,0.024,12.696
