field_key,src_table,label,abbreviation,dict_category,dict_unit,param_type,specimen,n_rows,n_keys,n_numeric,n_with_uom,unit_observed,p01,p50,p99,unit_recovery_rate,numeric_rate,dtype_inferred,coverage,missing_rate,obs_per_key
54,mimiciii.CHARTEVENTS,Assistance Device,,,,,,629022,18710,0,0,,,,,0.0,0.0,categorical,0.979,0.021,33.62
32,mimiciii.CHARTEVENTS,Activity Tolerance,,,,,,619605,18692,0,0,,,,,0.0,0.0,categorical,0.978,0.022,33.148
547,mimiciii.CHARTEVENTS,Position,,,,,,602653,18505,0,0,,,,,0.0,0.0,categorical,0.9682,0.0318,32.567
154,mimiciii.CHARTEVENTS,Diet Type,,,,,,575693,16148,0,0,,,,,0.0,0.0,categorical,0.8449,0.1551,35.651
30118,mimiciii.INPUTEVENTS_CV,Fentanyl,,,,,,575074,2447,324662,326133,mcghr,0.0,75.7133,586.337,0.5671,0.5646,mixed,0.128,0.872,235.012
1046,mimiciii.CHARTEVENTS,Pain Present,,,,,,561627,18275,0,0,,,,,0.0,0.0,categorical,0.9562,0.0438,30.732
599,mimiciii.CHARTEVENTS,RUL Lung Sounds,,,,,,557356,18807,0,0,,,,,0.0,0.0,categorical,0.984,0.016,29.636
428,mimiciii.CHARTEVENTS,LUL Lung Sounds,,,,,,557029,18808,0,0,,,,,0.0,0.0,categorical,0.9841,0.0159,29.617
593,mimiciii.CHARTEVENTS,RLL Lung Sounds,,,,,,555398,18807,0,0,,,,,0.0,0.0,categorical,0.984,0.016,29.531
425,mimiciii.CHARTEVENTS,LLL Lung Sounds,,,,,,555030,18808,0,0,,,,,0.0,0.0,categorical,0.9841,0.0159,29.51
663,mimiciii.CHARTEVENTS,Support Systems,,,,,,553450,17966,0,0,,,,,0.0,0.0,categorical,0.94,0.06,30.805
478,mimiciii.CHARTEVENTS,Oral Cavity,,,,,,548114,18806,0,0,,,,,0.0,0.0,categorical,0.984,0.016,29.146
678,mimiciii.CHARTEVENTS,Temperature F,,,,,,544102,18432,541991,543821,Deg. F,95.111,98.7123,102.6429,0.9995,0.9961,numeric,0.9644,0.0356,29.519
677,mimiciii.CHARTEVENTS,Temperature C (calc),,,,,,542931,18431,541873,542595,Deg. C,35.084,37.054,39.2475,0.9994,0.9981,numeric,0.9644,0.0356,29.457
706,mimiciii.CHARTEVENTS,Urine [Color],,,,,,524805,18651,0,0,,,,,0.0,0.0,categorical,0.9759,0.0241,28.138
27,mimiciii.CHARTEVENTS,Abdominal Assessment,,,,,,521852,18803,0,0,,,,,0.0,0.0,categorical,0.9838,0.0162,27.754
8480,mimiciii.CHARTEVENTS,Urine [Appearance],,,,,,519087,18596,0,0,,,,,0.0,0.0,categorical,0.973,0.027,27.914
680,mimiciii.CHARTEVENTS,Therapeutic Bed,,,,,,508871,13096,0,0,,,,,0.0,0.0,categorical,0.6852,0.3148,38.857
80,mimiciii.CHARTEVENTS,Bowel Sounds,,,,,,498688,18796,0,0,,,,,0.0,0.0,categorical,0.9835,0.0165,26.532
621,mimiciii.CHARTEVENTS,Restraint Location,,,,,,493565,16588,0,0,,,,,0.0,0.0,categorical,0.8679,0.1321,29.754
5814,mimiciii.CHARTEVENTS,CVP Alarm [Low],,,,,,469448,5351,454982,466142,mmHg,0.0,0.0,9.9957,0.993,0.9692,numeric,0.28,0.72,87.731
8548,mimiciii.CHARTEVENTS,CVP Alarm [High],,,,,,465285,4962,465285,465285,mmHg,10.0,20.0,39.978,1.0,1.0,numeric,0.2596,0.7404,93.77
49,mimiciii.CHARTEVENTS,Anti-Embolism [Device],,,,,,462032,14957,0,0,,,,,0.0,0.0,categorical,0.7826,0.2174,30.891
30025,mimiciii.INPUTEVENTS_CV,Heparin,,,,,,446901,3380,250200,252830,Uhr,0.0,978.4044,2812.4196,0.5657,0.5599,mixed,0.1769,0.8231,132.219
8367,mimiciii.CHARTEVENTS,Anti-Embolism [Status],,,,,,438796,12857,0,0,,,,,0.0,0.0,categorical,0.6727,0.3273,34.129
30128,mimiciii.INPUTEVENTS_CV,Neosynephrine-k,,,,,,425838,5169,257299,260340,mcgkgmin,0.0,0.7303,6.1998,0.6114,0.6042,mixed,0.2705,0.7295,82.383
644,mimiciii.CHARTEVENTS,Skin Integrity,,,,,,421554,18794,0,0,,,,,0.0,0.0,categorical,0.9834,0.0166,22.43
156,mimiciii.CHARTEVENTS,Dorsal PedPulse [Right],,,,,,419915,18474,0,0,,,,,0.0,0.0,categorical,0.9666,0.0334,22.73
8381,mimiciii.CHARTEVENTS,Dorsal PedPulse [Left],,,,,,415433,18443,0,0,,,,,0.0,0.0,categorical,0.965,0.035,22.525
1087,mimiciii.CHARTEVENTS,Pain Assess Method,,,,,,410999,16608,0,0,,,,,0.0,0.0,categorical,0.869,0.131,24.747
190,mimiciii.CHARTEVENTS,FiO2 Set,,,,,,410870,11856,407988,408823,torr,0.3,0.5,1.0,0.995,0.993,numeric,0.6203,0.3797,34.655
492,mimiciii.CHARTEVENTS,PAP [Systolic],,,,,,394098,5311,389453,390155,mmHg,17.644,38.7983,78.5547,0.99,0.9882,numeric,0.2779,0.7221,74.204
8448,mimiciii.CHARTEVENTS,PAP [Diastolic],,,,,,389331,5283,389331,389331,mmHg,6.0522,20.0,39.0004,1.0,1.0,numeric,0.2764,0.7236,73.695
525,mimiciii.CHARTEVENTS,Pain Location,,,,,,385139,18119,0,0,,,,,0.0,0.0,categorical,0.948,0.052,21.256
1622,mimiciii.CHARTEVENTS,Alarms,,,,,,375224,13444,0,0,,,,,0.0,0.0,categorical,0.7034,0.2966,27.91
30124,mimiciii.INPUTEVENTS_CV,Midazolam,,,,,,368416,1692,206936,208005,mghr,0.0,2.8496,28.0706,0.5646,0.5617,mixed,0.0885,0.9115,217.74
40,mimiciii.CHARTEVENTS,Airway Type,,,,,,365481,10940,0,0,,,,,0.0,0.0,categorical,0.5724,0.4276,33.408
605,mimiciii.CHARTEVENTS,Reason For Restraint,,,,,,362571,11833,0,0,,,,,0.0,0.0,categorical,0.6191,0.3809,30.641
197,mimiciii.CHARTEVENTS,Follows Commands,,,,,,360876,6968,0,0,,,,,0.0,0.0,categorical,0.3646,0.6354,51.79
622,mimiciii.CHARTEVENTS,Restraint Type,,,,,,359225,11658,0,0,,,,,0.0,0.0,categorical,0.61,0.39,30.814
585,mimiciii.CHARTEVENTS,Pupil Size [Right],,,,,,358360,10973,0,0,,,,,0.0,0.0,categorical,0.5741,0.4259,32.658
584,mimiciii.CHARTEVENTS,Pupil Response [Right],,,,,,354023,10851,0,0,,,,,0.0,0.0,categorical,0.5678,0.4322,32.626
722,mimiciii.CHARTEVENTS,Ventilator Type,,,,,,352664,10959,0,0,,,,,0.0,0.0,categorical,0.5734,0.4266,32.18
39,mimiciii.CHARTEVENTS,Airway Size,,,,,,352515,10663,0,0,,,,,0.0,0.0,categorical,0.5579,0.4421,33.06
8467,mimiciii.CHARTEVENTS,Pupil Size [Left],,,,,,352102,10899,0,0,,,,,0.0,0.0,categorical,0.5703,0.4297,32.306
1623,mimiciii.CHARTEVENTS,Parameters Checked,,,,,,351295,13440,0,0,,,,,0.0,0.0,categorical,0.7032,0.2968,26.138
8466,mimiciii.CHARTEVENTS,Pupil Response [Left],,,,,,348585,10792,0,0,,,,,0.0,0.0,categorical,0.5647,0.4353,32.3
1427,mimiciii.CHARTEVENTS,GI Prophylaxis [Drug #1],,,,,,345034,13958,0,0,,,,,0.0,0.0,categorical,0.7303,0.2697,24.719
229,mimiciii.CHARTEVENTS,INV Line#1 [Type],,,,,,341857,14463,0,0,,,,,0.0,0.0,categorical,0.7567,0.2433,23.637
127,mimiciii.CHARTEVENTS,Circulation/SkinInt,,,,,,335078,11982,0,0,,,,,0.0,0.0,categorical,0.6269,0.3731,27.965
549,mimiciii.CHARTEVENTS,PostTib. Pulses [Right],,,,,,334684,18146,0,0,,,,,0.0,0.0,categorical,0.9495,0.0505,18.444
467,mimiciii.CHARTEVENTS,O2 Delivery Device,,,,,,334549,18064,0,0,,,,,0.0,0.0,categorical,0.9452,0.0548,18.52
200,mimiciii.CHARTEVENTS,GI Intub #1 [Type],,,,,,334126,10152,0,0,,,,,0.0,0.0,categorical,0.5312,0.4688,32.912
8392,mimiciii.CHARTEVENTS,INV Line#1 [Site],,,,,,333613,14380,0,0,,,,,0.0,0.0,categorical,0.7524,0.2476,23.2
30120,mimiciii.INPUTEVENTS_CV,Levophed-k,,,,,,332718,2722,200650,202330,mcgkgmin,0.0,0.0802,0.882,0.6081,0.6031,mixed,0.1424,0.8576,122.233
655,mimiciii.CHARTEVENTS,Spontaneous Movement,,,,,,330644,6014,0,0,,,,,0.0,0.0,categorical,0.3147,0.6853,54.979
8456,mimiciii.CHARTEVENTS,PostTib. Pulses [Left],,,,,,329809,18088,0,0,,,,,0.0,0.0,categorical,0.9464,0.0536,18.234
623,mimiciii.CHARTEVENTS,Restraints Evaluated,,,,,,325687,11793,0,0,,,,,0.0,0.0,categorical,0.617,0.383,27.617
548,mimiciii.CHARTEVENTS,Position Change,,,,,,325606,11931,0,0,,,,,0.0,0.0,categorical,0.6243,0.3757,27.291
8388,mimiciii.CHARTEVENTS,GI Intub #1 [Site],,,,,,325285,10103,0,0,,,,,0.0,0.0,categorical,0.5286,0.4714,32.197
477,mimiciii.CHARTEVENTS,Oral Care,,,,,,324403,14823,0,0,,,,,0.0,0.0,categorical,0.7756,0.2244,21.885
657,mimiciii.CHARTEVENTS,Sputum Source,,,,,,318820,10390,0,0,,,,,0.0,0.0,categorical,0.5436,0.4564,30.685
8477,mimiciii.CHARTEVENTS,Sputum [Amount],,,,,,315975,10336,0,0,,,,,0.0,0.0,categorical,0.5408,0.4592,30.57
610,mimiciii.CHARTEVENTS,Removed x 5 Mins,,,,,,310952,11606,0,0,,,,,0.0,0.0,categorical,0.6073,0.3927,26.792
171,mimiciii.CHARTEVENTS,Education Topic #1,,,,,,310790,12517,0,0,,,,,0.0,0.0,categorical,0.6549,0.3451,24.829
506,mimiciii.CHARTEVENTS,PEEP Set,,,,,,309416,10971,305803,306025,cmH2O,0.001,5.0,19.6751,0.989,0.9883,numeric,0.574,0.426,28.203
807,mimiciii.CHARTEVENTS,Fingerstick Glucose,,Chemistry,,,,305034,13665,301687,0,,61.0534,130.1308,332.3283,0.0,0.989,numeric,0.715,0.285,22.322
676,mimiciii.CHARTEVENTS,Temperature C,,,,,,304958,6465,300629,300788,Deg. C,34.863,37.2,38.9355,0.9863,0.9858,numeric,0.3383,0.6617,47.171
1047,mimiciii.CHARTEVENTS,Range of Motion,,,,,,304540,11368,0,0,,,,,0.0,0.0,categorical,0.5948,0.4052,26.789
720,mimiciii.CHARTEVENTS,Ventilator Mode,,,,,,304291,10970,0,0,,,,,0.0,0.0,categorical,0.574,0.426,27.738
77,mimiciii.CHARTEVENTS,Behavior,,,,,,303978,17750,0,0,,,,,0.0,0.0,categorical,0.9287,0.0713,17.126
679,mimiciii.CHARTEVENTS,Temperature F (calc),,,,,,303263,4964,300628,300754,Deg. F,94.7538,98.96,102.0789,0.9917,0.9913,numeric,0.2597,0.7403,61.092
615,mimiciii.CHARTEVENTS,Resp Rate (Total),,,,,,301373,10987,298016,298163,BPM,8.7581,20.0,37.6192,0.9893,0.9889,numeric,0.5749,0.4251,27.43
656,mimiciii.CHARTEVENTS,Sputum [Color],,,,,,299523,9893,0,0,,,,,0.0,0.0,categorical,0.5176,0.4824,30.276
8476,mimiciii.CHARTEVENTS,Sputum Consistency,,,,,,296348,9806,0,0,,,,,0.0,0.0,categorical,0.5131,0.4869,30.221
30140,mimiciii.INPUTEVENTS_CV,N/A,,,,,,293644,8477,0,0,,,,,0.0,0.0,categorical,0.4435,0.5565,34.64
450,mimiciii.CHARTEVENTS,Minute Volume(Obser),,,,,,293413,10949,289862,290008,L/min,4.5571,9.9377,20.1328,0.9884,0.9879,numeric,0.5729,0.4271,26.798
51221,mimiciii.LABEVENTS,Hematocrit,,Hematology,,4544-3,Blood,289976,18876,289943,289955,%,20.9174,30.2261,44.4349,0.9999,0.9999,numeric,0.9877,0.0123,15.362
411,mimiciii.CHARTEVENTS,Incision/Wound #1,,,,,,289586,8190,0,0,,,,,0.0,0.0,categorical,0.4285,0.5715,35.358
232,mimiciii.CHARTEVENTS,INV Line#1SiteAppear,,,,,,289562,14329,0,0,,,,,0.0,0.0,categorical,0.7497,0.2503,20.208
596,mimiciii.CHARTEVENTS,RU Strength/Movement,,,,,,287880,5294,0,0,,,,,0.0,0.0,categorical,0.277,0.723,54.379
426,mimiciii.CHARTEVENTS,LU Strength/Movement,,,,,,287637,5288,0,0,,,,,0.0,0.0,categorical,0.2767,0.7233,54.394
590,mimiciii.CHARTEVENTS,RL Strength/Movement,,,,,,287348,5309,0,0,,,,,0.0,0.0,categorical,0.2778,0.7222,54.125
423,mimiciii.CHARTEVENTS,LL Strength/Movement,,,,,,287261,5305,0,0,,,,,0.0,0.0,categorical,0.2776,0.7224,54.149
157,mimiciii.CHARTEVENTS,ETT [Mark],,,,,,287113,10511,0,0,,,,,0.0,0.0,categorical,0.55,0.45,27.315
434,mimiciii.CHARTEVENTS,Low Exhaled Min Vol,,,,,,282245,10941,278900,0,,2.0077,4.344,12.0623,0.0,0.9881,numeric,0.5725,0.4275,25.797
218,mimiciii.CHARTEVENTS,High Insp. Pressure,,,,,,280822,10927,277511,277602,cmH2O,25.164,40.0,60.0365,0.9885,0.9882,numeric,0.5717,0.4283,25.7
8382,mimiciii.CHARTEVENTS,ETT [Location],,,,,,279687,10355,0,0,,,,,0.0,0.0,categorical,0.5418,0.4582,27.01
811,mimiciii.CHARTEVENTS,Glucose (70-105),,Chemistry,,,,279109,18725,274284,0,,60.7277,125.789,318.813,0.0,0.9827,numeric,0.9798,0.0202,14.906
444,mimiciii.CHARTEVENTS,Mean Airway Pressure,,,,,,276571,10915,272982,273122,cmH2O,4.2283,10.0436,27.0137,0.9875,0.987,numeric,0.5711,0.4289,25.339
50820,mimiciii.LABEVENTS,pH,,Blood Gas,,11558-4,Blood,275962,15442,275927,275937,units,7.1446,7.398,7.5359,0.9999,0.9999,numeric,0.808,0.192,17.871
50800,mimiciii.LABEVENTS,SPECIMEN TYPE,,BLOOD GAS,,,BLOOD,275865,15263,0,0,,,,,0.0,0.0,categorical,0.7986,0.2014,18.074
219,mimiciii.CHARTEVENTS,High Resp. Rate,,,,,,274987,10158,272047,272135,BPM,5.0,35.0,49.2428,0.9896,0.9893,numeric,0.5315,0.4685,27.071
50971,mimiciii.LABEVENTS,Potassium,,Chemistry,,2823-3,Blood,269392,18865,269210,269371,mEq/L,2.9339,4.0065,6.0026,0.9999,0.9993,numeric,0.9871,0.0129,14.28
235,mimiciii.CHARTEVENTS,INV Line#2 [Type],,,,,,268375,10440,0,0,,,,,0.0,0.0,categorical,0.5463,0.4537,25.706
631,mimiciii.CHARTEVENTS,Sensitivity-Vent,,,,,,267773,10908,263762,264207,cmH2O,1.0,2.0,3.2122,0.9867,0.985,numeric,0.5707,0.4293,24.548
203,mimiciii.CHARTEVENTS,GI#1 Tube [Status],,,,,,267486,10048,0,0,,,,,0.0,0.0,categorical,0.5257,0.4743,26.621
470,mimiciii.CHARTEVENTS,O2 Flow (lpm),,,,,,266948,16569,263904,264992,lpm,0.3568,4.0,15.0,0.9927,0.9886,numeric,0.8669,0.1331,16.111
8393,mimiciii.CHARTEVENTS,INV Line#2 [Site],,,,,,262128,10339,0,0,,,,,0.0,0.0,categorical,0.541,0.459,25.353
294,mimiciii.CHARTEVENTS,IV #1 [Site],,,,,,260596,18176,0,0,,,,,0.0,0.0,categorical,0.951,0.049,14.337
620,mimiciii.CHARTEVENTS,Responds to Stimuli [Type],,,,,,260248,4889,0,0,,,,,0.0,0.0,categorical,0.2558,0.7442,53.231
50802,mimiciii.LABEVENTS,Base Excess,,Blood Gas,,11555-0,Blood,253395,14989,253341,253375,mEq/L,-13.2405,0.0,12.4098,0.9999,0.9998,numeric,0.7843,0.2157,16.905
50804,mimiciii.LABEVENTS,Calculated Total CO2,,Blood Gas,,34728-6,Blood,253384,14990,253345,253364,mEq/L,13.267,25.944,41.9575,0.9999,0.9998,numeric,0.7843,0.2157,16.904
50821,mimiciii.LABEVENTS,pO2,,Blood Gas,,11556-8,Blood,253363,14988,253323,253343,mm Hg,32.5356,111.4348,465.9004,0.9999,0.9998,numeric,0.7842,0.2158,16.904
50818,mimiciii.LABEVENTS,pCO2,,Blood Gas,,11557-6,Blood,253360,14987,253329,253340,mm Hg,23.9703,40.0,77.6775,0.9999,0.9999,numeric,0.7842,0.2158,16.905
50912,mimiciii.LABEVENTS,Creatinine,,Chemistry,,2160-0,Blood,253176,18877,253111,253156,mg/dL,0.3,0.9477,7.884,0.9999,0.9997,numeric,0.9877,0.0123,13.412
51006,mimiciii.LABEVENTS,Urea Nitrogen,,Chemistry,,3094-0,Blood,252171,18877,252158,252151,mg/dL,4.3238,21.9552,115.4415,0.9999,0.9999,numeric,0.9877,0.0123,13.359
50983,mimiciii.LABEVENTS,Sodium,,Chemistry,,2951-2,Blood,251898,18858,251876,251878,mEq/L,125.981,139.0,151.6641,0.9999,0.9999,numeric,0.9867,0.0133,13.358
8474,mimiciii.CHARTEVENTS,Responds to Stimuli [Value],,,,,,250282,4853,0,0,,,,,0.0,0.0,categorical,0.2539,0.7461,51.573
72,mimiciii.CHARTEVENTS,Back Care,,,,,,250184,14962,0,0,,,,,0.0,0.0,categorical,0.7829,0.2171,16.721
8400,mimiciii.CHARTEVENTS,IV #1 [Size],,,,,,248931,17855,0,0,,,,,0.0,0.0,categorical,0.9342,0.0658,13.942
417,mimiciii.CHARTEVENTS,Inspired Gas Temp,,,,,,248836,10579,169396,245525,Deg. C,32.9984,35.6383,37.438,0.9867,0.6808,mixed,0.5535,0.4465,23.522
51265,mimiciii.LABEVENTS,Platelet Count,,Hematology,,777-3,Blood,246006,18876,245941,245988,K/uL,20.5839,209.2079,763.2553,0.9999,0.9997,numeric,0.9877,0.0123,13.033
50902,mimiciii.LABEVENTS,Chloride,,Chemistry,,2075-0,Blood,245887,18859,245867,245867,mEq/L,89.3212,104.0,119.3878,0.9999,0.9999,numeric,0.9868,0.0132,13.038
50882,mimiciii.LABEVENTS,Bicarbonate,,Chemistry,,1963-8,Blood,245803,18860,245734,245783,mEq/L,13.164,25.0,37.7157,0.9999,0.9997,numeric,0.9868,0.0132,13.033
50931,mimiciii.LABEVENTS,Glucose,,Chemistry,,2345-7,Blood,243060,18856,243041,243041,mg/dL,58.9914,119.2427,340.7838,0.9999,0.9999,numeric,0.9866,0.0134,12.89
1425,mimiciii.CHARTEVENTS,Daily Wake Up,,,,,,242815,14413,0,0,,,,,0.0,0.0,categorical,0.7541,0.2459,16.847
85,mimiciii.CHARTEVENTS,Braden Moisture,,,,,,240850,18710,0,0,,,,,0.0,0.0,categorical,0.979,0.021,12.873
82,mimiciii.CHARTEVENTS,Braden Activity,,,,,,240830,18710,0,0,,,,,0.0,0.0,categorical,0.979,0.021,12.872
84,mimiciii.CHARTEVENTS,Braden Mobility,,,,,,240705,18711,0,0,,,,,0.0,0.0,categorical,0.979,0.021,12.864
86,mimiciii.CHARTEVENTS,Braden Nutrition,,,,,,240625,18710,0,0,,,,,0.0,0.0,categorical,0.979,0.021,12.861
88,mimiciii.CHARTEVENTS,Braden SensoryPercep,,,,,,240408,18709,0,0,,,,,0.0,0.0,categorical,0.9789,0.0211,12.85
83,mimiciii.CHARTEVENTS,Braden Frict/Shear,,,,,,240298,18709,0,0,,,,,0.0,0.0,categorical,0.9789,0.0211,12.844
