src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,concept,method,note
mimiciv.icu.chartevents,229105,Nutrition  NCP - Problem resolved,Nutrition NCP - Problem resolved,Care Plans,,categorical,,,,16314,1311,0.0361,,,
mimiciv.icu.chartevents,228562,Incision #4- Location,Incision #4- Location,Skin - Incisions,,categorical,,,,16157,849,0.0234,,,
mimiciv.icu.chartevents,225048,Knee Location - Immobilizer,Knee Location - Immobilizer,Treatments,,categorical,,,,15979,1613,0.0444,,,
mimiciv.icu.chartevents,224940,Impaired Skin Treatment #5,Site Treatment #5,Skin - Impairment,,categorical,,,,15819,505,0.0139,,,
mimiciv.icu.chartevents,223973,Angio Dressing # 2,Angio Dressing # 2,Cardiovascular,,categorical,,,,15762,1310,0.036,,,
mimiciv.icu.chartevents,224665,PCA total dose,PCA total dose,Pain/Sedation,,numeric,0.0,1.2413,67.5067,15472,1610,0.0443,,,
mimiciv.icu.chartevents,224563,Impaired Skin Depth #1,Site Depth #1,Skin - Impairment,cm,numeric,0.0,0.1146,3.9656,15292,1041,0.0286,,,
mimiciv.icu.chartevents,224379,PCA cleared,PCA cleared,Pain/Sedation,,categorical,,,,15231,1597,0.0439,,,
mimiciv.icu.chartevents,229659,% Minute Volume,% Minute Volume,Respiratory,,numeric,48.3417,110.0083,192.5126,14873,1534,0.0422,,,
mimiciv.icu.chartevents,229881,Dialysis/Pheresis Biopatch,Dialysis/Pheresis Biopatch,Access Lines - Invasive,,numeric,0.0,1.0,1.0,14865,439,0.0121,,,
mimiciv.icu.chartevents,224796,Ostomy,Ostomy,GI/GU,,categorical,,,,14790,696,0.0192,,,
mimiciv.icu.chartevents,224044,Incision Packing #1,Incision Packing #1,Skin - Incisions,,categorical,,,,14724,703,0.0193,,,
mimiciv.icu.chartevents,224905,Impaired Skin Drainage #5,Site Drainage #5,Skin - Impairment,,categorical,,,,14563,915,0.0252,,,
mimiciv.icu.chartevents,224926,Impaired Skin Odor #5,Odor #5,Skin - Impairment,,numeric,0.0,0.0,1.0,14260,678,0.0187,,,
mimiciv.icu.chartevents,224331,PCA basal rate (mL/hour),PCA basal rate (mL/hour),Pain/Sedation,ml/hr,numeric,0.0,0.0,3.7855,14028,1036,0.0285,,,
mimiciv.icu.chartevents,228507,Pressure Ulcer #2- Location,Pressure Ulcer #2- Location,Skin - Impairment,,categorical,,,,13996,1175,0.0323,,,
mimiciv.icu.chartevents,229152,Palliative Care NCP - Interventions,Palliative Care NCP - Interventions,Care Plans,,categorical,,,,13972,551,0.0152,,,
mimiciv.icu.chartevents,228734,Pressure ulcer #2- Wound Base,Pressure ulcer #2- Wound Base,Skin - Impairment,,categorical,,,,13900,831,0.0229,,,
mimiciv.icu.chartevents,224947,Impaired Skin Type #5,Type #5,Skin - Impairment,,categorical,,,,13875,545,0.015,,,
mimiciv.icu.chartevents,229319,Activity / Mobility (JH-HLM),Activity / Mobility (JH-HLM),Treatments,,numeric,1.0,1.9986,7.0482,13718,415,0.0114,,,
mimiciv.icu.chartevents,228550,Pressure Ulcer #2- Type,Pressure Ulcer #2- Type,Skin - Impairment,,categorical,,,,13547,1210,0.0333,,,
mimiciv.icu.chartevents,228855,Impaired Skin #3- Type,Impaired Skin #3- Type,Skin - Impairment,,categorical,,,,13306,1179,0.0324,,,
mimiciv.icu.chartevents,228578,Impaired Skin #3- Type,Impaired Skin #3- Type,Skin - Impairment,,categorical,,,,13305,975,0.0268,,,
mimiciv.icu.chartevents,225988,IABP Position on leg,IABP Position on leg,Access Lines - Invasive,,categorical,,,,13281,566,0.0156,,,
mimiciv.icu.chartevents,230033,Stool Management,Stool Management,GI/GU,,numeric,1.0,3.0,11.0,13262,990,0.0272,,,
mimiciv.icu.chartevents,224966,Pressure Ulcer Stage #3,Pressure Ulcer Stage #3,Skin - Impairment,,mixed,1.0,2.0,3.0,13174,491,0.0135,,,
mimiciv.icu.chartevents,228744,Pressure ulcer #2- Surrounding tissue,Pressure ulcer #2- Surrounding tissue,Skin - Impairment,,categorical,,,,12980,958,0.0264,,,
mimiciv.icu.chartevents,227117,PCA total dose units,PCA total dose units,Pain/Sedation,,categorical,,,,12948,1560,0.0429,,,
mimiciv.icu.chartevents,224980,Tunneling Present #3,Tunneling Present #3,Skin - Impairment,,categorical,,,,12838,527,0.0145,,,
mimiciv.icu.chartevents,228814,Pressure ulcer #2- Stage,Pressure ulcer #2- Stage,Skin - Impairment,,categorical,,,,12774,1070,0.0294,,,
mimiciv.icu.chartevents,224366,Epidural Infusion Rate (mL/hr),Epidural Infusion Rate (mL/hr),Pain/Sedation,ml/hr,numeric,0.0,8.0,14.0,12628,754,0.0207,,,
mimiciv.icu.chartevents,228310,GI #2 Tube Place Method,GI #2 Tube Place Method,GI/GU,,categorical,,,,12596,1691,0.0465,,,
mimiciv.icu.chartevents,224962,Impaired Skin Wound Base #6,Site/Wound Base #6,Skin - Impairment,,categorical,,,,12588,438,0.0121,,,
mimiciv.icu.chartevents,227119,Epidural Location,Epidural Location,Pain/Sedation,,categorical,,,,12574,789,0.0217,,,
mimiciv.icu.chartevents,224368,Epidural Medication,Epidural Medication,Pain/Sedation,,categorical,,,,12443,757,0.0208,,,
mimiciv.icu.chartevents,226114,PA Catheter placed in outside facility,PA Catheter placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,12347,1732,0.0477,,,
mimiciv.icu.chartevents,224912,Impaired Skin Drainage Amount #5,Site Drainage Amount #5,Skin - Impairment,,categorical,,,,12246,763,0.021,,,
mimiciv.icu.chartevents,228574,Incision #4- Treatment,Incision #4- Treatment,Skin - Incisions,,categorical,,,,12192,841,0.0231,,,
mimiciv.icu.chartevents,228866,Plateau Pressure (IABP),Plateau Pressure (IABP),IABP,mmHg,numeric,92.3028,122.9535,156.4392,12183,411,0.0113,,,
mimiciv.icu.chartevents,225015,Incision Drainage #4,Incision Drainage #4,Skin - Incisions,,categorical,,,,12144,957,0.0263,,,
mimiciv.icu.chartevents,229387,Cerebellar - Heel -> Shin,Cerebellar - Heel -> Shin,Neurological,,categorical,,,,12089,1260,0.0347,,,
mimiciv.icu.chartevents,227757,PA Catheter Placement Confirmed by X-ray,PA Catheter Placement Confirmed by X-ray,Access Lines - Invasive,,categorical,,,,11913,1701,0.0468,,,
mimiciv.icu.chartevents,223801,NMB Medication,NMB Medication,Pain/Sedation,,categorical,,,,11905,1790,0.0493,,,
mimiciv.icu.chartevents,228500,Impaired Skin #5- Location,Impaired Skin #5- Location,Skin - Impairment,,categorical,,,,11853,583,0.016,,,
mimiciv.icu.chartevents,223800,Epidural Appearance,Epidural Appearance,Pain/Sedation,,categorical,,,,11712,809,0.0223,,,
mimiciv.icu.chartevents,224987,Undermining Present #3,Undermining Present #3,Skin - Impairment,,categorical,,,,11359,458,0.0126,,,
mimiciv.icu.chartevents,229301,GI #2 Tube Mark (CM),GI #2 Tube Mark (CM),GI/GU,cm,numeric,3.174,62.2561,100.2147,11288,1026,0.0282,,,
mimiciv.icu.chartevents,224918,Impaired Skin Length #4,Site Length #4,Skin - Impairment,cm,numeric,0.0,2.0057,27.0,11279,567,0.0156,,,
mimiciv.icu.chartevents,229704,CP-Pain Management,CP-Pain Management,Pain/Sedation,,categorical,,,,11218,873,0.024,,,
mimiciv.icu.chartevents,224953,Impaired Skin Width #4,Site Width #4,Skin - Impairment,cm,numeric,0.0,1.4586,12.9627,11036,550,0.0151,,,
mimiciv.icu.chartevents,224661,Baseline Current/mA,Baseline Current/mA,Pain/Sedation,mA,numeric,2.6033,80.0,80.0,10838,1589,0.0437,,,
mimiciv.icu.chartevents,227474,Incision Site #3,Incision Site #3,Skin - Incisions,,categorical,,,,10728,526,0.0145,,,
mimiciv.icu.chartevents,227783,Impaired Skin - Dressing Status  #4,Impaired Skin  - Dressing Status  #4,Skin - Impairment,,categorical,,,,10678,391,0.0108,,,
mimiciv.icu.chartevents,229141,Substance withdrawal NCP - Problem resolved,Substance withdrawal NCP - Problem resolved,Care Plans,,categorical,,,,10571,1084,0.0298,,,
mimiciv.icu.chartevents,229143,Metabolic disturbance NCP - Expected outcomes,Metabolic disturbance NCP - Expected outcomes,Care Plans,,categorical,,,,10540,492,0.0135,,,
mimiciv.icu.chartevents,223768,Intra Cranial Pressure Alarm - Low,ICP Alarm - Low,Alarms,mmHg,numeric,-12.5748,0.0,5.8622,10505,709,0.0195,,,
mimiciv.icu.chartevents,223767,Intra Cranial Pressure Alarm - High,ICP Alarm - High,Alarms,mmHg,numeric,11.1363,20.0,38.6826,10436,712,0.0196,,,
mimiciv.icu.chartevents,224797,Ostomy Appearance,Ostomy Appearance,GI/GU,,categorical,,,,10427,676,0.0186,,,
mimiciv.icu.chartevents,224976,Surrounding Tissue #6,Surrounding Tissue #6,Skin - Impairment,,categorical,,,,10371,428,0.0118,,,
mimiciv.icu.chartevents,225029,Dressing Status #3,Dressing Status #3,Skin - Incisions,,categorical,,,,10271,488,0.0134,,,
mimiciv.icu.chartevents,224114,PT Splint Location #1,PT Splint Location #1,Treatments,,categorical,,,,10204,635,0.0175,,,
mimiciv.icu.chartevents,225024,Incision Dressing #3,Incision Dressing #3,Skin - Incisions,,categorical,,,,10188,499,0.0137,,,
mimiciv.icu.chartevents,224891,Impaired Skin Cleanse #5,Site Cleanse #5,Skin - Impairment,,categorical,,,,10008,387,0.0106,,,
mimiciv.icu.chartevents,224432,CT #3 Dressing,CT #3 Dressing,Pulmonary,,categorical,,,,9986,1772,0.0488,,,
mimiciv.icu.chartevents,224906,Impaired Skin Drainage #6,Site Drainage #6,Skin - Impairment,,categorical,,,,9980,540,0.0149,,,
mimiciv.icu.chartevents,227120,Motor Deficit,Motor Deficit,Pain/Sedation,,categorical,,,,9949,742,0.0204,,,
mimiciv.icu.chartevents,229122,Elimination NCP - Problem resolved,Elimination NCP - Problem resolved,Care Plans,,categorical,,,,9946,727,0.02,,,
mimiciv.icu.chartevents,224430,CT #3 Drainage,CT #3 Drainage,Pulmonary,,categorical,,,,9749,1731,0.0476,,,
mimiciv.icu.chartevents,224434,CT #3 Fluctuate,CT #3 Fluctuate,Pulmonary,,categorical,,,,9552,1716,0.0472,,,
mimiciv.icu.chartevents,224779,CT #3 Leak,CT #3 Leak,Pulmonary,,categorical,,,,9550,1727,0.0475,,,
mimiciv.icu.chartevents,225225,CCO PAC Site Appear,CCO PAC Site Appear,Access Lines - Invasive,,categorical,,,,9517,1069,0.0294,,,
mimiciv.icu.chartevents,228532,Impaired Skin #4- Treatment,Impaired Skin #4- Treatment,Skin - Impairment,,categorical,,,,9442,1037,0.0285,,,
mimiciv.icu.chartevents,223942,Graft/Flap Pulse,Graft/Flap Pulse,Cardiovascular,,categorical,,,,9335,637,0.0175,,,
mimiciv.icu.chartevents,227352,CCO PAC Dressing Occlusive,CCO PAC Dressing Occlusive,Access Lines - Invasive,,numeric,0.0,1.0,1.0,9326,1064,0.0293,,,
mimiciv.icu.chartevents,225227,CCO PAC Waveform Appear,CCO PAC Waveform Appear,Access Lines - Invasive,,categorical,,,,9317,1062,0.0292,,,
mimiciv.icu.chartevents,228597,Incision #4- Dressing Status,Incision #4- Dressing Status,Skin - Incisions,,categorical,,,,9192,822,0.0226,,,
mimiciv.icu.chartevents,224428,CT #3 Crepitus,CT #3 Crepitus,Pulmonary,,categorical,,,,8961,1713,0.0471,,,
mimiciv.icu.chartevents,224066,Position Change,Position Change,Restraint/Support Systems,,categorical,,,,8952,431,0.0119,,,
mimiciv.icu.chartevents,224895,Impaired Skin Depth #2,Site Depth #2,Skin - Impairment,cm,numeric,0.0,0.0994,3.9859,8925,526,0.0145,,,
mimiciv.icu.chartevents,225180,PT Splint Status #1,PT Splint Status #1,Treatments,,categorical,,,,8897,627,0.0173,,,
mimiciv.icu.chartevents,223847,Passey Muir Valve in use,Passey Muir Valve in use,Respiratory,,categorical,,,,8894,821,0.0226,,,
mimiciv.icu.chartevents,225020,Incision Drainage Amount #4,Incision Drainage Amount #4,Skin - Incisions,,categorical,,,,8888,829,0.0228,,,
mimiciv.icu.chartevents,224375,Cont Neb - Med,Cont Neb - Med,Respiratory,,categorical,,,,8852,439,0.0121,,,
mimiciv.icu.chartevents,229128,Altered Sensory Perception NCP - Plan revised,ASP NCP - Plan revised,Care Plans,,categorical,,,,8744,1725,0.0475,,,
mimiciv.icu.chartevents,228724,Pressure ulcer #2- Length,Pressure ulcer #2- Length,Skin - Impairment,cm,numeric,0.25,2.0,11.2132,8700,695,0.0191,,,
mimiciv.icu.chartevents,228621,Pressure Ulcer #2- Width,Pressure Ulcer #2-  Width,Skin - Impairment,cm,numeric,0.1979,1.5041,10.0,8663,688,0.0189,,,
mimiciv.icu.chartevents,228540,Pressure Ulcer #2- Treatment,Pressure Ulcer #2- Treatment,Skin - Impairment,,categorical,,,,8632,1086,0.0299,,,
mimiciv.icu.chartevents,224445,GI #2 Tube Drainage,GI #2 Tube Drainage,GI/GU,,categorical,,,,8626,1168,0.0321,,,
mimiciv.icu.chartevents,229641,Stroke NCP - Consults,Stroke NCP - Consults,Care Plans,,categorical,,,,8618,1359,0.0374,,,
mimiciv.icu.chartevents,225347,Midline Site Appear,Midline Site Appear,Access Lines - Invasive,,categorical,,,,8484,565,0.0155,,,
mimiciv.icu.chartevents,228602,Impaired Skin #3- Dressing Status,Impaired Skin #3- Dressing Status,Skin - Impairment,,categorical,,,,8481,1395,0.0384,,,
mimiciv.icu.chartevents,230115,CVL SecurePort IV,CVL SecurePort IV,Access Lines - Invasive,,numeric,0.3006,1.0,1.0,8450,456,0.0125,,,
mimiciv.icu.chartevents,228610,Pressure Ulcer #1- Depth,Pressure Ulcer #1- Depth,Skin - Impairment,cm,numeric,0.0,0.0,6.0,8425,543,0.0149,,,
mimiciv.icu.chartevents,224927,Impaired Skin Odor #6,Odor #6,Skin - Impairment,,numeric,0.0,0.0,1.0,8358,376,0.0103,,,
mimiciv.icu.chartevents,225192,Collar Care,Collar Care,Treatments,,numeric,0.0,1.0,1.0,8239,1471,0.0405,,,
mimiciv.icu.chartevents,227131,Cont. Neb Med Dose,Cont. Neb Med Dose,Respiratory,,categorical,,,,8198,378,0.0104,,,
mimiciv.icu.chartevents,227678,Restraint Device (Non-Violent),Restraint Device (Non-Violent),Restraint/Support Systems,,categorical,,,,8189,376,0.0103,,,
mimiciv.icu.chartevents,227751,CCO PAC Placement Confirmed by X-ray,CCO PAC Placement Confirmed by X-ray,Access Lines - Invasive,,categorical,,,,8174,918,0.0253,,,
mimiciv.icu.chartevents,227671,Non-Violent Restraints,Non-Violent Restraints,Restraint/Support Systems,,categorical,,,,8155,488,0.0134,,,
