src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,concept,method,note
mimiciv.icu.chartevents,224150,Filter Pressure,Filter Pressure,Dialysis,mmHg,numeric,54.2427,124.8929,275.9889,145975,1185,0.0326,,,
mimiciv.icu.chartevents,224149,Access Pressure,Access Pressure,Dialysis,mmHg,numeric,-150.4335,-56.3976,0.2145,145957,1186,0.0326,,,
mimiciv.icu.chartevents,224152,Return Pressure,Return Pressure,Dialysis,mmHg,numeric,7.388,54.7606,161.7224,145897,1185,0.0326,,,
mimiciv.icu.chartevents,224151,Effluent Pressure,Effluent Pressure,Dialysis,mmHg,numeric,-143.4133,-9.4743,105.1934,145840,1185,0.0326,,,
mimiciv.icu.chartevents,224191,Hourly Patient Fluid Removal,Hourly PFR,Dialysis,mL,numeric,0.0,366.1987,804.21,144187,1188,0.0327,,,
mimiciv.icu.chartevents,225183,Current Goal,Current Goal,Dialysis,mL,numeric,-332.5004,-24.7164,241.2172,141271,1183,0.0326,,,
mimiciv.icu.chartevents,227700,Safety Measures,Safety Measures,Restraint/Support Systems,,categorical,,,,139429,1242,0.0342,,,
mimiciv.icu.chartevents,224154,Dialysate Rate,Dialysate Rate,Dialysis,ml/hr,numeric,0.0,788.1022,2000.0,136774,1185,0.0326,,,
mimiciv.icu.chartevents,220765,Intra Cranial Pressure,ICP,Hemodynamics,mmHg,numeric,-3.8201,8.6901,32.3602,136248,755,0.0208,,,
mimiciv.icu.chartevents,224153,Replacement Rate,Replacement Rate,Dialysis,ml/hr,numeric,200.0,1800.0,3199.023,135342,1172,0.0323,,,
mimiciv.icu.chartevents,229975,COVID NCP - Expected outcomes,COVID NCP - Expected outcomes,Care Plans,,categorical,,,,135045,574,0.0158,,,
mimiciv.icu.chartevents,224144,Blood Flow (ml/min),Blood Flow (ml/min),Dialysis,ml/min,numeric,119.94,199.0773,250.0,134608,1187,0.0327,,,
mimiciv.icu.chartevents,228005,PBP (Prefilter) Replacement Rate,PBP (Prefilter) Replacement Rate,Dialysis,ml/hr,numeric,288.9614,1599.2998,2857.0683,127475,1118,0.0308,,,
mimiciv.icu.chartevents,228006,Post Filter Replacement Rate,Post Filter Replacement Rate,Dialysis,ml/hr,numeric,185.339,200.0,1289.651,125756,1099,0.0302,,,
mimiciv.icu.chartevents,228004,Citrate (ACD-A),Citrate (ACD-A),Dialysis,ml/hr,numeric,0.0,180.0,242.9928,123400,1095,0.0301,,,
mimiciv.icu.chartevents,223931,Neuro Drain #1 Status,Neuro Drain #1 Status,Neurological,,categorical,,,,121582,906,0.0249,,,
mimiciv.icu.chartevents,225976,Replacement Fluid,Replacement Fluid,Dialysis,,categorical,,,,119624,1025,0.0282,,,
mimiciv.icu.chartevents,225977,Dialysate Fluid,Dialysate Fluid,Dialysis,,categorical,,,,119540,1025,0.0282,,,
mimiciv.icu.chartevents,229247,Trans Membrane Pressure,TMP,Dialysis,mmHg,numeric,15.4505,81.7363,247.5642,106673,857,0.0236,,,
mimiciv.icu.chartevents,229248,Pressure Drop,Pressure Drop,Dialysis,mmHg,numeric,11.1303,42.4193,147.0889,106296,854,0.0235,,,
mimiciv.icu.chartevents,227066,Cerebral Perfusion Pressure,CPP,Hemodynamics,mmHg,numeric,45.6218,80.5306,129.2657,101229,672,0.0185,,,
mimiciv.icu.chartevents,224829,Trach Tube Type,Trach Tube Type,Respiratory,,categorical,,,,94927,1227,0.0338,,,
mimiciv.icu.chartevents,226329,Blood Temperature CCO (C),Blood Temp CCO (C),Routine Vital Signs,°C,numeric,34.7462,37.1,38.7865,88711,1712,0.0471,,,
mimiciv.icu.chartevents,227290,CRRT mode,CRRT mode,Dialysis,,categorical,,,,84957,1185,0.0326,,,
mimiciv.icu.chartevents,228966,Nutrition  NCP - Interventions,Nutrition NCP - Interventions,Care Plans,,categorical,,,,82090,1331,0.0366,,,
mimiciv.icu.chartevents,229974,COVID NCP - Problem,COVID NCP - Problem,Care Plans,,categorical,,,,81082,558,0.0154,,,
mimiciv.icu.chartevents,223926,Neuro Drain #1 Type,Neuro Drain #1 Type,Neurological,,categorical,,,,80401,1173,0.0323,,,
mimiciv.icu.chartevents,229138,Substance withdrawal NCP - Interventions,Substance withdrawal NCP - Interventions,Care Plans,,categorical,,,,78731,1099,0.0302,,,
mimiciv.icu.chartevents,224145,Heparin Dose (per hour),Heparin Dose (per hour),Dialysis,units,numeric,0.0,0.0,2371.381,75666,1035,0.0285,,,
mimiciv.icu.chartevents,223932,Neuro Drain #1 Drainage,Neuro Drain #1 Drainage,Neurological,,categorical,,,,68962,895,0.0246,,,
mimiciv.icu.chartevents,229124,Altered Sensory Perception NCP - Expected Outcomes,ASP NCP - Expected Outcomes,Care Plans,,categorical,,,,68226,1715,0.0472,,,
mimiciv.icu.chartevents,223930,Neuro Drain #1 Level,Neuro Drain #1 Level,Neurological,,categorical,,,,67924,821,0.0226,,,
mimiciv.icu.chartevents,227684,Safety Measures,Safety Measures,Restraint/Support Systems,,categorical,,,,66731,627,0.0173,,,
mimiciv.icu.chartevents,227985,Neuro Drain #1 Landmark,Neuro Drain #1 Landmark,Neurological,,categorical,,,,65452,790,0.0217,,,
mimiciv.icu.chartevents,225323,Dialysis Catheter Site Appear,Dialysis Catheter Site Appear,Access Lines - Invasive,,categorical,,,,64400,1767,0.0486,,,
mimiciv.icu.chartevents,229134,Elimination NCP - Interventions,Elimination NCP - Interventions,Care Plans,,categorical,,,,63397,731,0.0201,,,
mimiciv.icu.chartevents,224830,Trach Tube Manufacturer,Trach Tube Manufacturer,Respiratory,,categorical,,,,59750,1211,0.0333,,,
mimiciv.icu.chartevents,224831,Trach Tube Size (I.D.),Trach Tube Size (I.D.),Respiratory,,categorical,,,,59367,1210,0.0333,,,
mimiciv.icu.chartevents,226118,Dialysis Catheter placed in outside facility,Dialysis Cath placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,57336,1697,0.0467,,,
mimiciv.icu.chartevents,227753,Dialysis Catheter Placement Confirmed by X-ray,Dialysis Catheter Placement Confirmed by X-ray,Access Lines - Invasive,,categorical,,,,49330,1487,0.0409,,,
mimiciv.icu.chartevents,224931,Impaired Skin Site #3,Site #3,Skin - Impairment,,categorical,,,,42222,1666,0.0458,,,
mimiciv.icu.chartevents,224406,VEN Lumen Volume,VEN  Lumen Volume,Dialysis,mL,numeric,0.3296,1.3826,2.5438,39344,1024,0.0282,,,
mimiciv.icu.chartevents,224404,ART Lumen Volume,ART Lumen Volume,Dialysis,mL,numeric,0.94,1.3311,2.4145,39257,1022,0.0281,,,
mimiciv.icu.chartevents,224938,Impaired Skin Treatment #3,Site Treatment #3,Skin - Impairment,,categorical,,,,37250,1432,0.0394,,,
mimiciv.icu.chartevents,227630,Arctic Sun Temp #1 Location,Arctic Sun Temp #1 Location,Routine Vital Signs,,categorical,,,,37189,683,0.0188,,,
mimiciv.icu.chartevents,229136,Substance withdrawal NCP - Expected outcomes,Substance withdrawal NCP - Expected outcomes,Care Plans,,categorical,,,,37058,1107,0.0305,,,
mimiciv.icu.chartevents,227632,Arctic Sun/Alsius Temp #1 C,Arctic Sun/Alsius Temp #1 C,Routine Vital Signs,°C,numeric,32.4029,36.644,38.7343,34790,670,0.0184,,,
mimiciv.icu.chartevents,227631,Arctic Sun Temp #2 Location,Arctic Sun Temp #2 Location,Routine Vital Signs,,categorical,,,,34619,636,0.0175,,,
mimiciv.icu.chartevents,224945,Impaired Skin Type #3,Type #3,Skin - Impairment,,categorical,,,,33909,1625,0.0447,,,
mimiciv.icu.chartevents,227634,Arctic Sun/Alsius Temp #2 C,Arctic Sun/Alsius Temp #2 C,Routine Vital Signs,°C,numeric,32.4113,36.6366,38.6518,32514,618,0.017,,,
mimiciv.icu.chartevents,229536,Dialysis Catheter Type,Dialysis Catheter Type,Access Lines - Invasive,,categorical,,,,31607,962,0.0265,,,
mimiciv.icu.chartevents,228962,Nutrition  NCP - Expected outcomes,Nutrition NCP - Expected outcomes,Care Plans,,categorical,,,,30612,1339,0.0368,,,
mimiciv.icu.chartevents,223921,Neuro Symptoms,Neuro Symptoms,Neurological,,categorical,,,,30568,1658,0.0456,,,
mimiciv.icu.chartevents,224960,Impaired Skin Wound Base #4,Site/Wound Base #4,Skin - Impairment,,categorical,,,,30344,1307,0.036,,,
mimiciv.icu.chartevents,224633,Undermining Present #1,Undermining Present #1,Skin - Impairment,,categorical,,,,30044,1651,0.0454,,,
mimiciv.icu.chartevents,224631,Pressure Ulcer Stage #1,Pressure Ulcer Stage #1,Skin - Impairment,,mixed,1.0,2.0,4.0,29516,1484,0.0408,,,
mimiciv.icu.chartevents,224974,Surrounding Tissue #4,Surrounding Tissue #4,Skin - Impairment,,categorical,,,,28682,1431,0.0394,,,
mimiciv.icu.chartevents,224173,MDI #2 Drug,MDI #2 Drug,Respiratory,,categorical,,,,28589,1592,0.0438,,,
mimiciv.icu.chartevents,224916,Impaired Skin Length #2,Site Length #2,Skin - Impairment,cm,numeric,0.0,2.5595,20.0,27840,1773,0.0488,,,
mimiciv.icu.chartevents,224932,Impaired Skin Site #4,Site #4,Skin - Impairment,,categorical,,,,27610,967,0.0266,,,
mimiciv.icu.chartevents,227357,Dialysis Catheter Dressing Occlusive,Dialysis Catheter Dressing Occlusive,Access Lines - Invasive,,numeric,0.0,1.0,1.0,27256,815,0.0224,,,
mimiciv.icu.chartevents,224065,Circulation/Skin Integrity,Circulation/Skin Integrity,Restraint/Support Systems,,categorical,,,,27196,994,0.0274,,,
mimiciv.icu.chartevents,224951,Impaired Skin Width #2,Site Width #2,Skin - Impairment,cm,numeric,0.0,1.9994,16.0455,26325,1675,0.0461,,,
mimiciv.icu.chartevents,227781,Impaired Skin  - Dressing Status #2,Impaired Skin  - Dressing Status #2,Skin - Impairment,,categorical,,,,25868,1280,0.0352,,,
mimiciv.icu.chartevents,223836,Airway Type,Airway Type,Respiratory,,categorical,,,,25639,1597,0.0439,,,
mimiciv.icu.chartevents,227627,Arctic Sun/Alsius Set Temp,Arctic Sun Set Temp,Treatments,°C,numeric,33.0,37.0,37.3337,25587,650,0.0179,,,
mimiciv.icu.chartevents,227124,Dialysis Catheter Type,Dialysis Catheter Type,Access Lines - Invasive,,categorical,,,,25511,758,0.0209,,,
mimiciv.icu.chartevents,227628,Arctic Sun Water Temp,Arctic Sun Water Temp,Treatments,°C,numeric,5.3153,30.7582,42.039,25491,632,0.0174,,,
mimiciv.icu.chartevents,224067,Range of Motion,Range of Motion,Restraint/Support Systems,,categorical,,,,25461,959,0.0264,,,
mimiciv.icu.chartevents,226130,ICP Line Site Appear,ICP Line Site Appear,Access Lines - Invasive,,categorical,,,,25195,649,0.0179,,,
mimiciv.icu.chartevents,224939,Impaired Skin Treatment #4,Site Treatment #4,Skin - Impairment,,categorical,,,,24989,847,0.0233,,,
mimiciv.icu.chartevents,229649,Stroke NCP - Type,Stroke NCP - Type,Care Plans,,categorical,,,,24765,1722,0.0474,,,
mimiciv.icu.chartevents,228833,Pressure ulcer #1- Tunneling present,Pressure ulcer #1- Tunneling present,Skin - Impairment,,categorical,,,,24476,1696,0.0467,,,
mimiciv.icu.chartevents,229650,Stroke NCP - Water Swallow,Stroke NCP - Water Swallow,Care Plans,,categorical,,,,24456,1750,0.0482,,,
mimiciv.icu.chartevents,227663,Immobilizer,Immobilizer,Restraint/Support Systems,,categorical,,,,24385,919,0.0253,,,
mimiciv.icu.chartevents,224327,PCA medication,PCA medication,Pain/Sedation,,categorical,,,,24343,1674,0.0461,,,
mimiciv.icu.chartevents,226129,ICP Line placed in outside facility,ICP Line placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,24286,647,0.0178,,,
mimiciv.icu.chartevents,227363,ICP Line Dressing Occlusive,ICP Line Dressing Occlusive,Access Lines - Invasive,,numeric,0.0,1.0,1.0,24241,643,0.0177,,,
mimiciv.icu.chartevents,229646,Stroke NCP - Plan revised,Stroke NCP - Plan revised,Care Plans,,categorical,,,,24181,1732,0.0477,,,
mimiciv.icu.chartevents,226133,ICP Line Waveform Appear,ICP Line Waveform Appear,Access Lines - Invasive,,categorical,,,,24153,627,0.0173,,,
mimiciv.icu.chartevents,229880,PICC Biopatch,PICC Biopatch,Access Lines - Invasive,,numeric,0.0,1.0,1.0,24068,1006,0.0277,,,
mimiciv.icu.chartevents,224328,PCA dose,PCA dose,Pain/Sedation,,numeric,0.06,0.24,9.4717,23937,1669,0.0459,,,
mimiciv.icu.chartevents,229648,Stroke NCP - Problem resolved,Stroke NCP - Problem resolved,Care Plans,,categorical,,,,23917,1712,0.0471,,,
mimiciv.icu.chartevents,229133,Elimination NCP - Expected outcomes,Elimination NCP - Expected outcomes,Care Plans,,categorical,,,,23898,775,0.0213,,,
mimiciv.icu.chartevents,224329,PCA lockout (min),PCA lockout (min),Pain/Sedation,min,numeric,5.9301,6.0,14.9026,23799,1659,0.0457,,,
mimiciv.icu.chartevents,227130,Trach Care,Trach Care,Respiratory,,numeric,0.0,1.0,1.0,23780,1814,0.0499,,,
mimiciv.icu.chartevents,224330,PCA 1 hour limit,PCA 1 hour limit,Pain/Sedation,,numeric,0.5045,2.4,78.9799,23772,1656,0.0456,,,
mimiciv.icu.chartevents,224904,Impaired Skin Drainage #4,Site Drainage #4,Skin - Impairment,,categorical,,,,23571,1690,0.0465,,,
mimiciv.icu.chartevents,224889,Impaired Skin Cleanse #3,Site Cleanse #3,Skin - Impairment,,categorical,,,,23222,1020,0.0281,,,
mimiciv.icu.chartevents,227111,PCA  dose units,PCA dose units,Pain/Sedation,,categorical,,,,23120,1659,0.0457,,,
mimiciv.icu.chartevents,224925,Impaired Skin Odor #4,Odor #4,Skin - Impairment,,numeric,0.0,0.0,1.0,23022,1216,0.0335,,,
mimiciv.icu.chartevents,227667,Reason for Immobilizer,Reason for Immobilizer,Restraint/Support Systems,,categorical,,,,22424,810,0.0223,,,
mimiciv.icu.chartevents,227664,Immobilizer Device,Immobilizer Device,Restraint/Support Systems,,categorical,,,,22414,838,0.0231,,,
mimiciv.icu.chartevents,227113,PCA 1 hour limit units,PCA 1 hour limit units,Pain/Sedation,,categorical,,,,22333,1606,0.0442,,,
mimiciv.icu.chartevents,227662,Patient/Family Informed_V2,Patient/Family Informed_V2,Restraint/Support Systems,,categorical,,,,22218,898,0.0247,,,
mimiciv.icu.chartevents,228843,Pressure ulcer #1- Undermining present,Pressure ulcer #1- Undermining present,Skin - Impairment,,categorical,,,,22028,1525,0.042,,,
mimiciv.icu.chartevents,227666,Immobilizer Location,Immobilizer Location,Restraint/Support Systems,,categorical,,,,21837,834,0.0229,,,
mimiciv.icu.chartevents,224946,Impaired Skin Type #4,Type #4,Skin - Impairment,,categorical,,,,21783,938,0.0258,,,
mimiciv.icu.chartevents,224309,Assisted Systole,SYS - Assisted,IABP,mmHg,numeric,50.3774,84.6502,144.1106,21505,586,0.0161,,,
mimiciv.icu.chartevents,224310,Augmented Diastole,AUG,IABP,mmHg,numeric,69.6737,109.4421,167.3371,21505,587,0.0162,,,
mimiciv.icu.chartevents,224322,IABP Mean,MAP - Assisted,IABP,mmHg,numeric,50.1658,79.8954,127.7458,21459,585,0.0161,,,
mimiciv.icu.chartevents,224311,BAEDP,DIA - Assisted,IABP,mmHg,numeric,14.1564,47.107,98.171,21448,586,0.0161,,,
