src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,concept,method,note
mimiciv.icu.chartevents,229334,Activity Intolerance  NCP - Problem resolved,AI NCP - Problem resolved,Care Plans,,categorical,,,,1791,643,0.0177,,,
mimiciv.icu.chartevents,224705,P High (APRV),P High (APRV),Respiratory,cmH2O,numeric,12.5112,28.0,40.0,1692,384,0.0106,,,
mimiciv.icu.chartevents,224709,T Low (APRV),T Low (APRV),Respiratory,sec,numeric,0.1,0.5,5.1429,1670,365,0.01,,,
mimiciv.icu.chartevents,224019,Bladder Irrigation,Bladder Irrigation,GI/GU,,categorical,,,,1669,382,0.0105,,,
mimiciv.icu.chartevents,224707,T High (APRV),T High (APRV),Respiratory,sec,numeric,0.8522,3.9178,30.0,1665,372,0.0102,,,
mimiciv.icu.chartevents,224706,P Low (APRV),P Low (APRV),Respiratory,cmH2O,numeric,0.0,5.0,32.0778,1636,372,0.0102,,,
mimiciv.icu.chartevents,225732,PICC Line Tip Cultured,PICC Line Tip Cultured,Access Lines - Invasive,,numeric,0.0,0.0,1.0,1633,567,0.0156,,,
mimiciv.icu.chartevents,224419,Negative Insp. Force,Negative Insp. Force,Respiratory,cmH2O,numeric,-80.0,-33.2165,-0.0218,1607,405,0.0111,,,
mimiciv.icu.chartevents,228373,Passive Leg Raise Performed,Passive Leg Raise Performed,NICOM,,numeric,0.0,0.0,1.0,1599,634,0.0174,,,
mimiciv.icu.chartevents,220650,Total Protein,Total Protein,Labs,g/dL,numeric,3.45,5.6442,8.1628,1598,1334,0.0367,,,
mimiciv.icu.chartevents,224359,QTc,QTc,Routine Vital Signs,sec,numeric,0.3041,0.4428,635.8441,1454,741,0.0204,,,
mimiciv.icu.chartevents,229147,Metabolic disturbance NCP - Plan revised,Metabolic disturbance NCP - Plan revised,Care Plans,,categorical,,,,1410,502,0.0138,,,
mimiciv.icu.chartevents,228568,Incision #4- Cleanse,Incision #4- Cleanse,Skin - Incisions,,categorical,,,,1408,373,0.0103,,,
mimiciv.icu.chartevents,229761,Creatinine (whole blood),Creatinine (whole blood),Labs,mg/dL,numeric,0.4172,1.4684,10.0119,1406,771,0.0212,,,
mimiciv.icu.chartevents,225739,Cordis/Introducer Discontinued,Cordis/Introducer Discontinued,Access Lines - Invasive,,categorical,,,,1380,1331,0.0366,,,
mimiciv.icu.chartevents,228878,PeCO2,PeCO2,Respiratory,mmHg,numeric,3.7833,35.0,56.48,1372,587,0.0162,,,
mimiciv.icu.chartevents,224680,Cuff Volume/units,Units,Respiratory,,categorical,,,,1335,539,0.0148,,,
mimiciv.icu.chartevents,225724,Cordis/Introducer Line Tip Cultured,Cordis/Introducer Line Tip Cultured,Access Lines - Invasive,,numeric,0.0,0.0,1.0,1309,742,0.0204,,,
mimiciv.icu.chartevents,228692,Glucose Control - Prophy,Glucose Control - Prophy,MD Progress Note,,categorical,,,,1189,489,0.0135,,,
mimiciv.icu.chartevents,227440,Digoxin,Digoxin,Labs,ng/mL,numeric,0.2295,1.0593,4.9139,1121,605,0.0166,,,
mimiciv.icu.chartevents,229292,GI Prophy,GI Prophy,MD Progress Note,,categorical,,,,1063,449,0.0124,,,
mimiciv.icu.chartevents,229288,Nutrition,Nutrition,MD Progress Note,,categorical,,,,1058,422,0.0116,,,
mimiciv.icu.chartevents,229154,Palliative Care NCP - Plan revised,Palliative Care NCP - Plan revised,Care Plans,,categorical,,,,1016,542,0.0149,,,
mimiciv.icu.chartevents,220580,Ammonia,Ammonia,Labs,umol/L,numeric,8.622,38.4643,242.1153,961,708,0.0195,,,
mimiciv.icu.chartevents,224447,Family Meeting,Family Meeting,Restraint/Support Systems,,numeric,0.0,1.0,1.0,933,620,0.0171,,,
mimiciv.icu.chartevents,225745,PA Catheter Discontinued,PA Catheter Discontinued,Access Lines - Invasive,,categorical,,,,933,918,0.0253,,,
mimiciv.icu.chartevents,227807,In-line Suction Catheter Changed,In-line Suction Changed,Respiratory,,numeric,0.0,1.0,1.0,914,697,0.0192,,,
mimiciv.icu.chartevents,227586,GI pH,GI pH,GI/GU,,numeric,0.99,5.0,7.161,896,477,0.0131,,,
mimiciv.icu.chartevents,229534,Multi Lumen - Obturator in place,Multi Lumen - Obturator in place,Access Lines - Invasive,,categorical,,,,853,761,0.0209,,,
mimiciv.icu.chartevents,225771,Sheath Zero/Calibrate,Sheath Zero/Calibrate,Access Lines - Invasive,,numeric,0.0,1.0,1.0,807,375,0.0103,,,
mimiciv.icu.chartevents,228372,Leg Raise Result (NICOM),Leg Raise Result (NICOM),NICOM,,categorical,,,,783,512,0.0141,,,
mimiciv.icu.chartevents,228377,SVI Change,SVI Change,NICOM,%,numeric,-14.869,10.1715,66.1943,783,524,0.0144,,,
mimiciv.icu.chartevents,228867,Assist Device,Assist Device,Treatments,,categorical,,,,758,447,0.0123,,,
mimiciv.icu.chartevents,229864,Pressure Injury Location,Pressure Injury Location,Skin - Assessment,,numeric,1.0,8.0,14.0,752,533,0.0147,,,
mimiciv.icu.chartevents,229377,Part 1 Question,Part 1 Question,Swallow Evaluation,,categorical,,,,748,679,0.0187,,,
mimiciv.icu.chartevents,229379,Swallow Eval,Nsg Swallow Eval,Swallow Evaluation,,numeric,0.0,1.0,1.0,711,670,0.0184,,,
mimiciv.icu.chartevents,228370,CO / CI Change,CO / CI Change,NICOM,%,numeric,-15.2625,8.8805,66.0625,702,455,0.0125,,,
mimiciv.icu.chartevents,224167,Manual Blood Pressure Systolic Left,Manual BPs L,Routine Vital Signs,mmHg,numeric,71.495,115.95,192.0267,699,517,0.0142,,,
mimiciv.icu.chartevents,224643,Manual Blood Pressure Diastolic Left,Manual BPd L,Routine Vital Signs,mmHg,numeric,36.3833,62.0,109.4,665,497,0.0137,,,
mimiciv.icu.chartevents,224713,Circuit Changed,Circuit Changed,Respiratory,,categorical,,,,648,585,0.0161,,,
mimiciv.icu.chartevents,229378,Part 2 Question,Part 2 Question,Swallow Evaluation,,categorical,,,,637,601,0.0165,,,
mimiciv.icu.chartevents,225738,CCO PAC Discontinued,CCO PAC Discontinued,Access Lines - Invasive,,categorical,,,,614,605,0.0166,,,
mimiciv.icu.chartevents,227243,Manual Blood Pressure Systolic Right,Manual BPs R,Routine Vital Signs,mmHg,numeric,75.0,119.8824,202.62,573,483,0.0133,,,
mimiciv.icu.chartevents,227242,Manual Blood Pressure Diastolic Right,Manual BPd R,Routine Vital Signs,mmHg,numeric,37.0,63.1641,104.75,525,452,0.0124,,,
mimiciv.icu.chartevents,227470,Sed Rate,Sed Rate,Labs,mm/hr,numeric,0.0,54.2639,150.0,439,387,0.0106,,,
