src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.hosp.labevents,51279,Red Blood Cells,,Hematology,m/uL,numeric,2.0403,3.1714,5.2275,475843,36201,0.9962,,,
mimiciv.hosp.labevents,51248,MCH,,Hematology,pg,numeric,22.5615,30.119,36.4162,475842,36201,0.9962,,,
mimiciv.hosp.labevents,51250,MCV,,Hematology,fL,numeric,74.1567,91.9966,111.0084,475842,36201,0.9962,,,
mimiciv.hosp.labevents,51277,RDW,,Hematology,%,numeric,11.9942,15.2017,24.9771,475837,36201,0.9962,,,
mimiciv.hosp.labevents,50970,Phosphate,,Chemistry,mg/dL,numeric,1.4135,3.3999,8.5122,454585,35553,0.9783,,,
mimiciv.hosp.labevents,50893,"Calcium, Total",,Chemistry,mg/dL,numeric,6.6616,8.4988,10.6788,450306,35469,0.976,Y,,
mimiciv.hosp.labevents,52033,Specimen Type,,Blood Gas,,categorical,,,,348389,27361,0.7529,,,
mimiciv.hosp.labevents,51275,PTT,,Hematology,sec,numeric,21.8782,35.2411,150.0,321337,34274,0.9431,Y,,
mimiciv.hosp.labevents,50820,pH,,Blood Gas,units,numeric,7.1113,7.385,7.5414,320795,26738,0.7358,Y,,
mimiciv.hosp.labevents,51678,L,,Chemistry,U,numeric,1.9969,9.0,124.3752,317216,16803,0.4624,,,
mimiciv.hosp.labevents,50934,H,,Chemistry,U,numeric,0.0,5.6267,154.9792,317213,16802,0.4624,,,
mimiciv.hosp.labevents,50947,I,,Chemistry,U,numeric,0.0,1.0,34.9187,317206,16802,0.4624,,,
mimiciv.hosp.labevents,50821,pO2,,Blood Gas,mm Hg,numeric,29.2346,103.3243,450.9593,298962,26108,0.7184,Y,,
mimiciv.hosp.labevents,50802,Base Excess,,Blood Gas,mEq/L,numeric,-15.3365,0.0,14.6018,298887,26111,0.7185,Y,,
mimiciv.hosp.labevents,50804,Calculated Total CO2,,Blood Gas,mEq/L,numeric,12.1322,25.0,44.0635,298876,26107,0.7184,Y,,
mimiciv.hosp.labevents,50818,pCO2,,Blood Gas,mm Hg,numeric,23.3508,40.9803,81.652,298835,26105,0.7184,Y,,
mimiciv.hosp.labevents,51237,INR(PT),,Hematology,,numeric,0.9001,1.3,4.7233,291819,34390,0.9463,Y,,
mimiciv.hosp.labevents,51274,PT,,Hematology,sec,numeric,10.2948,14.318,49.601,291808,34390,0.9463,Y,,
mimiciv.hosp.labevents,52172,RDW-SD,,Hematology,fL,numeric,38.281,50.5533,88.3149,284090,19240,0.5294,,,
mimiciv.hosp.labevents,50813,Lactate,,Blood Gas,mmol/L,numeric,0.6,1.7895,13.1361,188290,26479,0.7286,Y,,
mimiciv.hosp.labevents,50808,Free Calcium,,Blood Gas,mmol/L,numeric,0.8491,1.1214,1.446,174600,20877,0.5745,Y,,
mimiciv.hosp.labevents,50861,Alanine Aminotransferase (ALT),,Chemistry,IU/L,numeric,5.989,36.5511,2939.2804,148458,24866,0.6843,,,
mimiciv.hosp.labevents,50878,Asparate Aminotransferase (AST),,Chemistry,IU/L,numeric,9.6062,45.0132,4032.1997,148369,24859,0.6841,,,
mimiciv.hosp.labevents,50885,"Bilirubin, Total",,Chemistry,mg/dL,numeric,0.1997,0.8892,37.2838,147713,24697,0.6796,Y,,
mimiciv.hosp.labevents,50863,Alkaline Phosphatase,,Chemistry,IU/L,numeric,32.4105,103.2603,825.1698,145230,24556,0.6757,,,
mimiciv.hosp.labevents,50809,Glucose,,Blood Gas,mg/dL,numeric,67.8184,133.3099,317.0065,119727,16631,0.4576,Y,,
mimiciv.hosp.labevents,50822,"Potassium, Whole Blood",,Blood Gas,mEq/L,numeric,2.8174,4.1,6.4814,112379,17573,0.4836,Y,,
mimiciv.hosp.labevents,50817,Oxygen Saturation,,Blood Gas,%,numeric,40.2065,94.5805,99.0,103057,15308,0.4212,,,
mimiciv.hosp.labevents,50954,Lactate Dehydrogenase (LD),,Chemistry,IU/L,numeric,117.2298,302.7552,5731.1245,79762,19007,0.523,,,
mimiciv.hosp.labevents,50812,Intubated,,Blood Gas,,categorical,,,,78084,19057,0.5244,,,
mimiciv.hosp.labevents,50862,Albumin,,Chemistry,g/dL,numeric,1.5911,2.9995,4.5893,76215,21264,0.5851,Y,,
mimiciv.hosp.labevents,51146,Basophils,,Hematology,%,numeric,0.0,0.2,2.0441,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51256,Neutrophils,,Hematology,%,numeric,0.0,77.0774,96.0355,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51254,Monocytes,,Hematology,%,numeric,0.0,5.6232,29.7097,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51200,Eosinophils,,Hematology,%,numeric,0.0,0.7111,13.6655,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51244,Lymphocytes,,Hematology,%,numeric,0.4719,11.4235,96.9196,67908,22515,0.6196,,,
mimiciv.hosp.labevents,50810,"Hematocrit, Calculated",,Blood Gas,%,numeric,17.9576,29.9971,46.5548,55919,14086,0.3876,Y,,
mimiciv.hosp.labevents,50811,Hemoglobin,,Blood Gas,g/dL,numeric,5.9561,9.9096,15.3762,55916,14085,0.3876,Y,,
mimiciv.hosp.labevents,50825,Temperature,,Blood Gas,,mixed,33.7245,37.0,39.3628,55536,11210,0.3085,Y,,
mimiciv.hosp.labevents,50824,"Sodium, Whole Blood",,Blood Gas,mEq/L,numeric,114.5935,136.0,157.148,53714,14947,0.4113,Y,,
mimiciv.hosp.labevents,50920,Estimated GFR (MDRD equation),,Chemistry,,categorical,,,,49063,25206,0.6936,,,
mimiciv.hosp.labevents,51466,Blood,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51484,Ketone,,Hematology,mg/dL,mixed,10.0,14.9106,150.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51492,Protein,,Hematology,mg/dL,mixed,10.0,30.0,526.0496,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51506,Urine Appearance,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51486,Leukocytes,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51487,Nitrite,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51491,pH,,Hematology,units,numeric,5.0,6.0,8.2816,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51478,Glucose,,Hematology,mg/dL,mixed,70.0,150.0,1000.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51508,Urine Color,,Hematology,N/A,categorical,1.0,1.0,1.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51514,Urobilinogen,,Hematology,mg/dL,mixed,0.2,2.0,12.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51464,Bilirubin,,Hematology,mg/dL,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51498,Specific Gravity,,Hematology, ,numeric,1.0039,1.0169,1.0484,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51003,Troponin T,,Chemistry,ng/mL,mixed,0.01,0.1757,11.0712,46160,16488,0.4537,,,
mimiciv.hosp.labevents,51214,"Fibrinogen, Functional",,Hematology,mg/dL,numeric,66.8645,236.6251,954.3574,44425,13527,0.3722,,,
mimiciv.hosp.labevents,50911,"Creatine Kinase, MB Isoenzyme",,Chemistry,ng/mL,mixed,1.0,5.0,284.6577,40493,14709,0.4048,,,
mimiciv.hosp.labevents,50910,Creatine Kinase (CK),,Chemistry,IU/L,numeric,12.2373,202.9853,49975.7133,40308,14496,0.3989,,,
mimiciv.hosp.labevents,52073,Absolute Eosinophil Count,,Hematology,K/uL,numeric,0.0,0.0525,1.7326,39275,12857,0.3538,,,
mimiciv.hosp.labevents,52075,Absolute Neutrophil Count,,Hematology,K/uL,numeric,0.0043,7.7995,36.9711,39273,12856,0.3538,,,
mimiciv.hosp.labevents,51133,Absolute Lymphocyte Count,,Hematology,K/uL,numeric,0.0245,1.0549,8.1096,39263,12856,0.3538,,,
mimiciv.hosp.labevents,52069,Absolute Basophil Count,,Hematology,K/uL,numeric,0.0,0.02,0.2729,39263,12856,0.3538,,,
mimiciv.hosp.labevents,52074,Absolute Monocyte Count,,Hematology,K/uL,numeric,0.0,0.6456,3.7893,39263,12856,0.3538,,,
mimiciv.hosp.labevents,50816,Oxygen,,Blood Gas,%,numeric,20.5334,50.0,100.0,37491,9150,0.2518,,,
mimiciv.hosp.labevents,51463,Bacteria,,Hematology,/hpf,categorical,0.0,0.0,0.0,36961,18641,0.513,,,
mimiciv.hosp.labevents,51519,Yeast,,Hematology,/hpf,categorical,,,,36961,18641,0.513,,,
mimiciv.hosp.labevents,51516,WBC,,Hematology,#/hpf,mixed,0.0,4.0905,162.9859,36961,18641,0.513,,,
mimiciv.hosp.labevents,51476,Epithelial Cells,,Hematology,#/hpf,mixed,0.0,0.0,16.2509,36961,18641,0.513,,,
mimiciv.hosp.labevents,51493,RBC,,Hematology,#/hpf,mixed,0.0,3.9869,212.4411,36961,18641,0.513,,,
mimiciv.hosp.labevents,50828,Ventilator,,Blood Gas,,categorical,,,,34425,12989,0.3574,,,
mimiciv.hosp.labevents,50806,"Chloride, Whole Blood",,Blood Gas,mEq/L,numeric,90.0138,105.4734,119.794,33536,13524,0.3722,Y,,
mimiciv.hosp.labevents,50819,PEEP,,Blood Gas,,numeric,0.3495,8.0,22.3011,32654,7483,0.2059,Y,,
mimiciv.hosp.labevents,51266,Platelet Smear,,Hematology,N/A,categorical,63.0,63.0,63.0,30753,9778,0.2691,,,
mimiciv.hosp.labevents,51087,Length of Urine Collection,,Chemistry,,categorical,8.0,24.0,24.0,30474,13520,0.372,,,
mimiciv.hosp.labevents,50827,Ventilation Rate,,Blood Gas,,categorical,,,,28724,7651,0.2105,,,
mimiciv.hosp.labevents,51009,Vancomycin,,Chemistry,ug/mL,numeric,3.9793,17.1516,43.0654,28091,8780,0.2416,,,
mimiciv.hosp.labevents,50826,Tidal Volume,,Blood Gas,,numeric,156.5397,450.0,815.754,25965,6690,0.1841,,,
mimiciv.hosp.labevents,51512,Urine Mucous,,Hematology,/hpf,categorical,,,,25831,14722,0.4051,,,
mimiciv.hosp.labevents,51267,Poikilocytosis,,Hematology,N/A,categorical,0.0,11.0,21.0,24849,7629,0.2099,,,
mimiciv.hosp.labevents,51137,Anisocytosis,,Hematology,N/A,categorical,,,,24659,7508,0.2066,,,
mimiciv.hosp.labevents,52135,Immature Granulocytes,,Hematology,%,numeric,0.2,0.8,4.6461,23568,11201,0.3082,,,
mimiciv.hosp.labevents,51144,Bands,,Hematology,%,numeric,0.0,1.0,27.9378,23254,6501,0.1789,Y,,
mimiciv.hosp.labevents,51268,Polychromasia,,Hematology,N/A,categorical,0.0,6.0,12.0,22915,7172,0.1974,,,
mimiciv.hosp.labevents,51246,Macrocytes,,Hematology,N/A,categorical,0.0,0.0,11.0,22756,7048,0.1939,,,
mimiciv.hosp.labevents,51233,Hypochromia,,Hematology,N/A,categorical,0.0,0.0,1.0,22267,6965,0.1917,,,
mimiciv.hosp.labevents,51252,Microcytes,,Hematology,N/A,categorical,0.0,0.0,0.0,21766,6722,0.185,,,
mimiciv.hosp.labevents,51251,Metamyelocytes,,Hematology,%,numeric,0.0,0.0,10.2783,21624,6017,0.1656,,,
mimiciv.hosp.labevents,51255,Myelocytes,,Hematology,%,numeric,0.0,0.0,9.7606,21395,5940,0.1635,,,
mimiciv.hosp.labevents,51143,Atypical Lymphocytes,,Hematology,%,numeric,0.0,0.0,7.6269,19885,5584,0.1537,,,
mimiciv.hosp.labevents,50964,"Osmolality, Measured",,Chemistry,mOsm/kg,numeric,252.7452,300.2576,352.8675,19603,3921,0.1079,,,
mimiciv.hosp.labevents,50956,Lipase,,Chemistry,IU/L,numeric,5.9546,44.4364,1736.8484,18630,8372,0.2304,,,
mimiciv.hosp.labevents,51100,"Sodium, Urine",,Chemistry,mEq/L,mixed,10.0,53.2961,214.2422,16417,8672,0.2386,,,
mimiciv.hosp.labevents,51000,Triglycerides,,Chemistry,mg/dL,numeric,39.0987,160.9327,1474.6033,14604,7919,0.2179,,,
mimiciv.hosp.labevents,51082,"Creatinine, Urine",,Chemistry,mg/dL,numeric,7.9422,70.9939,315.7954,14267,8440,0.2323,,,
mimiciv.hosp.labevents,50867,Amylase,,Chemistry,IU/L,numeric,9.727,64.321,855.4157,13994,5840,0.1607,,,
mimiciv.hosp.labevents,51093,"Osmolality, Urine",,Chemistry,mOsm/kg,numeric,86.8945,398.6549,930.159,13524,6955,0.1914,,,
mimiciv.hosp.labevents,51260,Ovalocytes,,Hematology,N/A,categorical,,,,12571,4681,0.1288,,,
mimiciv.hosp.labevents,51482,Hyaline Casts,,Hematology,#/lpf,mixed,1.0,4.7073,130.2487,12126,8167,0.2247,,,
mimiciv.hosp.labevents,51257,Nucleated Red Cells,,Hematology,%,numeric,0.1,1.0,59.1678,11860,3931,0.1082,,,
mimiciv.hosp.labevents,52023,Assist/Control,,Blood Gas,,categorical,,,,10718,3948,0.1086,,,
mimiciv.hosp.labevents,50993,Thyroid Stimulating Hormone,,Chemistry,uIU/mL,numeric,0.0442,1.9375,42.5744,10104,8601,0.2367,,,
mimiciv.hosp.labevents,50924,Ferritin,,Chemistry,ng/mL,numeric,19.2321,570.0961,36025.1274,9809,6414,0.1765,,,
mimiciv.hosp.labevents,50883,"Bilirubin, Direct",,Chemistry,mg/dL,numeric,0.1,2.0952,29.4412,9568,3939,0.1084,,,
mimiciv.hosp.labevents,51097,"Potassium, Urine",,Chemistry,mEq/L,numeric,4.3365,34.387,94.3463,9176,5338,0.1469,,,
mimiciv.hosp.labevents,50852,% Hemoglobin A1c,,Chemistry,%,numeric,4.5253,5.9,13.3403,9002,8597,0.2366,,,
mimiciv.hosp.labevents,51078,"Chloride, Urine",,Chemistry,mEq/L,mixed,10.0,51.5522,220.9286,8665,5119,0.1409,,,
mimiciv.hosp.labevents,50884,"Bilirubin, Indirect",,Chemistry,mg/dL,numeric,0.1,1.0943,13.845,8489,3587,0.0987,,,
mimiciv.hosp.labevents,50979,Red Top Hold,,Chemistry,,categorical,,,,8488,5757,0.1584,,,
mimiciv.hosp.labevents,51613,eAG,,Chemistry,mg/dL,numeric,82.2238,122.8966,335.8055,8395,8023,0.2208,,,
mimiciv.hosp.labevents,50935,Haptoglobin,,Chemistry,mg/dL,mixed,9.9758,159.4695,516.5763,8307,4833,0.133,,,
mimiciv.hosp.labevents,51104,"Urea Nitrogen, Urine",,Chemistry,mg/dL,numeric,55.3884,443.6747,1457.5674,8164,5633,0.155,,,
mimiciv.hosp.labevents,50908,CK-MB Index,,Chemistry,%,numeric,0.2,4.3526,22.86,8089,3401,0.0936,,,
mimiciv.hosp.labevents,50952,Iron,,Chemistry,ug/dL,numeric,8.0037,37.4939,229.7967,7575,6218,0.1711,,,
mimiciv.hosp.labevents,50889,C-Reactive Protein,,Chemistry,mg/L,mixed,0.6299,66.4758,287.1596,7569,3286,0.0904,,,
mimiciv.hosp.labevents,51287,Schistocytes,,Hematology,N/A,categorical,,,,7460,2825,0.0777,,,
mimiciv.hosp.labevents,50887,Blue Top Hold,,Chemistry,,categorical,,,,7439,5828,0.1604,,,
mimiciv.hosp.labevents,51296,Teardrop Cells,,Hematology,N/A,categorical,0.0,0.0,0.0,7361,2961,0.0815,,,
mimiciv.hosp.labevents,50998,Transferrin,,Chemistry,mg/dL,numeric,47.704,155.4211,334.5102,7095,5971,0.1643,,,
mimiciv.hosp.labevents,50953,"Iron Binding Capacity, Total",,Chemistry,ug/dL,numeric,61.8849,202.1894,435.0017,7047,5942,0.1635,,,
mimiciv.hosp.labevents,52111,Echinocytes,,Hematology,N/A,categorical,4.0,4.0,4.0,6606,3532,0.0972,,,
mimiciv.hosp.labevents,50933,Green Top Hold (plasma),,Chemistry,,categorical,,,,6465,4887,0.1345,,,
mimiciv.hosp.labevents,52171,RBC Morphology,,Hematology,N/A,categorical,1.0,1.0,4.0,6255,1969,0.0542,,,
mimiciv.hosp.labevents,50823,Required O2,,Blood Gas,,numeric,38.4259,84.723,100.0,6032,2943,0.081,,,
mimiciv.hosp.labevents,50801,Alveolar-arterial Gradient,,Blood Gas,mm Hg,numeric,175.4919,506.4842,642.0059,6021,2940,0.0809,,,
mimiciv.hosp.labevents,52425,XUCU,,Hematology,,categorical,,,,5675,3257,0.0896,,,
mimiciv.hosp.labevents,51283,"Reticulocyte Count, Automated",,Hematology,%,numeric,0.2399,2.2729,10.8093,5656,4242,0.1167,,,
mimiciv.hosp.labevents,50907,"Cholesterol, Total",,Chemistry,mg/dL,numeric,47.0124,147.7036,321.1315,5505,5072,0.1396,,,
mimiciv.hosp.labevents,50904,"Cholesterol, HDL",,Chemistry,mg/dL,numeric,9.5015,41.6999,93.7889,5291,4941,0.136,,,
mimiciv.hosp.labevents,50903,Cholesterol Ratio (Total/HDL),,Chemistry,Ratio,numeric,1.6911,3.4895,15.4849,5081,4787,0.1317,,,
mimiciv.hosp.labevents,50963,NTproBNP,,Chemistry,pg/mL,mixed,35.2918,2730.2062,49531.4858,4948,3930,0.1081,,,
mimiciv.hosp.labevents,50905,"Cholesterol, LDL, Calculated",,Chemistry,mg/dL,numeric,14.0375,77.9198,200.5249,4845,4602,0.1266,,,
mimiciv.hosp.labevents,50941,Hepatitis B Surface Antigen,,Chemistry,N/A,categorical,,,,4834,4175,0.1149,,,
mimiciv.hosp.labevents,50919,EDTA Hold,,Chemistry,,categorical,,,,4794,3846,0.1058,,,
mimiciv.hosp.labevents,51501,Transitional Epithelial Cells,,Hematology,#/hpf,mixed,1.0,1.0,11.7156,4677,3873,0.1066,,,
mimiciv.hosp.labevents,50943,Hepatitis C Virus Antibody,,Chemistry,N/A,categorical,,,,4568,4101,0.1129,,,
mimiciv.hosp.labevents,50909,Cortisol,,Chemistry,ug/dL,numeric,1.1981,18.9463,127.5564,4552,2697,0.0742,,,
mimiciv.hosp.labevents,51462,Amorphous Crystals,,Hematology,/hpf,categorical,,,,4540,3562,0.098,,,
mimiciv.hosp.labevents,50940,Hepatitis B Surface Antibody,,Chemistry,N/A,categorical,7.9,7.9,7.9,4473,3873,0.1066,,,
mimiciv.hosp.labevents,51103,Uhold,,Chemistry,,categorical,,,,4331,3659,0.1007,,,
mimiciv.hosp.labevents,50942,Hepatitis B Virus Core Antibody,,Chemistry,N/A,categorical,0.17,0.17,0.17,4089,3649,0.1004,,,
mimiciv.hosp.labevents,51010,Vitamin B12,,Chemistry,pg/mL,mixed,191.2531,779.2598,1959.255,4059,3791,0.1043,,,
mimiciv.hosp.labevents,50815,O2 Flow,,Blood Gas,L/min,numeric,0.6696,4.0,100.0,3929,2730,0.0751,Y,,
mimiciv.hosp.labevents,50976,"Protein, Total",,Chemistry,g/dL,numeric,3.605,5.7417,8.3538,3742,2674,0.0736,,,
mimiciv.hosp.labevents,51282,"Reticulocyte Count, Absolute",,Hematology,m/uL,numeric,0.01,0.07,0.2955,3703,2696,0.0742,,,
mimiciv.hosp.labevents,51107,"Urine tube, held",,Chemistry,,categorical,,,,3695,3224,0.0887,,,
mimiciv.hosp.labevents,50803,"Calculated Bicarbonate, Whole Blood",,Blood Gas,mEq/L,numeric,9.1135,23.0,38.4765,3459,2399,0.066,Y,,
mimiciv.hosp.labevents,51479,Granular Casts,,Hematology,#/lpf,mixed,1.0,4.0,78.8102,3271,2606,0.0717,,,
mimiciv.hosp.labevents,51657,HPE1,,Chemistry,,numeric,0.1611,0.3493,204.9984,2958,2500,0.0688,,,
mimiciv.hosp.labevents,51706,Problem Specimen,,Chemistry,,categorical,,,,2869,2493,0.0686,,,
mimiciv.hosp.labevents,53153,HIV Screen,,Chemistry,N/A,categorical,,,,2841,2723,0.0749,,,
mimiciv.hosp.labevents,51752,Voided Specimen,,Chemistry,,categorical,,,,2770,1920,0.0528,,,
mimiciv.hosp.labevents,50955,Light Green Top Hold,,Chemistry,,categorical,,,,2754,2381,0.0655,,,
mimiciv.hosp.labevents,51658,HPE2,,Chemistry,,mixed,3.6624,57.4691,952.1741,2746,2325,0.064,,,
mimiciv.hosp.labevents,51663,HPE7,,Chemistry,,numeric,0.027,0.039,97.8712,2734,2405,0.0662,,,
mimiciv.hosp.labevents,50856,Acetaminophen,,Chemistry,ug/mL,mixed,5.0,13.0,383.75,2728,2365,0.0651,,,
mimiciv.hosp.labevents,51659,HPE3,,Chemistry,,numeric,0.005,1.7466,2.1251,2621,2270,0.0625,,,
mimiciv.hosp.labevents,50925,Folate,,Chemistry,ng/mL,mixed,3.0,11.3808,19.5615,2481,2362,0.065,,,
mimiciv.hosp.labevents,50981,Salicylate,,Chemistry,mg/dL,mixed,4.09,26.9222,117.2,2475,2206,0.0607,,,
mimiciv.hosp.labevents,51102,"Total Protein, Urine",,Chemistry,mg/dL,numeric,5.0,45.9833,1260.3625,2424,1925,0.053,,,
mimiciv.hosp.labevents,50995,"Thyroxine (T4), Free",,Chemistry,ng/dL,numeric,0.2951,1.1,3.8883,2370,1868,0.0514,,,
mimiciv.hosp.labevents,51075,"Benzodiazepine Screen, Urine",,Chemistry,N/A,categorical,,,,2301,2205,0.0607,,,
mimiciv.hosp.labevents,51079,"Cocaine, Urine",,Chemistry,N/A,categorical,,,,2298,2223,0.0612,,,
mimiciv.hosp.labevents,51071,"Amphetamine Screen, Urine",,Chemistry,N/A,categorical,,,,2285,2207,0.0607,,,
mimiciv.hosp.labevents,51092,"Opiate Screen, Urine",,Chemistry,N/A,categorical,,,,2281,2203,0.0606,,,
mimiciv.hosp.labevents,51074,"Barbiturate Screen, Urine",,Chemistry,N/A,categorical,,,,2264,2190,0.0603,,,
mimiciv.hosp.labevents,51090,"Methadone, Urine",,Chemistry,N/A,categorical,,,,2262,2191,0.0603,,,
mimiciv.hosp.labevents,50922,Ethanol,,Chemistry,mg/dL,mixed,10.0,132.0,512.2,2223,2131,0.0586,,,
mimiciv.hosp.labevents,50999,Tricyclic Antidepressant Screen,,Chemistry,N/A,categorical,,,,2160,2082,0.0573,,,
mimiciv.hosp.labevents,52036,Voided Specimen,,Blood Gas,,categorical,,,,2050,1822,0.0501,,,
mimiciv.icu.chartevents,227969,Safety Measures,Safety Measures,Restraint/Support Systems,,categorical,,,,5777936,34287,0.9435,,,
mimiciv.icu.chartevents,220045,Heart Rate,HR,Routine Vital Signs,bpm,numeric,49.1024,84.3441,135.3071,3947601,36339,1.0,Y,,
mimiciv.icu.chartevents,220210,Respiratory Rate,RR,Respiratory,insp/min,numeric,8.0762,19.5389,36.7446,3891517,36307,0.9991,Y,,
mimiciv.icu.chartevents,220277,O2 saturation pulseoxymetry,SpO2,Respiratory,%,numeric,87.4732,97.0,100.0,3870472,36331,0.9998,Y,,
mimiciv.icu.chartevents,220048,Heart Rhythm,Heart Rhythm,Routine Vital Signs,,categorical,,,,3583284,36294,0.9987,,,
mimiciv.icu.chartevents,224650,Ectopy Type 1,Ectopy Type 1,Routine Vital Signs,,categorical,,,,3188979,35809,0.9854,,,
mimiciv.icu.chartevents,227958,Less Restrictive Measures,Less Restrictive Measures,Restraint/Support Systems,,categorical,,,,2393324,17336,0.4771,,,
mimiciv.icu.chartevents,220179,Non Invasive Blood Pressure systolic,NBPs,Routine Vital Signs,mmHg,numeric,77.8832,118.6456,178.5178,2318386,36011,0.9909,Y,,
mimiciv.icu.chartevents,220180,Non Invasive Blood Pressure diastolic,NBPd,Routine Vital Signs,mmHg,numeric,35.2368,64.5765,110.345,2317959,36011,0.9909,Y,,
mimiciv.icu.chartevents,220181,Non Invasive Blood Pressure mean,NBPm,Routine Vital Signs,mmHg,numeric,48.8589,78.3078,123.6146,2314564,36000,0.9906,,,
mimiciv.icu.chartevents,229381,Orientation,Orientation,Neurological,,numeric,1.0,1.0,1.0,1558148,15593,0.4291,,,
mimiciv.icu.chartevents,220052,Arterial Blood Pressure mean,ABPm,Routine Vital Signs,mmHg,numeric,49.368,77.0425,128.3253,1529951,17692,0.4868,,,
mimiciv.icu.chartevents,220050,Arterial Blood Pressure systolic,ABPs,Routine Vital Signs,mmHg,numeric,74.3972,117.4358,184.0858,1526547,17610,0.4846,Y,,
mimiciv.icu.chartevents,220051,Arterial Blood Pressure diastolic,ABPd,Routine Vital Signs,mmHg,numeric,34.2917,57.7372,98.5245,1526345,17615,0.4847,Y,,
mimiciv.icu.chartevents,224080,Head of Bed,HOB,Treatments,,categorical,,,,1519417,36317,0.9994,,,
mimiciv.icu.chartevents,224082,Turn,Turn,Treatments,,categorical,,,,1509340,36313,0.9993,,,
mimiciv.icu.chartevents,224086,Activity Tolerance,Activity Tolerance,Treatments,,categorical,,,,1445917,36273,0.9982,,,
mimiciv.icu.chartevents,224093,Position,Position,Treatments,,categorical,,,,1431464,36139,0.9945,,,
mimiciv.icu.chartevents,228905,Altered Respiratory Status NCP - Interventions,ARS NCP - Interventions,Care Plans,,categorical,,,,1257717,7985,0.2197,,,
mimiciv.icu.chartevents,224642,Temperature Site,Temp Site,Routine Vital Signs,,categorical,,,,1144011,36260,0.9978,,,
mimiciv.icu.chartevents,223792,Pain Management,Pain Management,Pain/Sedation,,categorical,,,,1086026,33016,0.9085,,,
mimiciv.icu.chartevents,228868,Assistance,Assistance,Treatments,,categorical,,,,1062909,25306,0.6964,,,
mimiciv.icu.chartevents,220739,GCS - Eye Opening,Eye Opening,Neurological,,numeric,1.0,4.0,4.0,1040403,36328,0.9997,,,
mimiciv.icu.chartevents,223900,GCS - Verbal Response,Verbal Response,Neurological,,numeric,1.0,4.0,5.0,1038554,36328,0.9997,,,
