src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,5817,NBP Alarm [Low],,,mmHg,numeric,54.9811,90.0,141.2794,899627,10491,0.5489,,,
mimiciii.CHARTEVENTS,8551,NBP Alarm [High],,,mmHg,numeric,90.0,160.0,194.7407,897150,10445,0.5465,,,
mimiciii.CHARTEVENTS,113,CVP,,,mmHg,numeric,0.9995,11.0,27.8443,879042,9136,0.478,,,
mimiciii.CHARTEVENTS,1703,Health Care Proxy,,,,categorical,,,,814248,6688,0.3499,,,
mimiciii.CHARTEVENTS,1337,Riker-SAS Scale,,,,categorical,,,,766018,16447,0.8606,,,
mimiciii.CHARTEVENTS,674,Temp. Site,,,,categorical,,,,763488,18810,0.9842,,,
mimiciii.CHARTEVENTS,432,Level of Conscious,,,,categorical,,,,743729,18811,0.9843,,,
mimiciii.CHARTEVENTS,5813,ABP Alarm [Low],,,mmHg,numeric,49.987,90.0,145.1633,711270,7111,0.3721,,,
mimiciii.CHARTEVENTS,31,Activity,,,,categorical,,,,708512,18781,0.9827,,,
mimiciii.CHARTEVENTS,8547,ABP Alarm [High],,,mmHg,numeric,89.9882,160.0,200.4677,706899,6855,0.3587,,,
mimiciii.CHARTEVENTS,184,Eye Opening,,,,numeric,1.0,4.0,4.0,690169,18810,0.9842,,,
mimiciii.CHARTEVENTS,723,Verbal Response,,,,numeric,1.0,1.1829,5.0,688803,18808,0.9841,,,
mimiciii.CHARTEVENTS,454,Motor Response,,,,numeric,1.0,6.0,6.0,687159,18809,0.9841,,,
mimiciii.CHARTEVENTS,617,Respiratory Pattern,,,,categorical,,,,687018,18809,0.9841,,,
mimiciii.CHARTEVENTS,637,Side Rails,,,,categorical,,,,684163,18284,0.9567,,,
mimiciii.CHARTEVENTS,198,GCS Total,,,points,numeric,3.0,11.0,15.0,683960,18807,0.984,,,
mimiciii.CHARTEVENTS,210,HOB,,,,categorical,,,,677097,18783,0.9828,,,
mimiciii.CHARTEVENTS,707,Urine Source,,,,categorical,,,,670598,18798,0.9836,,,
mimiciii.CHARTEVENTS,704,Turn,,,,categorical,,,,661035,18789,0.9831,,,
mimiciii.CHARTEVENTS,479,Orientation,,,,categorical,3.0,4.0,5.0,660638,18806,0.984,,,
mimiciii.CHARTEVENTS,54,Assistance Device,,,,categorical,,,,629022,18710,0.979,,,
mimiciii.CHARTEVENTS,32,Activity Tolerance,,,,categorical,,,,619605,18692,0.978,,,
mimiciii.CHARTEVENTS,547,Position,,,,categorical,,,,602653,18505,0.9682,,,
mimiciii.CHARTEVENTS,154,Diet Type,,,,categorical,,,,575693,16148,0.8449,,,
mimiciii.CHARTEVENTS,1046,Pain Present,,,,categorical,,,,561627,18275,0.9562,,,
mimiciii.CHARTEVENTS,599,RUL Lung Sounds,,,,categorical,,,,557356,18807,0.984,,,
mimiciii.CHARTEVENTS,428,LUL Lung Sounds,,,,categorical,,,,557029,18808,0.9841,,,
mimiciii.CHARTEVENTS,593,RLL Lung Sounds,,,,categorical,,,,555398,18807,0.984,,,
mimiciii.CHARTEVENTS,425,LLL Lung Sounds,,,,categorical,,,,555030,18808,0.9841,,,
mimiciii.CHARTEVENTS,663,Support Systems,,,,categorical,,,,553450,17966,0.94,,,
mimiciii.CHARTEVENTS,478,Oral Cavity,,,,categorical,,,,548114,18806,0.984,,,
mimiciii.CHARTEVENTS,678,Temperature F,,,Deg. F,numeric,95.1193,98.7111,102.6414,544102,18432,0.9644,Y,,
mimiciii.CHARTEVENTS,677,Temperature C (calc),,,Deg. C,numeric,35.0841,37.0539,39.2464,542931,18431,0.9644,,,
mimiciii.CHARTEVENTS,706,Urine [Color],,,,categorical,,,,524805,18651,0.9759,,,
mimiciii.CHARTEVENTS,27,Abdominal Assessment,,,,categorical,,,,521852,18803,0.9838,,,
mimiciii.CHARTEVENTS,8480,Urine [Appearance],,,,categorical,,,,519087,18596,0.973,,,
mimiciii.CHARTEVENTS,680,Therapeutic Bed,,,,categorical,,,,508871,13096,0.6852,,,
mimiciii.CHARTEVENTS,80,Bowel Sounds,,,,categorical,,,,498688,18796,0.9835,,,
mimiciii.CHARTEVENTS,621,Restraint Location,,,,categorical,,,,493565,16588,0.8679,,,
mimiciii.CHARTEVENTS,5814,CVP Alarm [Low],,,mmHg,numeric,0.0,0.0,9.9964,469448,5351,0.28,,,
mimiciii.CHARTEVENTS,8548,CVP Alarm [High],,,mmHg,numeric,10.0,20.0,39.9461,465285,4962,0.2596,,,
mimiciii.CHARTEVENTS,49,Anti-Embolism [Device],,,,categorical,,,,462032,14957,0.7826,,,
mimiciii.CHARTEVENTS,8367,Anti-Embolism [Status],,,,categorical,,,,438796,12857,0.6727,,,
mimiciii.CHARTEVENTS,644,Skin Integrity,,,,categorical,,,,421554,18794,0.9834,,,
mimiciii.CHARTEVENTS,156,Dorsal PedPulse [Right],,,,categorical,,,,419915,18474,0.9666,,,
mimiciii.CHARTEVENTS,8381,Dorsal PedPulse [Left],,,,categorical,,,,415433,18443,0.965,,,
mimiciii.CHARTEVENTS,1087,Pain Assess Method,,,,categorical,,,,410999,16608,0.869,,,
mimiciii.CHARTEVENTS,190,FiO2 Set,,,torr,numeric,0.3,0.5,1.0,410870,11856,0.6203,,,
mimiciii.CHARTEVENTS,492,PAP [Systolic],,,mmHg,numeric,17.62,38.8815,78.6677,394098,5311,0.2779,,,
mimiciii.CHARTEVENTS,8448,PAP [Diastolic],,,mmHg,numeric,6.0356,20.0,38.8915,389331,5283,0.2764,,,
mimiciii.CHARTEVENTS,525,Pain Location,,,,categorical,,,,385139,18119,0.948,,,
mimiciii.CHARTEVENTS,1622,Alarms,,,,categorical,,,,375224,13444,0.7034,,,
mimiciii.CHARTEVENTS,40,Airway Type,,,,categorical,,,,365481,10940,0.5724,,,
mimiciii.CHARTEVENTS,605,Reason For Restraint,,,,categorical,,,,362571,11833,0.6191,,,
mimiciii.CHARTEVENTS,197,Follows Commands,,,,categorical,,,,360876,6968,0.3646,,,
mimiciii.CHARTEVENTS,622,Restraint Type,,,,categorical,,,,359225,11658,0.61,,,
mimiciii.CHARTEVENTS,585,Pupil Size [Right],,,,categorical,,,,358360,10973,0.5741,,,
mimiciii.CHARTEVENTS,584,Pupil Response [Right],,,,categorical,,,,354023,10851,0.5678,,,
mimiciii.CHARTEVENTS,722,Ventilator Type,,,,categorical,,,,352664,10959,0.5734,,,
mimiciii.CHARTEVENTS,39,Airway Size,,,,categorical,,,,352515,10663,0.5579,,,
mimiciii.CHARTEVENTS,8467,Pupil Size [Left],,,,categorical,,,,352102,10899,0.5703,,,
mimiciii.CHARTEVENTS,1623,Parameters Checked,,,,categorical,,,,351295,13440,0.7032,,,
mimiciii.CHARTEVENTS,8466,Pupil Response [Left],,,,categorical,,,,348585,10792,0.5647,,,
mimiciii.CHARTEVENTS,1427,GI Prophylaxis [Drug #1],,,,categorical,,,,345034,13958,0.7303,,,
mimiciii.CHARTEVENTS,229,INV Line#1 [Type],,,,categorical,,,,341857,14463,0.7567,,,
mimiciii.CHARTEVENTS,127,Circulation/SkinInt,,,,categorical,,,,335078,11982,0.6269,,,
mimiciii.CHARTEVENTS,549,PostTib. Pulses [Right],,,,categorical,,,,334684,18146,0.9495,,,
mimiciii.CHARTEVENTS,467,O2 Delivery Device,,,,categorical,,,,334549,18064,0.9452,,,
mimiciii.CHARTEVENTS,200,GI Intub #1 [Type],,,,categorical,,,,334126,10152,0.5312,,,
mimiciii.CHARTEVENTS,8392,INV Line#1 [Site],,,,categorical,,,,333613,14380,0.7524,,,
mimiciii.CHARTEVENTS,655,Spontaneous Movement,,,,categorical,,,,330644,6014,0.3147,,,
mimiciii.CHARTEVENTS,8456,PostTib. Pulses [Left],,,,categorical,,,,329809,18088,0.9464,,,
mimiciii.CHARTEVENTS,623,Restraints Evaluated,,,,categorical,,,,325687,11793,0.617,,,
mimiciii.CHARTEVENTS,548,Position Change,,,,categorical,,,,325606,11931,0.6243,,,
mimiciii.CHARTEVENTS,8388,GI Intub #1 [Site],,,,categorical,,,,325285,10103,0.5286,,,
mimiciii.CHARTEVENTS,477,Oral Care,,,,categorical,,,,324403,14823,0.7756,,,
mimiciii.CHARTEVENTS,657,Sputum Source,,,,categorical,,,,318820,10390,0.5436,,,
mimiciii.CHARTEVENTS,8477,Sputum [Amount],,,,categorical,,,,315975,10336,0.5408,,,
mimiciii.CHARTEVENTS,610,Removed x 5 Mins,,,,categorical,,,,310952,11606,0.6073,,,
mimiciii.CHARTEVENTS,171,Education Topic #1,,,,categorical,,,,310790,12517,0.6549,,,
mimiciii.CHARTEVENTS,506,PEEP Set,,,cmH2O,numeric,0.0001,5.0,19.7112,309416,10971,0.574,,,
mimiciii.CHARTEVENTS,807,Fingerstick Glucose,,Chemistry,,numeric,61.0412,130.143,332.2447,305034,13665,0.715,Y,,
mimiciii.CHARTEVENTS,676,Temperature C,,,Deg. C,numeric,34.8576,37.2,38.936,304958,6465,0.3383,Y,,
mimiciii.CHARTEVENTS,1047,Range of Motion,,,,categorical,,,,304540,11368,0.5948,,,
mimiciii.CHARTEVENTS,720,Ventilator Mode,,,,categorical,,,,304291,10970,0.574,,,
mimiciii.CHARTEVENTS,77,Behavior,,,,categorical,,,,303978,17750,0.9287,,,
mimiciii.CHARTEVENTS,679,Temperature F (calc),,,Deg. F,numeric,94.761,98.96,102.0799,303263,4964,0.2597,,,
mimiciii.CHARTEVENTS,615,Resp Rate (Total),,,BPM,numeric,8.6671,20.0,37.612,301373,10987,0.5749,Y,,
mimiciii.CHARTEVENTS,656,Sputum [Color],,,,categorical,,,,299523,9893,0.5176,,,
mimiciii.CHARTEVENTS,8476,Sputum Consistency,,,,categorical,,,,296348,9806,0.5131,,,
mimiciii.CHARTEVENTS,450,Minute Volume(Obser),,,L/min,numeric,4.5559,9.9403,20.0732,293413,10949,0.5729,,,
mimiciii.CHARTEVENTS,411,Incision/Wound #1,,,,categorical,,,,289586,8190,0.4285,,,
mimiciii.CHARTEVENTS,232,INV Line#1SiteAppear,,,,categorical,,,,289562,14329,0.7497,,,
mimiciii.CHARTEVENTS,596,RU Strength/Movement,,,,categorical,,,,287880,5294,0.277,,,
mimiciii.CHARTEVENTS,426,LU Strength/Movement,,,,categorical,,,,287637,5288,0.2767,,,
mimiciii.CHARTEVENTS,590,RL Strength/Movement,,,,categorical,,,,287348,5309,0.2778,,,
mimiciii.CHARTEVENTS,423,LL Strength/Movement,,,,categorical,,,,287261,5305,0.2776,,,
mimiciii.CHARTEVENTS,157,ETT [Mark],,,,categorical,,,,287113,10511,0.55,,,
mimiciii.CHARTEVENTS,434,Low Exhaled Min Vol,,,,numeric,2.007,4.3747,12.0209,282245,10941,0.5725,,,
mimiciii.CHARTEVENTS,218,High Insp. Pressure,,,cmH2O,numeric,25.1801,40.0,60.0255,280822,10927,0.5717,,,
mimiciii.CHARTEVENTS,8382,ETT [Location],,,,categorical,,,,279687,10355,0.5418,,,
mimiciii.CHARTEVENTS,811,Glucose (70-105),,Chemistry,,numeric,60.9541,125.7254,317.8038,279109,18725,0.9798,Y,,
mimiciii.CHARTEVENTS,444,Mean Airway Pressure,,,cmH2O,numeric,4.2569,10.0253,27.024,276571,10915,0.5711,,,
mimiciii.CHARTEVENTS,219,High Resp. Rate,,,BPM,numeric,5.0041,35.0,49.1658,274987,10158,0.5315,,,
mimiciii.CHARTEVENTS,235,INV Line#2 [Type],,,,categorical,,,,268375,10440,0.5463,,,
mimiciii.CHARTEVENTS,631,Sensitivity-Vent,,,cmH2O,numeric,1.0,2.0,3.2448,267773,10908,0.5707,,,
mimiciii.CHARTEVENTS,203,GI#1 Tube [Status],,,,categorical,,,,267486,10048,0.5257,,,
mimiciii.CHARTEVENTS,470,O2 Flow (lpm),,,lpm,numeric,0.3261,4.0,15.0,266948,16569,0.8669,,,
mimiciii.CHARTEVENTS,8393,INV Line#2 [Site],,,,categorical,,,,262128,10339,0.541,,,
mimiciii.CHARTEVENTS,294,IV #1 [Site],,,,categorical,,,,260596,18176,0.951,,,
mimiciii.CHARTEVENTS,620,Responds to Stimuli [Type],,,,categorical,,,,260248,4889,0.2558,,,
mimiciii.CHARTEVENTS,8474,Responds to Stimuli [Value],,,,categorical,,,,250282,4853,0.2539,,,
mimiciii.CHARTEVENTS,72,Back Care,,,,categorical,,,,250184,14962,0.7829,,,
mimiciii.CHARTEVENTS,8400,IV #1 [Size],,,,categorical,,,,248931,17855,0.9342,,,
mimiciii.CHARTEVENTS,417,Inspired Gas Temp,,,Deg. C,mixed,32.9978,35.6353,37.4459,248836,10579,0.5535,,,
mimiciii.CHARTEVENTS,1425,Daily Wake Up,,,,categorical,,,,242815,14413,0.7541,,,
mimiciii.CHARTEVENTS,85,Braden Moisture,,,,categorical,,,,240850,18710,0.979,,,
mimiciii.CHARTEVENTS,82,Braden Activity,,,,categorical,,,,240830,18710,0.979,,,
mimiciii.CHARTEVENTS,84,Braden Mobility,,,,categorical,,,,240705,18711,0.979,,,
mimiciii.CHARTEVENTS,86,Braden Nutrition,,,,categorical,,,,240625,18710,0.979,,,
mimiciii.CHARTEVENTS,88,Braden SensoryPercep,,,,categorical,,,,240408,18709,0.9789,,,
mimiciii.CHARTEVENTS,83,Braden Frict/Shear,,,,categorical,,,,240298,18709,0.9789,,,
mimiciii.CHARTEVENTS,87,Braden Score,,,number,numeric,8.0,13.9998,20.8919,239437,18706,0.9788,,,
mimiciii.CHARTEVENTS,829,Potassium (3.5-5.3),,Chemistry,,numeric,2.9024,4.0026,6.1357,236291,18744,0.9807,,,
mimiciii.CHARTEVENTS,642,Skin Care,,,,categorical,,,,234998,14742,0.7713,,,
mimiciii.CHARTEVENTS,238,INV Line#2SiteAppear,,,,categorical,,,,225598,10325,0.5402,,,
mimiciii.CHARTEVENTS,526,Pain Management [Route/Status #1],,,,categorical,,,,224924,14351,0.7509,,,
mimiciii.CHARTEVENTS,324,IV Site Appear #1,,,,categorical,,,,215675,18074,0.9457,,,
mimiciii.CHARTEVENTS,780,Arterial pH,,ABG,,numeric,7.1591,7.4,7.5359,212989,13209,0.6911,,,
mimiciii.CHARTEVENTS,1698,GI Tube #1 [Site],,,,categorical,,,,212669,6703,0.3507,,,
mimiciii.CHARTEVENTS,778,Arterial PaCO2,,ABG,mmHg,numeric,23.971,40.0,73.2138,212489,13139,0.6875,,,
mimiciii.CHARTEVENTS,779,Arterial PaO2,,ABG,mmHg,numeric,52.6298,111.9826,433.1613,212200,13135,0.6873,,,
mimiciii.CHARTEVENTS,777,Arterial CO2(Calc),,ABG,,numeric,13.4412,25.8027,41.409,209248,13089,0.6849,,,
mimiciii.CHARTEVENTS,8492,GI Tube #1 [Site],,,,categorical,,,,206833,6669,0.3489,,,
mimiciii.CHARTEVENTS,297,IV #2 [Site],,,,categorical,,,,204848,15618,0.8172,,,
mimiciii.CHARTEVENTS,137,Cough Reflex,,,,categorical,,,,204608,3853,0.2016,,,
mimiciii.CHARTEVENTS,578,Pressure Support,,,.,numeric,0.0,8.5328,21.5183,204337,10594,0.5543,,,
mimiciii.CHARTEVENTS,283,INV#1 WaveformAppear,,,,categorical,,,,204291,11775,0.6161,,,
mimiciii.CHARTEVENTS,1529,Glucose,,Chemistry,,numeric,60.2054,123.4376,312.7063,203899,14047,0.735,Y,,
mimiciii.CHARTEVENTS,776,Arterial Base Excess,,ABG,,numeric,-12.7808,0.0,12.39,201038,12628,0.6607,,,
mimiciii.CHARTEVENTS,398,Inc #1 [Dressing],,,,categorical,,,,200445,8172,0.4276,,,
mimiciii.CHARTEVENTS,374,Impaired Skin Site#1,,,,categorical,,,,199717,5756,0.3012,,,
mimiciii.CHARTEVENTS,50,Apnea Time Interval,,,,numeric,20.0,20.0,30.0,199706,7540,0.3945,,,
mimiciii.CHARTEVENTS,1126,Art.pH,,ABG,,numeric,7.1587,7.4,7.5359,198847,12356,0.6465,,,
mimiciii.CHARTEVENTS,491,PAP Mean,,,mmHg,numeric,13.2339,29.9994,54.9196,198550,2220,0.1162,,,
mimiciii.CHARTEVENTS,208,Gag Reflex,,,,categorical,,,,197178,3835,0.2007,,,
mimiciii.CHARTEVENTS,8401,IV #2 [Size],,,,categorical,,,,195613,15342,0.8027,,,
mimiciii.CHARTEVENTS,1043,Less Restrict Meas.,,,,categorical,,,,195568,8832,0.4621,,,
mimiciii.CHARTEVENTS,813,Hematocrit,,Hematology,%,numeric,20.114,29.9441,43.5249,195490,18735,0.9803,,,
mimiciii.CHARTEVENTS,648,Speech,,,,categorical,,,,191442,3730,0.1952,,,
mimiciii.CHARTEVENTS,130,Communication,,,,categorical,,,,188526,3614,0.1891,,,
mimiciii.CHARTEVENTS,619,Respiratory Rate Set,,,BPM,numeric,0.0,14.6475,34.2548,185121,10585,0.5538,,,
mimiciii.CHARTEVENTS,682,Tidal Volume (Obser),,,ml/B,numeric,297.5849,551.0058,884.3475,182416,10570,0.5531,,,
mimiciii.CHARTEVENTS,187,Family Communication,,,,categorical,,,,181294,17182,0.899,,,
mimiciii.CHARTEVENTS,1704,PA line cm Mark,,,cm,numeric,39.5833,50.0,68.6273,174473,2783,0.1456,,,
mimiciii.CHARTEVENTS,527,Pain Type,,,,categorical,,,,174434,15554,0.8138,,,
mimiciii.CHARTEVENTS,614,Resp Rate (Spont),,,BPM,numeric,0.0,0.0,24.1832,174057,10573,0.5532,,,
mimiciii.CHARTEVENTS,1535,Potassium,,Chemistry,,numeric,2.9026,4.0,6.113,173775,14058,0.7356,,,
mimiciii.CHARTEVENTS,535,Peak Insp. Pressure,,,cmH2O,numeric,10.1848,27.0021,48.093,172930,10568,0.553,,,
mimiciii.CHARTEVENTS,683,Tidal Volume (Set),,,ml/B,numeric,0.6847,550.0,807.7366,169707,10550,0.552,,,
mimiciii.CHARTEVENTS,116,Cardiac Index,,,...,numeric,1.462,2.7097,6.0972,169451,5139,0.2689,,,
mimiciii.CHARTEVENTS,325,IV Site Appear #2,,,,categorical,,,,169311,15437,0.8077,,,
mimiciii.CHARTEVENTS,392,Inc #1 [Drainage],,,,categorical,,,,168245,8066,0.422,,,
mimiciii.CHARTEVENTS,1089,PainLevel Acceptable,,,,categorical,,,,167514,12511,0.6546,,,
mimiciii.CHARTEVENTS,732,Waveform-Vent,,,,categorical,,,,162771,10416,0.545,,,
mimiciii.CHARTEVENTS,626,SVR,,,...,numeric,349.3374,927.6851,2193.4919,160167,4986,0.2609,,,
mimiciii.CHARTEVENTS,284,INV#2 WaveformAppear,,,,categorical,,,,159136,8881,0.4647,,,
mimiciii.CHARTEVENTS,131,Compliance (40-60ml),,,ml/cmH,numeric,9.6244,28.4084,81.4279,158058,10500,0.5494,,,
mimiciii.CHARTEVENTS,8428,Inc #1 [Status],,,,categorical,,,,155930,7788,0.4075,,,
mimiciii.CHARTEVENTS,837,Sodium (135-148),,Chemistry,,numeric,126.279,139.0,152.8665,155424,18707,0.9788,,,
mimiciii.CHARTEVENTS,627,SVRI,,,...,numeric,725.0315,1822.1766,3823.2425,153897,4841,0.2533,,,
mimiciii.CHARTEVENTS,6208,Ve High,,,,numeric,10.7586,17.9979,26.7963,150548,6170,0.3228,,,
mimiciii.CHARTEVENTS,183,Eye Care,,,,categorical,,,,148719,7944,0.4157,,,
mimiciii.CHARTEVENTS,230,INV Line#1 Zero/Cal,,,,categorical,,,,143527,11923,0.6238,,,
mimiciii.CHARTEVENTS,412,Incision/Wound #2,,,,categorical,,,,143248,5103,0.267,,,
mimiciii.CHARTEVENTS,241,INV Line#3 [Type],,,,categorical,,,,142079,4664,0.244,,,
mimiciii.CHARTEVENTS,684,Tidal Volume (Spont),,,ml/B,numeric,0.0,470.1777,952.1233,141135,9530,0.4986,,,
mimiciii.CHARTEVENTS,8394,INV Line#3 [Site],,,,categorical,,,,138767,4615,0.2415,,,
mimiciii.CHARTEVENTS,90,C.O.(thermodilution),,,L/min,numeric,2.5942,5.3844,12.7692,138738,4949,0.2589,,,
mimiciii.CHARTEVENTS,430,LVSW,,,g * m,numeric,25.1492,62.7591,189.8791,137579,4623,0.2419,,,
mimiciii.CHARTEVENTS,821,Magnesium (1.6-2.6),,Chemistry,,numeric,1.2881,2.0,3.1444,137473,18229,0.9538,,,
mimiciii.CHARTEVENTS,5818,PAP Alarm [Low],,,mmHg,mixed,0.0,5.6382,45.2404,137241,3283,0.1718,,,
mimiciii.CHARTEVENTS,431,LVSWI,,,g*m/m2,numeric,13.4993,31.7805,91.0263,136321,4590,0.2402,,,
mimiciii.CHARTEVENTS,791,Creatinine (0-1.3),,Chemistry,,numeric,0.2989,0.9,7.6685,135261,18727,0.9799,,,
mimiciii.CHARTEVENTS,781,BUN (6-20),,Chemistry,,numeric,4.2979,22.8075,121.2545,134580,18724,0.9797,,,
mimiciii.CHARTEVENTS,662,Stroke Volume,,,ml,numeric,27.3483,61.9044,155.152,134495,4760,0.2491,,,
mimiciii.CHARTEVENTS,8552,PAP Alarm [High],,,mmHg,numeric,16.0766,30.0206,85.2566,134253,2839,0.1485,,,
mimiciii.CHARTEVENTS,202,GI#1 Tube PlaceCheck,,,,categorical,,,,133476,6900,0.361,,,
mimiciii.CHARTEVENTS,788,Chloride (100-112),,Chemistry,,numeric,89.9491,105.237,120.6378,133215,18635,0.975,,,
mimiciii.CHARTEVENTS,787,Carbon Dioxide,,Chemistry,,numeric,12.6083,24.327,37.6207,132971,18630,0.9748,,,
mimiciii.CHARTEVENTS,625,SVI,,,...,numeric,14.8978,31.3831,70.8806,132698,4705,0.2462,,,
mimiciii.CHARTEVENTS,828,Platelets,,Hematology,,numeric,23.039,187.6201,720.3343,131344,18669,0.9768,,,
mimiciii.CHARTEVENTS,814,Hemoglobin,,Hematology,gm/dl,numeric,7.0563,10.2181,14.9725,131293,18616,0.974,,,
mimiciii.CHARTEVENTS,543,Plateau Pressure,,,cmH2O,numeric,7.7737,21.9962,40.7634,130060,10216,0.5345,,,
mimiciii.CHARTEVENTS,421,LCW,,,kg x m,numeric,2.4103,5.4846,15.6288,129986,4627,0.2421,,,
mimiciii.CHARTEVENTS,422,LCWI,,,...,numeric,1.3159,2.7662,7.5707,128808,4594,0.2404,,,
mimiciii.CHARTEVENTS,861,"WBC (4-11,000)",,Hematology,,numeric,1.9753,11.3781,36.7802,123348,18622,0.9744,,,
mimiciii.CHARTEVENTS,465,Neuro Symptoms,,,,categorical,,,,122403,2723,0.1425,,,
mimiciii.CHARTEVENTS,664,Swan SVO2,,,%,numeric,46.6581,68.9507,88.391,122224,2862,0.1497,,,
mimiciii.CHARTEVENTS,833,RBC,,Hematology,/mic l,numeric,2.2643,3.3735,5.0008,121983,18597,0.9731,,,
mimiciii.CHARTEVENTS,8390,GI#1 Tube [Drain],,,,categorical,,,,121924,9382,0.4909,,,
mimiciii.CHARTEVENTS,244,INV Line#3SiteAppear,,,,categorical,,,,117317,4565,0.2389,,,
mimiciii.CHARTEVENTS,1536,Sodium,,Chemistry,,numeric,126.4181,139.0,152.4895,117173,14038,0.7345,,,
mimiciii.CHARTEVENTS,1127,"WBC   (4-11,000)",,Hematology,,numeric,1.9302,11.3713,36.8829,116680,17604,0.9211,,,
mimiciii.CHARTEVENTS,439,MDI #1 [Puff],,,,numeric,2.0,6.0,10.4523,116030,3324,0.1739,,,
mimiciii.CHARTEVENTS,386,Inc #1 [Closure],,,,categorical,,,,115420,6173,0.323,,,
mimiciii.CHARTEVENTS,8437,MDI #1 [Drug],,,,categorical,,,,114892,3283,0.1718,,,
mimiciii.CHARTEVENTS,629,Seizure Activity,,,,categorical,,,,114633,2113,0.1106,,,
mimiciii.CHARTEVENTS,816,Ionized Calcium,,Chemistry,,numeric,0.8341,1.1388,1.443,113298,11018,0.5765,,,
mimiciii.CHARTEVENTS,399,Inc #2 [Dressing],,,,categorical,,,,111805,5096,0.2666,,,
mimiciii.CHARTEVENTS,827,Phosphorous(2.7-4.5),,Chemistry,mEq/L,numeric,1.299,3.398,8.7112,110812,16882,0.8833,,,
mimiciii.CHARTEVENTS,236,INV Line#2 Zero/Cal,,,,categorical,,,,109691,8802,0.4605,,,
mimiciii.CHARTEVENTS,356,ImpSkin Treatment #1,,,,categorical,,,,108567,5408,0.283,,,
mimiciii.CHARTEVENTS,7915,Pt./Family Informed,,,,categorical,,,,108129,3261,0.1706,,,
mimiciii.CHARTEVENTS,221,I:E Ratio,,,,mixed,0.8961,2.716,16.7192,108113,8982,0.47,,,
mimiciii.CHARTEVENTS,786,Calcium (8.4-10.2),,Chemistry,mg/dl,numeric,6.3625,8.2835,10.5715,106221,16776,0.8778,,,
