src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.icu.chartevents,224788,GI #2 Tube Type,GI #2 Tube Type,GI/GU,,categorical,,,,43661,2374,0.0653,,,
mimiciv.icu.chartevents,224441,GI #2 Intub Site,GI #2 Intub Site,GI/GU,,categorical,,,,43242,2362,0.065,,,
mimiciv.icu.chartevents,220072,Central Venous Pressure Alarm - High,CVP Alarm - High,Alarms,mmHg,numeric,10.0,20.0,39.6915,43068,9606,0.2643,,,
mimiciv.icu.chartevents,220073,Central Venous Pressure  Alarm - Low,CVP Alarm - Low,Alarms,mmHg,numeric,-2.109,0.0,8.9198,43017,9625,0.2649,,,
mimiciv.icu.chartevents,224789,GI #2 Tube Status,GI #2 Tube Status,GI/GU,,categorical,,,,42938,2340,0.0644,,,
mimiciv.icu.chartevents,227687,Tobacco Use History,Tobacco Use History,Adm History/FHPA,,categorical,,,,42648,17823,0.4905,,,
mimiciv.icu.chartevents,227570,Small Volume Neb Drug/Dose #1,SV Neb Drug/Dose #1,Respiratory,,categorical,,,,42478,5408,0.1488,,,
mimiciv.icu.chartevents,224010,GI #1 Tube Place Check,GI #1 Tube Place Check,GI/GU,,categorical,,,,42463,3246,0.0893,,,
mimiciv.icu.chartevents,228743,Pressure ulcer #1- Surrounding tissue,Pressure ulcer #1- Surrounding tissue,Skin - Impairment,,categorical,,,,42390,2848,0.0784,,,
mimiciv.icu.chartevents,228506,Pressure Ulcer #1- Location,Pressure Ulcer #1- Location,Skin - Impairment,,categorical,,,,42227,3249,0.0894,,,
mimiciv.icu.chartevents,224640,Service,Service,General,,categorical,,,,42191,19919,0.5481,,,
mimiciv.icu.chartevents,228888,Pain NCP - Expected outcomes,Pain NCP - Expected outcomes,Care Plans,,categorical,,,,42189,8602,0.2367,,,
mimiciv.icu.chartevents,225135,Consults,Consults,Adm History/FHPA,,categorical,,,,41907,9859,0.2713,,,
mimiciv.icu.chartevents,228498,Impaired Skin #3- Location,Impaired Skin #3- Location,Skin - Impairment,,categorical,,,,41004,2165,0.0596,,,
mimiciv.icu.chartevents,225087,Visual / hearing deficit,Visual / hearing deficit,Adm History/FHPA,,numeric,0.0,0.0,1.0,40966,17671,0.4863,,,
mimiciv.icu.chartevents,228549,Pressure Ulcer #1- Type,Pressure Ulcer #1- Type,Skin - Impairment,,categorical,,,,40726,3354,0.0923,,,
mimiciv.icu.chartevents,225110,Recreational drug use,Recreational drug use,Adm History/FHPA,,numeric,0.0,0.0,1.0,40614,17388,0.4785,,,
mimiciv.icu.chartevents,224169,MDI #1 Puff,MDI #1 Puff,Respiratory,,numeric,1.9216,6.0,10.0,40414,3100,0.0853,,,
mimiciv.icu.chartevents,225118,Difficulty swallowing,Difficulty swallowing,Adm History/FHPA,,numeric,0.0,0.0,1.0,40383,17984,0.4949,,,
mimiciv.icu.chartevents,220632,LDH,LDH,Labs,IU/L,numeric,122.0878,342.6343,7855.3318,40331,14206,0.3909,,,
mimiciv.icu.chartevents,224043,Incision Cleansing #1,Incision Cleansing #1,Skin - Incisions,,categorical,,,,40279,2060,0.0567,,,
mimiciv.icu.chartevents,225067,Is the spokesperson the Health Care Proxy,Is the spokesperson the Health Care Proxy,Adm History/FHPA,,numeric,0.0,1.0,1.0,40109,17091,0.4703,,,
mimiciv.icu.chartevents,225126,Dialysis patient,Dialysis patient,Adm History/FHPA,,numeric,0.0,0.0,1.0,40090,17595,0.4842,,,
mimiciv.icu.chartevents,229699,CPOT-Facial Expression (CPOTa),Facial Expression-Post,Pain/Sedation,,numeric,0.0,0.0,1.0,39007,3886,0.1069,,,
mimiciv.icu.chartevents,229095,Coping/Knowledge Deficit  NCP - Problem resolved,CKD NCP - Problem resolved,Care Plans,,categorical,,,,38970,4165,0.1146,,,
mimiciv.icu.chartevents,229697,CPOT-Body Movements (CPOTa),Body Movements-Post,Pain/Sedation,,numeric,0.0,0.0,1.8024,38880,3877,0.1067,,,
mimiciv.icu.chartevents,228813,Pressure ulcer #1- Stage,Pressure ulcer #1- Stage,Skin - Impairment,,categorical,,,,38802,2985,0.0821,,,
mimiciv.icu.chartevents,225101,Use of assistive devices,Use of assistive devices,Adm History/FHPA,,categorical,,,,38796,16182,0.4453,,,
mimiciv.icu.chartevents,229694,CPOT-Vocalization (CPOTa),Vocalization-Post,Pain/Sedation,,numeric,0.0,0.0,1.0,38675,3845,0.1058,,,
mimiciv.icu.chartevents,225113,Currently experiencing pain,Currently experiencing pain,Adm History/FHPA,,numeric,0.0,0.0,1.0,38617,17302,0.4761,,,
mimiciv.icu.chartevents,224903,Impaired Skin Drainage #3,Site Drainage #3,Skin - Impairment,,categorical,,,,38611,3083,0.0848,,,
mimiciv.icu.chartevents,229692,CPOT-Muscle Tension (CPOTa),Muscle Tension-Post,Pain/Sedation,,numeric,0.0,0.0,1.0,38525,3860,0.1062,,,
mimiciv.icu.chartevents,229100,Impaired Tissue Perfusion NCP - Plan revised,ITP NCP - Plan revised,Care Plans,,categorical,,,,38330,8089,0.2226,,,
mimiciv.icu.chartevents,225120,Appetite,Appetite,Adm History/FHPA,,categorical,,,,38158,16955,0.4666,,,
mimiciv.icu.chartevents,226540,Hematocrit (whole blood - calc),Hematocrit (whole blood - calc),Labs,%,numeric,17.7187,29.0072,45.8429,38006,11190,0.3079,,,
mimiciv.icu.chartevents,224888,Impaired Skin Cleanse #2,Site Cleanse #2,Skin - Impairment,,categorical,,,,37931,1863,0.0513,,,
mimiciv.icu.chartevents,224808,CT #2 Suction Type,CT #2 Suction Type,Pulmonary,,categorical,,,,37859,5233,0.144,,,
mimiciv.icu.chartevents,228573,Incision #3- Treatment,Incision #3- Treatment,Skin - Incisions,,categorical,,,,37811,3054,0.084,,,
mimiciv.icu.chartevents,224924,Impaired Skin Odor #3,Odor #3,Skin - Impairment,,numeric,0.0,0.0,1.0,37671,2152,0.0592,,,
mimiciv.icu.chartevents,226534,Sodium (whole blood),Sodium (whole blood),Labs,mEq/L,numeric,112.9464,135.9555,160.1156,37556,11934,0.3284,,,
mimiciv.icu.chartevents,224427,CT #2 Suction Amount,CT #2 Suction Amount,Pulmonary,,categorical,,,,37466,5199,0.1431,,,
mimiciv.icu.chartevents,228009,16 G Phlebitis Scale,16 G Phlebitis Scale,Access Lines - Peripheral,,categorical,,,,36668,5859,0.1612,,,
mimiciv.icu.chartevents,228010,16 G Infiltration Scale,16 G Infiltration Scale,Access Lines - Peripheral,,categorical,,,,36489,5835,0.1606,,,
mimiciv.icu.chartevents,229681,Indwelling Urinary Catheter Care,Indwelling Urinary Catheter Care,Treatments,,numeric,0.0,1.0,1.0,35877,6698,0.1843,,,
mimiciv.icu.chartevents,225206,Multi Lumen Zero/Calibrate,Multi Lumen Zero/Calibrate,Access Lines - Invasive,,numeric,0.0,1.0,1.0,35789,7785,0.2142,,,
mimiciv.icu.chartevents,220274,PH (Venous),PH (Venous),Labs,units,numeric,7.0942,7.37,7.5324,35762,12153,0.3344,,,
mimiciv.icu.chartevents,226512,Admission Weight (Kg),Admission Weight (Kg),General,kg,numeric,42.1593,79.0873,156.9247,35718,35717,0.9829,,,
mimiciv.icu.chartevents,227456,Albumin,Albumin,Labs,g/dL,numeric,1.5537,2.9025,4.4806,35675,14494,0.3988,,,
mimiciv.icu.chartevents,223758,Code Status,Code Status,General,,categorical,,,,35243,17115,0.471,,,
mimiciv.icu.chartevents,225078,Social work consult,Social work consult,Adm History/FHPA,,numeric,0.0,0.0,1.0,35176,15419,0.4243,,,
mimiciv.icu.chartevents,224632,Tunneling Present #1,Tunneling Present #1,Skin - Impairment,,categorical,,,,34832,1891,0.052,,,
mimiciv.icu.chartevents,229108,Post-op Care NCP - Plan revised,Post-op Care NCP - Plan revised,Care Plans,,categorical,,,,34730,8580,0.2361,,,
mimiciv.icu.chartevents,225122,Special diet,Special diet,Adm History/FHPA,,numeric,0.0,0.0,1.0,34678,15530,0.4274,,,
mimiciv.icu.chartevents,228530,Impaired Skin #2- Treatment,Impaired Skin #2- Treatment,Skin - Impairment,,categorical,,,,34422,4193,0.1154,,,
mimiciv.icu.chartevents,225074,Any fear in relationships,Any fear in relationships,Adm History/FHPA,,numeric,0.0,0.0,0.9372,34265,15026,0.4135,,,
mimiciv.icu.chartevents,229347,Impaired Mobility  NCP - Interventions,IM NCP - Interventions,Care Plans,,categorical,,,,34190,2162,0.0595,,,
mimiciv.icu.chartevents,225124,Unintentional weight loss >10 lbs.,Unintentional weight loss >10 lbs.,Adm History/FHPA,,numeric,0.0,0.0,1.0,34109,15443,0.425,,,
mimiciv.icu.chartevents,229102,Infection NCP - Plan revised,Infection NCP - Plan revised,Care Plans,,categorical,,,,34068,6728,0.1851,,,
mimiciv.icu.chartevents,225014,Incision Drainage #3,Incision Drainage #3,Skin - Incisions,,categorical,,,,34050,3445,0.0948,,,
mimiciv.icu.chartevents,227473,Incision Site #2,Incision Site #2,Skin - Incisions,,categorical,,,,33788,1960,0.0539,,,
mimiciv.icu.chartevents,224740,RSBI Deferred,RSBI Deferred,Respiratory,,categorical,,,,33589,7684,0.2114,,,
mimiciv.icu.chartevents,224297,Cordis/Introducer Site Appear,Cordis/Introducer Site Appear,Access Lines - Invasive,,categorical,,,,33438,3028,0.0833,,,
mimiciv.icu.chartevents,229106,Pain NCP - Plan revised,Pain NCP - Plan revised,Care Plans,,categorical,,,,32944,8284,0.228,,,
mimiciv.icu.chartevents,225028,Dressing Status #2,Dressing Status #2,Skin - Incisions,,categorical,,,,32593,1829,0.0503,,,
mimiciv.icu.chartevents,226479,Ectopy Type 2,Ectopy Type 2,Routine Vital Signs,,categorical,,,,32523,2065,0.0568,,,
mimiciv.icu.chartevents,229093,Altered Skin Integrity NCP - Problem resolved,ASI NCP - Problem resolved,Care Plans,,categorical,,,,32441,2473,0.0681,,,
mimiciv.icu.chartevents,226180,Sexuality / reproductive problems,Sexuality / reproductive problems,Adm History/FHPA,,numeric,0.0,0.0,1.0,32295,14458,0.3979,,,
mimiciv.icu.chartevents,224425,CT #2 Dressing,CT #2 Dressing,Pulmonary,,categorical,,,,32010,5069,0.1395,,,
mimiciv.icu.chartevents,227350,Cordis/Introducer Dressing Occlusive,Cordis/Introducer Dressing Occlusive,Access Lines - Invasive,,numeric,0.1289,1.0,1.0,31972,3010,0.0828,,,
mimiciv.icu.chartevents,225642,Differential-Monos,Differential-Monos,Labs,%,numeric,0.0,4.9887,24.0732,31831,17273,0.4753,,,
mimiciv.icu.chartevents,225641,Differential-Lymphs,Differential-Lymphs,Labs,%,numeric,0.7581,10.0434,74.4359,31831,17273,0.4753,,,
mimiciv.icu.chartevents,225640,Differential-Eos,Differential-Eos,Labs,%,numeric,0.0,0.5856,11.3764,31830,17272,0.4753,,,
mimiciv.icu.chartevents,225639,Differential-Basos,Differential-Basos,Labs,%,numeric,0.0,0.2,1.5529,31830,17272,0.4753,,,
mimiciv.icu.chartevents,225643,Differential-Neuts,Differential-Neuts,Labs,%,numeric,4.2823,79.7724,95.8767,31829,17272,0.4753,,,
mimiciv.icu.chartevents,225023,Incision Dressing #2,Incision Dressing #2,Skin - Incisions,,categorical,,,,31828,1866,0.0513,,,
mimiciv.icu.chartevents,227468,Fibrinogen,Fibrinogen,Labs,mg/dL,numeric,66.7578,233.0776,972.0551,31403,11921,0.328,,,
mimiciv.icu.chartevents,224424,CT #2 Drainage,CT #2 Drainage,Pulmonary,,categorical,,,,31385,4999,0.1376,,,
mimiciv.icu.chartevents,223773,PA Line cm Mark,PA Line cm Mark,Hemodynamics,cm,numeric,41.6164,51.6843,72.782,30786,3919,0.1078,,,
mimiciv.icu.chartevents,224426,CT #2 Fluctuate,CT #2 Fluctuate,Pulmonary,,categorical,,,,30652,4968,0.1367,,,
mimiciv.icu.chartevents,225313,Bed Bath,Bed Bath,Treatments,,numeric,0.0,1.0,1.0,30650,7268,0.2,,,
mimiciv.icu.chartevents,224777,CT #2 Leak,CT #2 Leak,Pulmonary,,categorical,,,,30512,4994,0.1374,,,
mimiciv.icu.chartevents,225070,Unable to assess psychological,Unable to assess psychological,Adm History/FHPA,,numeric,0.23,1.0,1.0,30461,12715,0.3499,,,
mimiciv.icu.chartevents,227429,Troponin-T,Troponin-T,Labs,ng/mL,numeric,0.01,0.0852,11.2431,30427,12700,0.3495,,,
mimiciv.icu.chartevents,225076,Emotional / physical / sexual harm by partner or close relation,Emotional / physical / sexual harm,Adm History/FHPA,,numeric,0.0,0.0,0.9627,30126,13417,0.3692,,,
mimiciv.icu.chartevents,224910,Impaired Skin Drainage Amount #3,Site Drainage Amount #3,Skin - Impairment,,categorical,,,,29960,2489,0.0685,,,
mimiciv.icu.chartevents,226109,Cordis/Introducer placed in outside facility,Cordis/Introducer placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,29626,2814,0.0774,,,
mimiciv.icu.chartevents,228596,Incision #3- Dressing Status,Incision #3- Dressing Status,Skin - Incisions,,categorical,,,,29486,2991,0.0823,,,
mimiciv.icu.chartevents,229097,Discharge NCP - Problem resolved,Discharge NCP - Problem resolved,Care Plans,,categorical,,,,28734,3127,0.086,,,
mimiciv.icu.chartevents,225634,CK (CPK),CK (CPK),Labs,IU/L,numeric,15.785,287.8886,62725.3431,28280,11501,0.3165,,,
mimiciv.icu.chartevents,226063,Venous O2 Pressure,PO2 (Venous),Labs,mmHg,numeric,21.3339,44.1387,215.1726,28076,8828,0.2429,,,
mimiciv.icu.chartevents,223679,TCO2 (calc) Venous,TCO2 (calc) Venous,Labs,mEq/L,numeric,10.0737,25.6534,48.0383,28032,8824,0.2428,,,
mimiciv.icu.chartevents,226062,Venous CO2 Pressure,PCO2 (Venous),Labs,mmHg,numeric,21.8738,43.864,92.5311,28029,8822,0.2428,,,
mimiciv.icu.chartevents,225117,Unable to assess nutrition / education,Unable to assess nutrition / education,Adm History/FHPA,,numeric,0.5313,1.0,1.0,27845,11893,0.3273,,,
