src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.hosp.labevents,51146,Basophils,,Hematology,%,numeric,0.0,0.2,2.0441,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51256,Neutrophils,,Hematology,%,numeric,0.0,77.0774,96.0355,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51254,Monocytes,,Hematology,%,numeric,0.0,5.6232,29.7097,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51200,Eosinophils,,Hematology,%,numeric,0.0,0.7111,13.6655,67908,22515,0.6196,,,
mimiciv.hosp.labevents,51244,Lymphocytes,,Hematology,%,numeric,0.4719,11.4235,96.9196,67908,22515,0.6196,,,
mimiciv.hosp.labevents,50920,Estimated GFR (MDRD equation),,Chemistry,,categorical,,,,49063,25206,0.6936,,,
mimiciv.hosp.labevents,51466,Blood,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51484,Ketone,,Hematology,mg/dL,mixed,10.0,14.9106,150.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51492,Protein,,Hematology,mg/dL,mixed,10.0,30.0,526.0496,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51506,Urine Appearance,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51486,Leukocytes,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51487,Nitrite,,Hematology,N/A,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51491,pH,,Hematology,units,numeric,5.0,6.0,8.2816,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51478,Glucose,,Hematology,mg/dL,mixed,70.0,150.0,1000.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51508,Urine Color,,Hematology,N/A,categorical,1.0,1.0,1.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51514,Urobilinogen,,Hematology,mg/dL,mixed,0.2,2.0,12.0,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51464,Bilirubin,,Hematology,mg/dL,categorical,,,,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51498,Specific Gravity,,Hematology, ,numeric,1.0039,1.0169,1.0484,48879,22484,0.6187,,,
mimiciv.hosp.labevents,51003,Troponin T,,Chemistry,ng/mL,mixed,0.01,0.1757,11.0712,46160,16488,0.4537,,,
mimiciv.hosp.labevents,51214,"Fibrinogen, Functional",,Hematology,mg/dL,numeric,66.8645,236.6251,954.3574,44425,13527,0.3722,,,
mimiciv.hosp.labevents,50911,"Creatine Kinase, MB Isoenzyme",,Chemistry,ng/mL,mixed,1.0,5.0,284.6577,40493,14709,0.4048,,,
mimiciv.hosp.labevents,50910,Creatine Kinase (CK),,Chemistry,IU/L,numeric,12.2373,202.9853,49975.7133,40308,14496,0.3989,,,
mimiciv.hosp.labevents,52073,Absolute Eosinophil Count,,Hematology,K/uL,numeric,0.0,0.0525,1.7326,39275,12857,0.3538,,,
mimiciv.hosp.labevents,52075,Absolute Neutrophil Count,,Hematology,K/uL,numeric,0.0043,7.7995,36.9711,39273,12856,0.3538,,,
mimiciv.hosp.labevents,51133,Absolute Lymphocyte Count,,Hematology,K/uL,numeric,0.0245,1.0549,8.1096,39263,12856,0.3538,,,
mimiciv.hosp.labevents,52069,Absolute Basophil Count,,Hematology,K/uL,numeric,0.0,0.02,0.2729,39263,12856,0.3538,,,
mimiciv.hosp.labevents,52074,Absolute Monocyte Count,,Hematology,K/uL,numeric,0.0,0.6456,3.7893,39263,12856,0.3538,,,
mimiciv.hosp.labevents,50816,Oxygen,,Blood Gas,%,numeric,20.5334,50.0,100.0,37491,9150,0.2518,,,
mimiciv.hosp.labevents,51463,Bacteria,,Hematology,/hpf,categorical,0.0,0.0,0.0,36961,18641,0.513,,,
mimiciv.hosp.labevents,51519,Yeast,,Hematology,/hpf,categorical,,,,36961,18641,0.513,,,
mimiciv.hosp.labevents,51516,WBC,,Hematology,#/hpf,mixed,0.0,4.0905,162.9859,36961,18641,0.513,,,
mimiciv.hosp.labevents,51476,Epithelial Cells,,Hematology,#/hpf,mixed,0.0,0.0,16.2509,36961,18641,0.513,,,
mimiciv.hosp.labevents,51493,RBC,,Hematology,#/hpf,mixed,0.0,3.9869,212.4411,36961,18641,0.513,,,
mimiciv.hosp.labevents,50828,Ventilator,,Blood Gas,,categorical,,,,34425,12989,0.3574,,,
mimiciv.hosp.labevents,51266,Platelet Smear,,Hematology,N/A,categorical,63.0,63.0,63.0,30753,9778,0.2691,,,
mimiciv.hosp.labevents,51087,Length of Urine Collection,,Chemistry,,categorical,8.0,24.0,24.0,30474,13520,0.372,,,
mimiciv.hosp.labevents,50827,Ventilation Rate,,Blood Gas,,categorical,,,,28724,7651,0.2105,,,
mimiciv.hosp.labevents,51009,Vancomycin,,Chemistry,ug/mL,numeric,3.9793,17.1516,43.0654,28091,8780,0.2416,,,
mimiciv.hosp.labevents,50826,Tidal Volume,,Blood Gas,,numeric,156.5397,450.0,815.754,25965,6690,0.1841,,,
mimiciv.hosp.labevents,51512,Urine Mucous,,Hematology,/hpf,categorical,,,,25831,14722,0.4051,,,
mimiciv.hosp.labevents,51267,Poikilocytosis,,Hematology,N/A,categorical,0.0,11.0,21.0,24849,7629,0.2099,,,
mimiciv.hosp.labevents,51137,Anisocytosis,,Hematology,N/A,categorical,,,,24659,7508,0.2066,,,
mimiciv.hosp.labevents,52135,Immature Granulocytes,,Hematology,%,numeric,0.2,0.8,4.6461,23568,11201,0.3082,,,
mimiciv.hosp.labevents,51268,Polychromasia,,Hematology,N/A,categorical,0.0,6.0,12.0,22915,7172,0.1974,,,
mimiciv.hosp.labevents,51246,Macrocytes,,Hematology,N/A,categorical,0.0,0.0,11.0,22756,7048,0.1939,,,
mimiciv.hosp.labevents,51233,Hypochromia,,Hematology,N/A,categorical,0.0,0.0,1.0,22267,6965,0.1917,,,
mimiciv.hosp.labevents,51252,Microcytes,,Hematology,N/A,categorical,0.0,0.0,0.0,21766,6722,0.185,,,
mimiciv.hosp.labevents,51251,Metamyelocytes,,Hematology,%,numeric,0.0,0.0,10.2783,21624,6017,0.1656,,,
mimiciv.hosp.labevents,51255,Myelocytes,,Hematology,%,numeric,0.0,0.0,9.7606,21395,5940,0.1635,,,
mimiciv.hosp.labevents,51143,Atypical Lymphocytes,,Hematology,%,numeric,0.0,0.0,7.6269,19885,5584,0.1537,,,
mimiciv.hosp.labevents,50964,"Osmolality, Measured",,Chemistry,mOsm/kg,numeric,252.7452,300.2576,352.8675,19603,3921,0.1079,,,
mimiciv.hosp.labevents,50956,Lipase,,Chemistry,IU/L,numeric,5.9546,44.4364,1736.8484,18630,8372,0.2304,,,
mimiciv.hosp.labevents,51100,"Sodium, Urine",,Chemistry,mEq/L,mixed,10.0,53.2961,214.2422,16417,8672,0.2386,,,
mimiciv.hosp.labevents,51000,Triglycerides,,Chemistry,mg/dL,numeric,39.0987,160.9327,1474.6033,14604,7919,0.2179,,,
mimiciv.hosp.labevents,51082,"Creatinine, Urine",,Chemistry,mg/dL,numeric,7.9422,70.9939,315.7954,14267,8440,0.2323,,,
mimiciv.hosp.labevents,50867,Amylase,,Chemistry,IU/L,numeric,9.727,64.321,855.4157,13994,5840,0.1607,,,
mimiciv.hosp.labevents,51093,"Osmolality, Urine",,Chemistry,mOsm/kg,numeric,86.8945,398.6549,930.159,13524,6955,0.1914,,,
mimiciv.hosp.labevents,51260,Ovalocytes,,Hematology,N/A,categorical,,,,12571,4681,0.1288,,,
mimiciv.hosp.labevents,51482,Hyaline Casts,,Hematology,#/lpf,mixed,1.0,4.7073,130.2487,12126,8167,0.2247,,,
mimiciv.hosp.labevents,51257,Nucleated Red Cells,,Hematology,%,numeric,0.1,1.0,59.1678,11860,3931,0.1082,,,
mimiciv.hosp.labevents,52023,Assist/Control,,Blood Gas,,categorical,,,,10718,3948,0.1086,,,
mimiciv.hosp.labevents,50993,Thyroid Stimulating Hormone,,Chemistry,uIU/mL,numeric,0.0442,1.9375,42.5744,10104,8601,0.2367,,,
mimiciv.hosp.labevents,50924,Ferritin,,Chemistry,ng/mL,numeric,19.2321,570.0961,36025.1274,9809,6414,0.1765,,,
mimiciv.hosp.labevents,50883,"Bilirubin, Direct",,Chemistry,mg/dL,numeric,0.1,2.0952,29.4412,9568,3939,0.1084,,,
mimiciv.hosp.labevents,51097,"Potassium, Urine",,Chemistry,mEq/L,numeric,4.3365,34.387,94.3463,9176,5338,0.1469,,,
mimiciv.hosp.labevents,50852,% Hemoglobin A1c,,Chemistry,%,numeric,4.5253,5.9,13.3403,9002,8597,0.2366,,,
mimiciv.hosp.labevents,51078,"Chloride, Urine",,Chemistry,mEq/L,mixed,10.0,51.5522,220.9286,8665,5119,0.1409,,,
mimiciv.hosp.labevents,50884,"Bilirubin, Indirect",,Chemistry,mg/dL,numeric,0.1,1.0943,13.845,8489,3587,0.0987,,,
mimiciv.hosp.labevents,50979,Red Top Hold,,Chemistry,,categorical,,,,8488,5757,0.1584,,,
mimiciv.hosp.labevents,51613,eAG,,Chemistry,mg/dL,numeric,82.2238,122.8966,335.8055,8395,8023,0.2208,,,
mimiciv.hosp.labevents,50935,Haptoglobin,,Chemistry,mg/dL,mixed,9.9758,159.4695,516.5763,8307,4833,0.133,,,
mimiciv.hosp.labevents,51104,"Urea Nitrogen, Urine",,Chemistry,mg/dL,numeric,55.3884,443.6747,1457.5674,8164,5633,0.155,,,
mimiciv.hosp.labevents,50908,CK-MB Index,,Chemistry,%,numeric,0.2,4.3526,22.86,8089,3401,0.0936,,,
mimiciv.hosp.labevents,50952,Iron,,Chemistry,ug/dL,numeric,8.0037,37.4939,229.7967,7575,6218,0.1711,,,
mimiciv.hosp.labevents,50889,C-Reactive Protein,,Chemistry,mg/L,mixed,0.6299,66.4758,287.1596,7569,3286,0.0904,,,
mimiciv.hosp.labevents,51287,Schistocytes,,Hematology,N/A,categorical,,,,7460,2825,0.0777,,,
mimiciv.hosp.labevents,50887,Blue Top Hold,,Chemistry,,categorical,,,,7439,5828,0.1604,,,
mimiciv.hosp.labevents,51296,Teardrop Cells,,Hematology,N/A,categorical,0.0,0.0,0.0,7361,2961,0.0815,,,
mimiciv.hosp.labevents,50998,Transferrin,,Chemistry,mg/dL,numeric,47.704,155.4211,334.5102,7095,5971,0.1643,,,
mimiciv.hosp.labevents,50953,"Iron Binding Capacity, Total",,Chemistry,ug/dL,numeric,61.8849,202.1894,435.0017,7047,5942,0.1635,,,
mimiciv.hosp.labevents,52111,Echinocytes,,Hematology,N/A,categorical,4.0,4.0,4.0,6606,3532,0.0972,,,
mimiciv.hosp.labevents,50933,Green Top Hold (plasma),,Chemistry,,categorical,,,,6465,4887,0.1345,,,
mimiciv.hosp.labevents,52171,RBC Morphology,,Hematology,N/A,categorical,1.0,1.0,4.0,6255,1969,0.0542,,,
mimiciv.hosp.labevents,50823,Required O2,,Blood Gas,,numeric,38.4259,84.723,100.0,6032,2943,0.081,,,
mimiciv.hosp.labevents,50801,Alveolar-arterial Gradient,,Blood Gas,mm Hg,numeric,175.4919,506.4842,642.0059,6021,2940,0.0809,,,
mimiciv.hosp.labevents,52425,XUCU,,Hematology,,categorical,,,,5675,3257,0.0896,,,
mimiciv.hosp.labevents,51283,"Reticulocyte Count, Automated",,Hematology,%,numeric,0.2399,2.2729,10.8093,5656,4242,0.1167,,,
mimiciv.hosp.labevents,50907,"Cholesterol, Total",,Chemistry,mg/dL,numeric,47.0124,147.7036,321.1315,5505,5072,0.1396,,,
mimiciv.hosp.labevents,50904,"Cholesterol, HDL",,Chemistry,mg/dL,numeric,9.5015,41.6999,93.7889,5291,4941,0.136,,,
mimiciv.hosp.labevents,50903,Cholesterol Ratio (Total/HDL),,Chemistry,Ratio,numeric,1.6911,3.4895,15.4849,5081,4787,0.1317,,,
mimiciv.hosp.labevents,50963,NTproBNP,,Chemistry,pg/mL,mixed,35.2918,2730.2062,49531.4858,4948,3930,0.1081,,,
mimiciv.hosp.labevents,50905,"Cholesterol, LDL, Calculated",,Chemistry,mg/dL,numeric,14.0375,77.9198,200.5249,4845,4602,0.1266,,,
mimiciv.hosp.labevents,50941,Hepatitis B Surface Antigen,,Chemistry,N/A,categorical,,,,4834,4175,0.1149,,,
mimiciv.hosp.labevents,50919,EDTA Hold,,Chemistry,,categorical,,,,4794,3846,0.1058,,,
mimiciv.hosp.labevents,51501,Transitional Epithelial Cells,,Hematology,#/hpf,mixed,1.0,1.0,11.7156,4677,3873,0.1066,,,
mimiciv.hosp.labevents,50943,Hepatitis C Virus Antibody,,Chemistry,N/A,categorical,,,,4568,4101,0.1129,,,
mimiciv.hosp.labevents,50909,Cortisol,,Chemistry,ug/dL,numeric,1.1981,18.9463,127.5564,4552,2697,0.0742,,,
mimiciv.hosp.labevents,51462,Amorphous Crystals,,Hematology,/hpf,categorical,,,,4540,3562,0.098,,,
mimiciv.hosp.labevents,50940,Hepatitis B Surface Antibody,,Chemistry,N/A,categorical,7.9,7.9,7.9,4473,3873,0.1066,,,
mimiciv.hosp.labevents,51103,Uhold,,Chemistry,,categorical,,,,4331,3659,0.1007,,,
mimiciv.hosp.labevents,50942,Hepatitis B Virus Core Antibody,,Chemistry,N/A,categorical,0.17,0.17,0.17,4089,3649,0.1004,,,
mimiciv.hosp.labevents,51010,Vitamin B12,,Chemistry,pg/mL,mixed,191.2531,779.2598,1959.255,4059,3791,0.1043,,,
