src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,822,Mixed Venous O2,,Blood Gases,,mixed,24.0656,36.0,112.2609,8197,2998,0.1569,,,
mimiciii.CHARTEVENTS,186,FIO2 Alarm-Low,,,decFrc,mixed,20.0,39.9188,90.0744,7970,1634,0.0855,,,
mimiciii.CHARTEVENTS,8410,ImpSkin #1 [Length],,,,categorical,,,,7719,1700,0.0889,,,
mimiciii.CHARTEVENTS,227466,PTT,PTT,Labs,sec,numeric,21.8577,36.5074,150.0,7714,1503,0.0786,,,
mimiciii.CHARTEVENTS,380,Inc Cleansing #1,,,,categorical,,,,7655,1885,0.0986,,,
mimiciii.CHARTEVENTS,628,Sedation Score,,,,categorical,,,,7318,1329,0.0695,,,
mimiciii.CHARTEVENTS,226543,Religion,Religion,ADT,,numeric,2.0,12.8489,15.0,7294,1666,0.0872,,,
mimiciii.CHARTEVENTS,860,Venous pH,,VBG's,pH,mixed,7.1456,7.3809,7.5125,7117,3400,0.1779,,,
mimiciii.CHARTEVENTS,858,Venous PvCO2,,VBG's,mmHg,mixed,25.6924,45.9338,87.0325,7084,3388,0.1773,,,
mimiciii.CHARTEVENTS,185,FIO2 Alarm-High,,,decFrc,mixed,29.7257,55.0,100.0,7016,1427,0.0747,,,
mimiciii.CHARTEVENTS,836,Serum Osmolality,,Chemistry,,numeric,264.17,301.567,356.7179,7006,1338,0.07,,,
mimiciii.CHARTEVENTS,859,Venous PvO2,,Mixed Venous Gases,mmHg,mixed,20.9239,41.0,90.7644,7002,3356,0.1756,,,
mimiciii.CHARTEVENTS,227467,INR,INR,Labs,,numeric,0.9127,1.3,4.813,6985,1506,0.0788,,,
mimiciii.CHARTEVENTS,227465,Prothrombin time,PT,Labs,sec,numeric,11.355,14.6508,43.6745,6980,1506,0.0788,,,
mimiciii.CHARTEVENTS,449,Minute Volume (Set),,,L/min,mixed,2.7456,11.4596,19.8036,6533,1044,0.0546,,,
mimiciii.CHARTEVENTS,802,Dilantin,,Drug Level,,numeric,1.1768,9.8649,26.007,6450,1539,0.0805,,,
mimiciii.CHARTEVENTS,226381,Marital Status,Marital Status,ADT,,numeric,1.0,2.0,4.0,6324,1545,0.0808,,,
mimiciii.CHARTEVENTS,199,GI [Guaiac],,,,categorical,,,,6190,1162,0.0608,,,
mimiciii.CHARTEVENTS,857,Venous CO2(Calc),,VBG'S,,mixed,10.9286,26.7712,48.1648,5750,2745,0.1436,,,
mimiciii.CHARTEVENTS,227378,Patient Location,Patient Location,ADT,,categorical,,,,5647,1666,0.0872,,,
mimiciii.CHARTEVENTS,1090,Ramsey SedationScale,,,,categorical,,,,5586,1005,0.0526,,,
mimiciii.CHARTEVENTS,226544,Language,Language,ADT,,numeric,1.0,1.0,20.0,5267,1270,0.0665,,,
mimiciii.CHARTEVENTS,7151,HOB Measurement,,,mmHg,mixed,0.0,30.0,49.2514,5217,1647,0.0862,,,
mimiciii.CHARTEVENTS,1481,IV #3 Reason DC'D,,,,categorical,,,,5104,3098,0.1621,,,
mimiciii.CHARTEVENTS,225668,Lactic Acid,Lactic Acid,Labs,mmol/L,numeric,0.614,1.8,12.5902,4675,990,0.0518,,,
mimiciii.CHARTEVENTS,369,ImpSkin #2 [Width],,,,categorical,,,,4212,982,0.0514,,,
mimiciii.CHARTEVENTS,851,Troponin,,Enzymes,,mixed,0.0307,2.3616,45.5302,3900,1687,0.0883,,,
mimiciii.CHARTEVENTS,25,AV Interval,,,msec,mixed,0.0,160.0,268.5231,3899,1167,0.0611,,,
mimiciii.CHARTEVENTS,459,Neg Insp Force(>-25),,,.,mixed,0.0,25.9474,80.0,3462,2417,0.1265,,,
mimiciii.CHARTEVENTS,381,Inc Cleansing #2,,,,categorical,,,,3076,1064,0.0557,,,
mimiciii.CHARTEVENTS,850,Triglyceride (0-200),,Chemistry,,numeric,32.2322,125.0921,1072.4631,3017,2440,0.1277,,,
mimiciii.CHARTEVENTS,730,Vital Cap (>1.0)L,,,liters,mixed,0.1799,1.0362,4.5,2738,2196,0.1149,,,
mimiciii.CHARTEVENTS,803,Direct Bili (0-0.3),,Chemistry,,numeric,0.1,2.2564,28.8185,2612,1316,0.0689,,,
mimiciii.CHARTEVENTS,768,ACT (102-142),,Coags,,numeric,95.3086,151.7825,301.1461,2574,1456,0.0762,,,
mimiciii.CHARTEVENTS,1328,Cartridge/Bag Change,,,,categorical,,,,2408,1647,0.0862,,,
mimiciii.CHARTEVENTS,1540,Triglyceride,,Chemistry,,numeric,31.5578,124.0227,1176.3865,2186,1793,0.0938,,,
mimiciii.CHARTEVENTS,1330,Med Wasted [Drug],,,,categorical,,,,2141,1647,0.0862,,,
mimiciii.CHARTEVENTS,1329,Initials (2 RNs) [RN #1],,,,categorical,,,,2093,1626,0.0851,,,
mimiciii.CHARTEVENTS,1527,Direct Bili,,Chemistry,,numeric,0.1,2.3148,28.7023,1953,970,0.0508,,,
mimiciii.CHARTEVENTS,853,Uric Acid (2.7-7.0),,Chemistry,,numeric,0.9856,5.4737,17.008,1874,994,0.052,,,
mimiciii.CHARTEVENTS,789,Cholesterol (<200),,Chemistry,mg/dl,numeric,62.5027,154.4791,305.8669,1872,1751,0.0916,,,
mimiciii.CHARTEVENTS,1520,ACT,,Coags,,numeric,95.832,157.8269,306.7616,1861,984,0.0515,,,
mimiciii.CHARTEVENTS,649,Spiritual Support,,,,categorical,,,,1839,1286,0.0673,,,
mimiciii.CHARTEVENTS,226228,Gender,Gender,ADT,,numeric,1.0,1.0,2.0,1615,1615,0.0845,,,
mimiciii.CHARTEVENTS,1482,IV #4 Reason DC'D,,,,categorical,,,,1583,960,0.0502,,,
mimiciii.CHARTEVENTS,793,D-Dimer (0-500),,Coags,,mixed,325.96,3069.1597,9945.3403,1494,1022,0.0535,,,
mimiciii.CHARTEVENTS,1524,Cholesterol,,Chemistry,mg/dl,numeric,59.85,152.6423,295.95,1392,1314,0.0688,,,
mimiciii.CHARTEVENTS,226545,Race,Race,ADT,,categorical,,,,1350,1350,0.0706,,,
mimiciii.LABEVENTS,50800,SPECIMEN TYPE,,BLOOD GAS,,categorical,,,,275865,15263,0.7986,,,
mimiciii.LABEVENTS,50960,Magnesium,,Chemistry,mg/dL,numeric,1.2938,2.0,3.0588,231639,18719,0.9794,,,
mimiciii.LABEVENTS,50970,Phosphate,,Chemistry,mg/dL,numeric,1.3729,3.3993,8.335,192672,18177,0.9511,,,
mimiciii.LABEVENTS,50893,"Calcium, Total",,Chemistry,mg/dL,numeric,6.4966,8.3344,10.5586,188005,18121,0.9481,,,
mimiciii.LABEVENTS,50812,Intubated,,Blood Gas,,categorical,,,,105424,13189,0.6901,,,
mimiciii.LABEVENTS,50817,Oxygen Saturation,,Blood Gas,%,numeric,47.3149,96.5215,99.0,101480,10901,0.5704,,,
mimiciii.LABEVENTS,50816,Oxygen,,Blood Gas,%,numeric,23.4313,50.0,100.0,67835,9086,0.4754,,,
mimiciii.LABEVENTS,50826,Tidal Volume,,Blood Gas,,numeric,251.1668,550.0,891.201,50595,7634,0.3994,,,
mimiciii.LABEVENTS,50828,Ventilator,,Blood Gas,,categorical,,,,40219,9534,0.4988,,,
mimiciii.LABEVENTS,51498,Specific Gravity,,Hematology, ,numeric,1.0045,1.015,1.0429,33622,14424,0.7547,,,
mimiciii.LABEVENTS,51491,pH,,Hematology,units,numeric,5.0,5.6394,8.7584,33622,14424,0.7547,,,
mimiciii.LABEVENTS,51492,Protein,,Hematology,mg/dL,mixed,30.0,30.0,500.0,33479,14408,0.7539,,,
mimiciii.LABEVENTS,51508,Urine Color,,Hematology,,categorical,,,,33447,14404,0.7537,,,
mimiciii.LABEVENTS,51506,Urine Appearance,,Hematology,,categorical,,,,33441,14403,0.7536,,,
mimiciii.LABEVENTS,51514,Urobilinogen,,Hematology,EU/dL,mixed,0.2,0.9685,12.0,33435,14402,0.7536,,,
mimiciii.LABEVENTS,51466,Blood,,Hematology,mg/dL,categorical,,,,33431,14401,0.7535,,,
mimiciii.LABEVENTS,51478,Glucose,,Hematology,mg/dL,mixed,100.0,250.0,1000.0,33430,14403,0.7536,,,
mimiciii.LABEVENTS,51484,Ketone,,Hematology,mg/dL,mixed,10.0,15.0,150.0,33428,14402,0.7536,,,
mimiciii.LABEVENTS,51464,Bilirubin,,Hematology,EU/dL,categorical,,,,33419,14401,0.7535,,,
mimiciii.LABEVENTS,51487,Nitrite,,Hematology,,categorical,,,,33415,14401,0.7535,,,
mimiciii.LABEVENTS,51486,Leukocytes,,Hematology,,categorical,3.0,3.0,3.0,32057,13805,0.7223,,,
mimiciii.LABEVENTS,51516,WBC,,Hematology,#/hpf,mixed,0.0,1.0713,311.8463,25621,12091,0.6326,,,
mimiciii.LABEVENTS,51493,RBC,,Hematology,#/hpf,mixed,0.0,2.3995,681.154,25621,12090,0.6326,,,
mimiciii.LABEVENTS,51476,Epithelial Cells,,Hematology,#/hpf,mixed,0.0,0.0,7.9983,25568,12082,0.6322,,,
mimiciii.LABEVENTS,51463,Bacteria,,Hematology,,categorical,0.0,0.0,0.0,25496,12070,0.6315,,,
mimiciii.LABEVENTS,51519,Yeast,,Hematology,,categorical,0.0,0.0,0.0,25492,12070,0.6315,,,
mimiciii.LABEVENTS,50956,Lipase,,Chemistry,IU/L,numeric,6.4221,42.3642,1402.7163,24492,7922,0.4145,,,
mimiciii.LABEVENTS,51009,Vancomycin,,Chemistry,ug/mL,numeric,3.0667,16.6454,46.7852,18653,3985,0.2085,,,
mimiciii.LABEVENTS,51233,Hypochromia,,Hematology,,categorical,2.0,2.0,2.0,17902,8452,0.4422,,,
mimiciii.LABEVENTS,51246,Macrocytes,,Hematology,,categorical,,,,17584,8348,0.4368,,,
mimiciii.LABEVENTS,51137,Anisocytosis,,Hematology,,categorical,1.0,1.0,1.0,17568,8217,0.4299,,,
mimiciii.LABEVENTS,51252,Microcytes,,Hematology,,categorical,,,,16618,8120,0.4249,,,
mimiciii.LABEVENTS,51267,Poikilocytosis,,Hematology,,categorical,1.0,1.0,1.0,16444,7976,0.4173,,,
mimiciii.LABEVENTS,51087,Length of Urine Collection,,Chemistry,,categorical,2.0,24.0,24.0,15738,8602,0.4501,,,
mimiciii.LABEVENTS,51266,Platelet Smear,,Hematology,,categorical,,,,14694,7230,0.3783,,,
mimiciii.LABEVENTS,51268,Polychromasia,,Hematology,,categorical,,,,13368,6784,0.355,,,
mimiciii.LABEVENTS,51255,Myelocytes,,Hematology,%,numeric,0.0,0.0,8.2019,12629,5403,0.2827,,,
mimiciii.LABEVENTS,50823,Required O2,,Blood Gas,,numeric,35.973,80.507,100.0,12531,5215,0.2729,,,
mimiciii.LABEVENTS,50801,Alveolar-arterial Gradient,,Blood Gas,mm Hg,numeric,160.5502,483.6205,646.5388,12501,5211,0.2727,,,
mimiciii.LABEVENTS,50908,CK-MB Index,,Chemistry,%,numeric,0.2209,5.5233,23.6071,11064,3476,0.1819,,,
mimiciii.LABEVENTS,50967,Phenytoin,,Chemistry,ug/mL,numeric,1.0938,9.5876,26.3417,10455,2001,0.1047,,,
mimiciii.LABEVENTS,50920,Estimated GFR (MDRD equation),,Chemistry,,categorical,,,,9332,5241,0.2742,,,
mimiciii.LABEVENTS,51082,"Creatinine, Urine",,Chemistry,mg/dL,numeric,6.7123,72.136,304.2799,8857,5068,0.2652,,,
mimiciii.LABEVENTS,51100,"Sodium, Urine",,Chemistry,mEq/L,mixed,10.0,49.185,197.0772,8828,5029,0.2631,,,
mimiciii.LABEVENTS,50964,"Osmolality, Measured",,Chemistry,mOsm/kg,numeric,257.6411,300.1964,360.4423,8500,1978,0.1035,,,
mimiciii.LABEVENTS,50933,Green Top Hold (plasma),,Chemistry,,categorical,,,,7909,5873,0.3073,,,
mimiciii.LABEVENTS,51002,Troponin I,,Chemistry,ng/ml,mixed,0.3,2.6852,46.4475,6949,2300,0.1203,,,
mimiciii.LABEVENTS,50979,Red Top Hold,,Chemistry,,categorical,,,,6898,5236,0.274,,,
mimiciii.LABEVENTS,50993,Thyroid Stimulating Hormone,,Chemistry,uIU/mL,numeric,0.0704,2.0445,32.5618,6417,5100,0.2668,,,
mimiciii.LABEVENTS,50887,Blue Top Hold,,Chemistry,,categorical,,,,6255,4915,0.2572,,,
mimiciii.LABEVENTS,51093,"Osmolality, Urine",,Chemistry,mOsm/kg,numeric,111.9077,397.4482,935.9209,6200,3829,0.2003,,,
mimiciii.LABEVENTS,50909,Cortisol,,Chemistry,ug/dL,numeric,2.1143,26.2135,140.091,6019,2474,0.1294,,,
mimiciii.LABEVENTS,51000,Triglycerides,,Chemistry,mg/dL,numeric,33.8626,124.775,877.8384,5401,4234,0.2215,,,
mimiciii.LABEVENTS,51007,Uric Acid,,Chemistry,mg/dL,numeric,0.7983,4.3661,16.0851,4827,1678,0.0878,,,
