src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
eicu.lab,Vancomycin - trough,Vancomycin - trough,,,mcg/mL,numeric,3.4086,15.5401,43.4992,29738,15525,0.1408,,,
eicu.lab,Oxyhemoglobin,Oxyhemoglobin,,,%,numeric,5.246,95.7006,99.8232,29233,7364,0.0668,,,
eicu.lab,troponin - T,troponin - T,,,ng/mL,mixed,0.01,0.1239,10.5155,25260,9236,0.0838,,,
eicu.lab,total cholesterol,total cholesterol,,,mg/dL,numeric,57.8945,145.6346,320.0876,24000,21754,0.1973,,,
eicu.lab,HDL,HDL,,,mg/dL,numeric,7.876,38.5088,92.2274,23623,21764,0.1974,,,
eicu.lab,serum osmolality,serum osmolality,,,mOsm/kg H2O,numeric,237.2569,297.4562,387.547,21881,6384,0.0579,,,
eicu.lab,LPM O2,LPM O2,,,L/min,mixed,0.995,4.0,73.6829,21824,12710,0.1153,,,
eicu.lab,CPK-MB INDEX,CPK-MB INDEX,,,%,numeric,0.1027,2.906,20.4913,21416,9812,0.089,,,
eicu.lab,ammonia,ammonia,,,mcg/dL,mixed,1.8466,41.4701,272.793,21253,11066,0.1004,,,
eicu.lab,Pressure Support,Pressure Support,,,cm H2O,numeric,0.0,10.0,25.0324,19775,8502,0.0771,,,
eicu.lab,WBC's in urine,WBC's in urine,,,,mixed,0.0,4.0267,272.9507,18877,14177,0.1286,,,
eicu.lab,LDL,LDL,,,mg/dL,numeric,16.2919,78.5906,202.7624,17471,16239,0.1473,,,
eicu.lab,LDH,LDH,,,Units/L,numeric,106.9609,288.722,4061.4264,15949,7907,0.0717,,,
eicu.lab,Vancomycin - random,Vancomycin - random,,,mcg/mL,numeric,4.1132,17.1992,42.2827,15787,7619,0.0691,,,
eicu.lab,prealbumin,prealbumin,,,mg/dL,numeric,3.0537,11.9521,36.8009,14202,7980,0.0724,,,
eicu.lab,Fe,Fe,,,mcg/dL,numeric,7.2665,32.5723,222.5329,13826,12428,0.1127,,,
eicu.lab,urinary sodium,urinary sodium,,,mmol/L,mixed,6.1756,45.6328,202.593,12939,10519,0.0954,,,
eicu.lab,amylase,amylase,,,Units/L,numeric,9.8451,56.0867,1115.5898,11996,8104,0.0735,,,
eicu.lab,Ferritin,Ferritin,,,ng/mL,numeric,5.682,280.0484,9802.7918,10960,10102,0.0916,,,
eicu.lab,TIBC,TIBC,,,mcg/dL,numeric,63.7391,203.8053,469.7261,10648,9676,0.0878,,,
eicu.lab,Vitamin B12,Vitamin B12,,,pg/mL,mixed,154.2965,636.757,2363.7283,10403,9770,0.0886,,,
eicu.lab,urinary creatinine,urinary creatinine,,,mg/dL,numeric,10.1438,83.2989,346.8856,10259,7843,0.0711,,,
eicu.lab,free T4,free T4,,,ng/dL,numeric,0.342,1.0835,3.1612,9563,8572,0.0777,,,
eicu.lab,ESR,ESR,,,mm/hr,numeric,1.0,44.2718,132.3895,8958,7296,0.0662,,,
eicu.lab,ethanol,ethanol,,,mg/dL,mixed,0.0,136.3999,492.981,8256,7921,0.0718,,,
eicu.lab,folate,folate,,,ng/mL,mixed,2.7087,12.1531,40.8126,8190,7778,0.0705,,,
eicu.lab,Fe/TIBC Ratio,Fe/TIBC Ratio,,,%,numeric,3.0,16.0238,102.8642,8158,7418,0.0673,,,
eicu.lab,cortisol,cortisol,,,mcg/dL,numeric,1.2929,20.453,140.8251,6899,5867,0.0532,,,
eicu.nurseCharting,Vital Signs|Non-Invasive BP|Non-Invasive BP Mean,Vital Signs|Non-Invasive BP|Non-Invasive BP Mean,,,,numeric,48.3898,79.8312,128.3062,8408076,97407,0.8835,,,
eicu.nurseCharting,Vital Signs|Temperature|Temperature (F),Vital Signs|Temperature|Temperature (F),,,,numeric,93.4436,98.4,102.6064,4591595,106510,0.966,,,
eicu.nurseCharting,Vital Signs|Temperature|Temperature Location,Vital Signs|Temperature|Temperature Location,,,,categorical,1.0,1.0,103.0,2898825,85164,0.7724,,,
eicu.nurseCharting,Scores|Glasgow coma score|GCS Total,Scores|Glasgow coma score|GCS Total,,,,numeric,3.0,14.0198,15.0,2363928,82103,0.7447,,,
eicu.nurseCharting,Vital Signs|Invasive BP|Invasive BP Mean,Vital Signs|Invasive BP|Invasive BP Mean,,,,numeric,48.2233,77.2888,129.4355,2182995,26453,0.2399,,,
eicu.nurseCharting,Scores|Glasgow coma score|Eyes,Scores|Glasgow coma score|Eyes,,,,numeric,1.0,4.0,4.0,1996612,71980,0.6528,,,
eicu.nurseCharting,Scores|Glasgow coma score|Motor,Scores|Glasgow coma score|Motor,,,,numeric,1.0,6.0,6.0,1994837,71980,0.6528,,,
eicu.nurseCharting,Scores|Glasgow coma score|Verbal,Scores|Glasgow coma score|Verbal,,,,numeric,1.0,4.9997,5.0,1990208,71927,0.6524,,,
eicu.nurseCharting,Scores|Pain Score/Goal|Pain Score,Scores|Pain Score/Goal|Pain Score,,,,numeric,-0.3421,0.0,10.0,1734121,44967,0.4078,,,
eicu.nurseCharting,Scores|Sedation Scale/Score/Goal|Sedation Scale,Scores|Sedation Scale/Score/Goal|Sedation Scale,,,,categorical,,,,1122451,29209,0.2649,,,
eicu.nurseCharting,Scores|Sedation Scale/Score/Goal|Sedation Score,Scores|Sedation Scale/Score/Goal|Sedation Score,,,,numeric,-5.0,0.0,4.0,1105241,28695,0.2603,,,
eicu.nurseCharting,Vital Signs|O2 Admin Device|O2 Admin Device,Vital Signs|O2 Admin Device|O2 Admin Device,,,,categorical,0.344,95.0238,100.0,975703,22867,0.2074,,,
eicu.nurseCharting,Vital Signs|CVP|CVP,Vital Signs|CVP|CVP,,,,numeric,0.0,11.0,284.9937,874018,13666,0.1239,,,
eicu.nurseCharting,Vital Signs and Infusions|Bedside Glucose|Bedside Glucose,Vital Signs and Infusions|Bedside Glucose|Bedside Glucose,,,,numeric,61.1991,136.4404,374.6108,870001,31729,0.2878,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Pulse|Value,Other Vital Signs and Infusions|Pulse|Value,,,,numeric,48.1158,84.2214,137.8362,803286,6414,0.0582,,,
eicu.nurseCharting,Scores|Pain Score/Goal|Pain Goal,Scores|Pain Score/Goal|Pain Goal,,,,numeric,0.0,0.0,5.0374,690965,21436,0.1944,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Pain Assessment|Value,Other Vital Signs and Infusions|Pain Assessment|Value,,,,categorical,,,,514651,9399,0.0852,,,
eicu.nurseCharting,Scores|Sedation Scale/Score/Goal|Sedation Goal,Scores|Sedation Scale/Score/Goal|Sedation Goal,,,,numeric,-5.0,0.0,0.0062,413729,12139,0.1101,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Pulse Ox  Mode|Value,Other Vital Signs and Infusions|Pulse Ox  Mode|Value,,,,categorical,,,,387408,7245,0.0657,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Level of Assistance|Value,Other Vital Signs and Infusions|Level of Assistance|Value,,,,categorical,,,,361573,7244,0.0657,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Best Motor Response|Value,Other Vital Signs and Infusions|Best Motor Response|Value,,,,mixed,1.0,6.0,6.0,343941,10417,0.0945,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Best Verbal Response|Value,Other Vital Signs and Infusions|Best Verbal Response|Value,,,,mixed,1.0,4.0,5.0,343683,10417,0.0945,,,
eicu.nurseCharting,Other Vital Signs and Infusions|P.O.|Value,Other Vital Signs and Infusions|P.O.|Value,,,,numeric,0.0,196.2059,781.5402,338714,16146,0.1464,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Best Eye Response|Value,Other Vital Signs and Infusions|Best Eye Response|Value,,,,mixed,1.0,4.0,4.0,299727,7200,0.0653,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Mental Status Assessment|Value,Other Vital Signs and Infusions|Mental Status Assessment|Value,,,,categorical,,,,285142,7252,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Patient s Comfort/Function (Pain) GOAL At Rest|Value,Other Vital Signs and Infusions|Patient s Comfort/Function (Pain) GOAL At Rest|Value,,,,numeric,0.0,2.0,7.8428,262992,6881,0.0624,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Respiratory Assessment|Value,Other Vital Signs and Infusions|Respiratory Assessment|Value,,,,categorical,,,,262332,7253,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Neurological Assessment|Value,Other Vital Signs and Infusions|Neurological Assessment|Value,,,,categorical,,,,252242,7255,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|CV/ PV Assessment|Value,Other Vital Signs and Infusions|CV/ PV Assessment|Value,,,,categorical,,,,246870,7253,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Gastrointestinal Assessment|Value,Other Vital Signs and Infusions|Gastrointestinal Assessment|Value,,,,categorical,,,,242307,7253,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Genitourinary Assessment|Value,Other Vital Signs and Infusions|Genitourinary Assessment|Value,,,,categorical,,,,238724,7252,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Integumentary Assessment|Value,Other Vital Signs and Infusions|Integumentary Assessment|Value,,,,categorical,,,,237993,7253,0.0658,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Musculoskeletal Assessment|Value,Other Vital Signs and Infusions|Musculoskeletal Assessment|Value,,,,categorical,,,,232758,7252,0.0658,,,
eicu.nurseCharting,"Other Vital Signs and Infusions|Eye, Ear, Nose, Throat Assessment|Value","Other Vital Signs and Infusions|Eye, Ear, Nose, Throat Assessment|Value",,,,categorical,,,,230629,7250,0.0658,,,
eicu.nurseCharting,Scores|Delirium Scale/Score|Delirium Score,Scores|Delirium Scale/Score|Delirium Score,,,,categorical,0.0,0.0,7.0,220689,18601,0.1687,,,
eicu.nurseCharting,Scores|Delirium Scale/Score|Delirium Scale,Scores|Delirium Scale/Score|Delirium Scale,,,,categorical,,,,220630,18581,0.1685,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Symptoms of Delirium Present|Value,Other Vital Signs and Infusions|Symptoms of Delirium Present|Value,,,,categorical,,,,191207,5925,0.0537,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Eye Opening|Value,Other Vital Signs and Infusions|Eye Opening|Value,,,,numeric,1.0,4.0,4.0,188944,7432,0.0674,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Motor Response|Value,Other Vital Signs and Infusions|Motor Response|Value,,,,numeric,1.0,6.0,6.0,158513,5915,0.0536,,,
eicu.nurseCharting,Other Vital Signs and Infusions|Verbal Response|Value,Other Vital Signs and Infusions|Verbal Response|Value,,,,numeric,1.0,5.0,5.0,158496,5914,0.0536,,,
eicu.respiratoryCharting,respFlowSettings|FiO2,respFlowSettings|FiO2,,,,numeric,20.658,40.0,100.0,2304713,49942,0.453,,,
eicu.respiratoryCharting,respFlowPtVentData|RR (patient),respFlowPtVentData|RR (patient),,,,numeric,2.6881,19.0,37.0898,1736597,34534,0.3132,,,
eicu.respiratoryCharting,respFlowSettings|PEEP,respFlowSettings|PEEP,,,,numeric,1.1227,5.0,16.0874,1198212,32902,0.2984,,,
eicu.respiratoryCharting,respFlowPtVentData|Total RR,respFlowPtVentData|Total RR,,,,numeric,9.9995,18.6727,38.0525,970136,23515,0.2133,,,
eicu.respiratoryCharting,respFlowSettings|Vent Rate,respFlowSettings|Vent Rate,,,,numeric,1.3848,15.9999,34.641,923783,28066,0.2546,,,
eicu.respiratoryCharting,respFlowSettings|Tidal Volume (set),respFlowSettings|Tidal Volume (set),,,,numeric,3.4297,497.8677,721.6141,858278,27110,0.2459,,,
eicu.respiratoryCharting,respFlowSettings|TV/kg IBW,respFlowSettings|TV/kg IBW,,,,numeric,0.1621,7.5644,513.9142,847436,29279,0.2656,,,
eicu.respiratoryCharting,respFlowSettings|LPM O2,respFlowSettings|LPM O2,,,,numeric,0.0,3.0,59.0801,678041,31793,0.2884,,,
eicu.respiratoryCharting,respFlowPtVentData|Mean Airway Pressure,respFlowPtVentData|Mean Airway Pressure,,,,numeric,5.8629,10.9982,26.7236,526795,19317,0.1752,,,
eicu.respiratoryCharting,respFlowPtVentData|Peak Insp. Pressure,respFlowPtVentData|Peak Insp. Pressure,,,,numeric,9.6981,23.0077,44.7807,519734,15497,0.1406,,,
eicu.respiratoryCharting,respFlowPtVentData|Exhaled MV,respFlowPtVentData|Exhaled MV,,,,numeric,4.0096,9.6466,589.7777,443278,17166,0.1557,,,
eicu.respiratoryCharting,respFlowPtVentData|Exhaled TV (patient),respFlowPtVentData|Exhaled TV (patient),,,,numeric,0.3958,500.0286,1010.6798,360218,17225,0.1562,,,
eicu.respiratoryCharting,respFlowPtVentData|Exhaled TV (machine),respFlowPtVentData|Exhaled TV (machine),,,,numeric,36.6892,488.7201,952.2631,357188,11280,0.1023,,,
eicu.respiratoryCharting,respFlowPtVentData|SaO2,respFlowPtVentData|SaO2,,,,numeric,87.3148,97.0,100.0,311461,22331,0.2025,,,
