src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.icu.chartevents,220181,Non Invasive Blood Pressure mean,NBPm,Routine Vital Signs,mmHg,numeric,48.8589,78.3078,123.6146,2314564,36000,0.9906,,,
mimiciv.icu.chartevents,229381,Orientation,Orientation,Neurological,,numeric,1.0,1.0,1.0,1558148,15593,0.4291,,,
mimiciv.icu.chartevents,220052,Arterial Blood Pressure mean,ABPm,Routine Vital Signs,mmHg,numeric,49.368,77.0425,128.3253,1529951,17692,0.4868,,,
mimiciv.icu.chartevents,224080,Head of Bed,HOB,Treatments,,categorical,,,,1519417,36317,0.9994,,,
mimiciv.icu.chartevents,224082,Turn,Turn,Treatments,,categorical,,,,1509340,36313,0.9993,,,
mimiciv.icu.chartevents,224086,Activity Tolerance,Activity Tolerance,Treatments,,categorical,,,,1445917,36273,0.9982,,,
mimiciv.icu.chartevents,224093,Position,Position,Treatments,,categorical,,,,1431464,36139,0.9945,,,
mimiciv.icu.chartevents,228905,Altered Respiratory Status NCP - Interventions,ARS NCP - Interventions,Care Plans,,categorical,,,,1257717,7985,0.2197,,,
mimiciv.icu.chartevents,224642,Temperature Site,Temp Site,Routine Vital Signs,,categorical,,,,1144011,36260,0.9978,,,
mimiciv.icu.chartevents,223792,Pain Management,Pain Management,Pain/Sedation,,categorical,,,,1086026,33016,0.9085,,,
mimiciv.icu.chartevents,228868,Assistance,Assistance,Treatments,,categorical,,,,1062909,25306,0.6964,,,
mimiciv.icu.chartevents,220739,GCS - Eye Opening,Eye Opening,Neurological,,numeric,1.0,4.0,4.0,1040403,36328,0.9997,,,
mimiciv.icu.chartevents,223900,GCS - Verbal Response,Verbal Response,Neurological,,numeric,1.0,4.0,5.0,1038554,36328,0.9997,,,
mimiciv.icu.chartevents,223901,GCS - Motor Response,Motor Response,Neurological,,numeric,1.0,6.0,6.0,1035968,36326,0.9996,,,
mimiciv.icu.chartevents,228988,Safety Restraints NCP - Interventions,Safety Restraints NCP - Interventions,Care Plans,,categorical,,,,1025764,5587,0.1537,,,
mimiciv.icu.chartevents,224073,Education Topic,Education Topic,Restraint/Support Systems,,categorical,,,,952780,35103,0.966,,,
mimiciv.icu.chartevents,224089,Anti Embolic Device,Anti Embolic Device,Treatments,,categorical,,,,950058,33467,0.9209,,,
mimiciv.icu.chartevents,228928,Impaired Tissue Perfusion NCP - Interventions,ITP NCP - Interventions,Care Plans,,categorical,,,,948286,8286,0.228,,,
mimiciv.icu.chartevents,226732,O2 Delivery Device(s),O2 Delivery Device(s),Respiratory,,categorical,,,,933372,36169,0.9953,,,
mimiciv.icu.chartevents,223761,Temperature Fahrenheit,Temperature F,Routine Vital Signs,°F,numeric,95.9476,98.4996,102.2654,923344,35913,0.9882,,,
mimiciv.icu.chartevents,224088,Pressure Reducing Device,Pressure Reducing Device,Treatments,,categorical,,,,914942,29304,0.8064,,,
mimiciv.icu.chartevents,224641,Alarms On,Alarms On,Alarms,,numeric,1.0,1.0,1.0,914294,36314,0.9993,,,
mimiciv.icu.chartevents,224168,Parameters Checked,Parameters Checked,Alarms,,numeric,1.0,1.0,1.0,899090,36288,0.9986,,,
mimiciv.icu.chartevents,223987,RLL Lung Sounds,RLL Lung Sounds,Pulmonary,,categorical,,,,887544,36301,0.9989,,,
mimiciv.icu.chartevents,223989,LLL Lung Sounds,LLL Lung Sounds,Pulmonary,,categorical,,,,885074,36298,0.9988,,,
mimiciv.icu.chartevents,223781,Pain Present,Pain Present,Pain/Sedation,,categorical,,,,881546,35884,0.9875,,,
mimiciv.icu.chartevents,227944,Side Rails,Side Rails,Restraint/Support Systems,,categorical,,,,876676,34301,0.9439,,,
mimiciv.icu.chartevents,229321,Activity / Mobility (JH-HLM),Activity / Mobility (JH-HLM),Treatments,,numeric,1.0,2.0,6.9997,873799,19321,0.5317,,,
mimiciv.icu.chartevents,223986,RUL Lung Sounds,RUL Lung Sounds,Pulmonary,,categorical,,,,872503,36306,0.9991,,,
mimiciv.icu.chartevents,223988,LUL Lung Sounds,LUL Lung Sounds,Pulmonary,,categorical,,,,871280,36303,0.999,,,
mimiciv.icu.chartevents,225054,Anti Embolic Device Status,Anti Embolic Device Status,Treatments,,categorical,,,,827188,30712,0.8451,,,
mimiciv.icu.chartevents,224003,Abdominal Assessment,Abdominal Assessment,GI/GU,,categorical,,,,823015,36309,0.9991,,,
mimiciv.icu.chartevents,223907,Pupil Size Right,Pupil Size Right,Neurological,,categorical,,,,822944,34282,0.9434,,,
mimiciv.icu.chartevents,224733,Pupil Size Left,Pupil Size Left,Neurological,,categorical,,,,822165,34273,0.9431,,,
mimiciv.icu.chartevents,227121,Pupil Response Right,Pupil Response R,Neurological,,categorical,,,,815371,34214,0.9415,,,
mimiciv.icu.chartevents,227288,Pupil Response Left,Pupil Response L,Neurological,,categorical,,,,812690,34204,0.9412,,,
mimiciv.icu.chartevents,224001,Diet Type,Diet Type,GI/GU,,categorical,,,,777832,36215,0.9966,,,
mimiciv.icu.chartevents,227947,Reason for Restraint (Non-violent),Reason for Restraint (Non-violent),Restraint/Support Systems,,categorical,,,,744172,17665,0.4861,,,
mimiciv.icu.chartevents,228096,Richmond-RAS Scale,Richmond-RAS Scale,Pain/Sedation,,numeric,-5.0,0.0,2.7218,743091,32314,0.8892,,,
mimiciv.icu.chartevents,228947,Infection NCP - Interventions,Infection NCP - Interventions,Care Plans,,categorical,,,,713001,6865,0.1889,,,
mimiciv.icu.chartevents,223999,Oral Cavity,Oral Cavity,GI/GU,,categorical,,,,712483,36281,0.9984,,,
mimiciv.icu.chartevents,224015,Urine Source,Urine Source,GI/GU,,categorical,,,,704515,36216,0.9966,,,
mimiciv.icu.chartevents,223783,Pain Location,Pain Location,Pain/Sedation,,categorical,,,,690372,34896,0.9603,,,
mimiciv.icu.chartevents,228924,Impaired Tissue Perfusion NCP - Expected outcomes,ITP NCP - Expected outcomes,Care Plans,,categorical,,,,687218,8299,0.2284,,,
mimiciv.icu.chartevents,223795,Pain Assessment Method,Pain Assessment Method,Pain/Sedation,,categorical,,,,665169,25356,0.6977,,,
mimiciv.icu.chartevents,227954,Status and Comfort,Status and Comfort,Restraint/Support Systems,,categorical,,,,662750,17592,0.4841,,,
mimiciv.icu.chartevents,227955,Food and Fluid,Food and Fluid,Restraint/Support Systems,,categorical,,,,647876,17497,0.4815,,,
mimiciv.icu.chartevents,224004,Bowel Sounds,Bowel Sounds,GI/GU,,categorical,,,,643559,36291,0.9987,,,
mimiciv.icu.chartevents,223934,Dorsal PedPulse R,Dorsal PedPulse R,Cardiovascular (Pulses),,categorical,,,,637569,36143,0.9946,,,
mimiciv.icu.chartevents,224084,Activity,Activity ,Treatments,,categorical,,,,633142,16639,0.4579,,,
mimiciv.icu.chartevents,223943,Dorsal PedPulse L,Dorsal PedPulse L,Cardiovascular (Pulses),,categorical,,,,628229,36143,0.9946,,,
mimiciv.icu.chartevents,228299,Goal Richmond-RAS Scale,Goal Richmond-RAS Scale,Pain/Sedation,,numeric,0.0,0.0,5.0,617071,29484,0.8113,,,
mimiciv.icu.chartevents,228305,ST Segment Monitoring On,ST Segment Monitoring On,Alarms,,numeric,0.9971,1.0,1.0,616562,28710,0.79,,,
mimiciv.icu.chartevents,224087,Therapeutic Bed,Therapeutic Bed,Treatments,,categorical,,,,608757,22184,0.6105,,,
mimiciv.icu.chartevents,226168,Oral Care,Oral Care,Treatments,,categorical,,,,601230,32129,0.8841,,,
mimiciv.icu.chartevents,224031,Edema Location,Edema Location,Skin - Incisions,,categorical,,,,590038,36152,0.9948,,,
mimiciv.icu.chartevents,223991,Cough Effort,Cough Effort,Pulmonary,,categorical,,,,585302,35527,0.9776,,,
mimiciv.icu.chartevents,228937,Post-op Care NCP - Interventions,Post-op Care NCP - Interventions,Care Plans,,categorical,,,,581524,8734,0.2403,,,
mimiciv.icu.chartevents,224026,Skin Integrity,Skin Integrity,Skin - Assessment,,categorical,,,,577920,36309,0.9991,,,
mimiciv.icu.chartevents,224016,Urine Color,Urine Color,GI/GU,,categorical,,,,573200,35621,0.9802,,,
mimiciv.icu.chartevents,224027,Skin Temperature,Skin Temp,Skin - Assessment,,categorical,,,,566715,36307,0.9991,,,
mimiciv.icu.chartevents,228898,Impaired Fluid Balance NCP - Interventions,IFB NCP - Interventions,Care Plans,,categorical,,,,566678,4570,0.1258,,,
mimiciv.icu.chartevents,227948,Restraint Device (Non-violent),Restraint Device (Non-violent),Restraint/Support Systems,,categorical,,,,563675,17802,0.4899,,,
mimiciv.icu.chartevents,224028,Skin Color,Skin Color,Skin - Assessment,,categorical,,,,558845,36290,0.9986,,,
mimiciv.icu.chartevents,224860,Skin Condition,Skin Condition,Skin - Assessment,,categorical,,,,558250,36306,0.9991,,,
mimiciv.icu.chartevents,227945,Restraint (Non-violent),Restraint (Non-violent),Restraint/Support Systems,,categorical,,,,552125,18288,0.5032,,,
mimiciv.icu.chartevents,227950,Restraint Location,Restraint Location,Restraint/Support Systems,,categorical,,,,550573,17922,0.4932,,,
mimiciv.icu.chartevents,228412,Strength R Arm,Strength R Arm,Neurological,,numeric,0.0,4.9965,5.0,549038,26438,0.7275,,,
mimiciv.icu.chartevents,228397,Commands Response,Commands Response,Neurological,,categorical,,,,549008,26391,0.7262,,,
mimiciv.icu.chartevents,228409,Strength L Arm,Strength L Arm,Neurological,,numeric,0.0,4.4639,5.0,548605,26434,0.7274,,,
mimiciv.icu.chartevents,228411,Strength R Leg,Strength R Leg,Neurological,,numeric,0.0,4.0,5.0,548276,26435,0.7274,,,
mimiciv.icu.chartevents,228410,Strength L Leg,Strength L Leg,Neurological,,numeric,0.0,4.0,5.0,547576,26431,0.7273,,,
mimiciv.icu.chartevents,228977,Altered Mental Status  NCP - Interventions,AMS NCP - Interventions,Care Plans,,categorical,,,,539022,5678,0.1562,,,
mimiciv.icu.chartevents,224876,Urine Appearance,Urine Appearance,GI/GU,,categorical,,,,538400,35400,0.9741,,,
mimiciv.icu.chartevents,228398,Commands,Commands,Neurological,,categorical,,,,530528,26180,0.7204,,,
mimiciv.icu.chartevents,223835,Inspired O2 Fraction,FiO2,Respiratory,,numeric,27.8941,40.7411,100.0,530319,21233,0.5843,,,
mimiciv.icu.chartevents,228890,Pain NCP - Interventions,Pain NCP - Interventions,Care Plans,,categorical,,,,529259,8543,0.2351,,,
mimiciv.icu.chartevents,228414,Speech,Speech,Neurological,,categorical,,,,528058,26338,0.7248,,,
mimiciv.icu.chartevents,223784,Pain Cause,Pain Cause,Pain/Sedation,,categorical,,,,524832,30336,0.8348,,,
mimiciv.icu.chartevents,223791,Pain Level,Pain Level,Pain/Sedation,,mixed,0.0,3.0,10.0,521445,33651,0.926,,,
mimiciv.icu.chartevents,223794,Pain Level Acceptable,Pain Level Acceptable,Pain/Sedation,,categorical,,,,520754,33529,0.9226,,,
mimiciv.icu.chartevents,227959,Restraints Evaluated,Restraints Evaluated,Restraint/Support Systems,,categorical,,,,516205,17694,0.4869,,,
mimiciv.icu.chartevents,227951,Circulation/Skin Integrity,Circulation/Skin Integrity,Restraint/Support Systems,,categorical,,,,513790,17683,0.4866,,,
mimiciv.icu.chartevents,227960,Patient/Family Informed,Patient/Family Informed,Restraint/Support Systems,,categorical,,,,512015,17383,0.4783,,,
mimiciv.icu.chartevents,227952,Position Change,Position Change,Restraint/Support Systems,,categorical,,,,511296,17504,0.4817,,,
mimiciv.icu.chartevents,227957,Signs of Injury from Intervention,Signs of Injury from Intervention,Restraint/Support Systems,,categorical,,,,509701,17669,0.4862,,,
mimiciv.icu.chartevents,227953,Range of Motion,Range of Motion,Restraint/Support Systems,,categorical,,,,504484,17309,0.4763,,,
mimiciv.icu.chartevents,227961,Side  Rails,Side  Rails,Restraint/Support Systems,,categorical,,,,503874,17597,0.4842,,,
mimiciv.icu.chartevents,220074,Central Venous Pressure,CVP,Hemodynamics,mmHg,numeric,-0.1052,10.9243,182.1132,500676,10682,0.2939,,,
mimiciv.icu.chartevents,227956,Urinal/Bedpan,Urinal/Bedpan,Restraint/Support Systems,,categorical,,,,497530,17541,0.4827,,,
