src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,584,Pupil Response [Right],,,,categorical,,,,354023,10851,0.5678,,,
mimiciii.CHARTEVENTS,722,Ventilator Type,,,,categorical,,,,352664,10959,0.5734,,,
mimiciii.CHARTEVENTS,39,Airway Size,,,,categorical,,,,352515,10663,0.5579,,,
mimiciii.CHARTEVENTS,8467,Pupil Size [Left],,,,categorical,,,,352102,10899,0.5703,,,
mimiciii.CHARTEVENTS,1623,Parameters Checked,,,,categorical,,,,351295,13440,0.7032,,,
mimiciii.CHARTEVENTS,8466,Pupil Response [Left],,,,categorical,,,,348585,10792,0.5647,,,
mimiciii.CHARTEVENTS,1427,GI Prophylaxis [Drug #1],,,,categorical,,,,345034,13958,0.7303,,,
mimiciii.CHARTEVENTS,229,INV Line#1 [Type],,,,categorical,,,,341857,14463,0.7567,,,
mimiciii.CHARTEVENTS,127,Circulation/SkinInt,,,,categorical,,,,335078,11982,0.6269,,,
mimiciii.CHARTEVENTS,549,PostTib. Pulses [Right],,,,categorical,,,,334684,18146,0.9495,,,
mimiciii.CHARTEVENTS,467,O2 Delivery Device,,,,categorical,,,,334549,18064,0.9452,,,
mimiciii.CHARTEVENTS,200,GI Intub #1 [Type],,,,categorical,,,,334126,10152,0.5312,,,
mimiciii.CHARTEVENTS,8392,INV Line#1 [Site],,,,categorical,,,,333613,14380,0.7524,,,
mimiciii.CHARTEVENTS,655,Spontaneous Movement,,,,categorical,,,,330644,6014,0.3147,,,
mimiciii.CHARTEVENTS,8456,PostTib. Pulses [Left],,,,categorical,,,,329809,18088,0.9464,,,
mimiciii.CHARTEVENTS,623,Restraints Evaluated,,,,categorical,,,,325687,11793,0.617,,,
mimiciii.CHARTEVENTS,548,Position Change,,,,categorical,,,,325606,11931,0.6243,,,
mimiciii.CHARTEVENTS,8388,GI Intub #1 [Site],,,,categorical,,,,325285,10103,0.5286,,,
mimiciii.CHARTEVENTS,477,Oral Care,,,,categorical,,,,324403,14823,0.7756,,,
mimiciii.CHARTEVENTS,657,Sputum Source,,,,categorical,,,,318820,10390,0.5436,,,
mimiciii.CHARTEVENTS,8477,Sputum [Amount],,,,categorical,,,,315975,10336,0.5408,,,
mimiciii.CHARTEVENTS,610,Removed x 5 Mins,,,,categorical,,,,310952,11606,0.6073,,,
mimiciii.CHARTEVENTS,171,Education Topic #1,,,,categorical,,,,310790,12517,0.6549,,,
mimiciii.CHARTEVENTS,506,PEEP Set,,,cmH2O,numeric,0.0001,5.0,19.7112,309416,10971,0.574,,,
mimiciii.CHARTEVENTS,1047,Range of Motion,,,,categorical,,,,304540,11368,0.5948,,,
mimiciii.CHARTEVENTS,720,Ventilator Mode,,,,categorical,,,,304291,10970,0.574,,,
mimiciii.CHARTEVENTS,77,Behavior,,,,categorical,,,,303978,17750,0.9287,,,
mimiciii.CHARTEVENTS,679,Temperature F (calc),,,Deg. F,numeric,94.761,98.96,102.0799,303263,4964,0.2597,,,
mimiciii.CHARTEVENTS,656,Sputum [Color],,,,categorical,,,,299523,9893,0.5176,,,
mimiciii.CHARTEVENTS,8476,Sputum Consistency,,,,categorical,,,,296348,9806,0.5131,,,
mimiciii.CHARTEVENTS,450,Minute Volume(Obser),,,L/min,numeric,4.5559,9.9403,20.0732,293413,10949,0.5729,,,
mimiciii.CHARTEVENTS,411,Incision/Wound #1,,,,categorical,,,,289586,8190,0.4285,,,
mimiciii.CHARTEVENTS,232,INV Line#1SiteAppear,,,,categorical,,,,289562,14329,0.7497,,,
mimiciii.CHARTEVENTS,596,RU Strength/Movement,,,,categorical,,,,287880,5294,0.277,,,
mimiciii.CHARTEVENTS,426,LU Strength/Movement,,,,categorical,,,,287637,5288,0.2767,,,
mimiciii.CHARTEVENTS,590,RL Strength/Movement,,,,categorical,,,,287348,5309,0.2778,,,
mimiciii.CHARTEVENTS,423,LL Strength/Movement,,,,categorical,,,,287261,5305,0.2776,,,
mimiciii.CHARTEVENTS,157,ETT [Mark],,,,categorical,,,,287113,10511,0.55,,,
mimiciii.CHARTEVENTS,434,Low Exhaled Min Vol,,,,numeric,2.007,4.3747,12.0209,282245,10941,0.5725,,,
mimiciii.CHARTEVENTS,218,High Insp. Pressure,,,cmH2O,numeric,25.1801,40.0,60.0255,280822,10927,0.5717,,,
mimiciii.CHARTEVENTS,8382,ETT [Location],,,,categorical,,,,279687,10355,0.5418,,,
mimiciii.CHARTEVENTS,444,Mean Airway Pressure,,,cmH2O,numeric,4.2569,10.0253,27.024,276571,10915,0.5711,,,
mimiciii.CHARTEVENTS,219,High Resp. Rate,,,BPM,numeric,5.0041,35.0,49.1658,274987,10158,0.5315,,,
mimiciii.CHARTEVENTS,235,INV Line#2 [Type],,,,categorical,,,,268375,10440,0.5463,,,
mimiciii.CHARTEVENTS,631,Sensitivity-Vent,,,cmH2O,numeric,1.0,2.0,3.2448,267773,10908,0.5707,,,
mimiciii.CHARTEVENTS,203,GI#1 Tube [Status],,,,categorical,,,,267486,10048,0.5257,,,
mimiciii.CHARTEVENTS,470,O2 Flow (lpm),,,lpm,numeric,0.3261,4.0,15.0,266948,16569,0.8669,,,
