src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.icu.chartevents,224685,Tidal Volume (observed),Tidal Volume (observed),Respiratory,mL,numeric,93.0569,448.7032,885.6575,394900,18429,0.5071,,,
mimiciv.icu.chartevents,224017,GU Catheter Size,GU Catheter Size,GI/GU,,categorical,,,,393831,21911,0.6029,,,
mimiciv.icu.chartevents,228399,Facial Droop,Facial Droop,Neurological,,categorical,,,,385343,23976,0.6598,,,
mimiciv.icu.chartevents,224687,Minute Volume,Minute Volume,Respiratory,L/min,numeric,3.6485,8.941,18.0822,384300,18493,0.5089,,,
mimiciv.icu.chartevents,220047,Heart Rate Alarm - Low,HR Alarm - Low,Alarms,bpm,numeric,40.0,50.0,60.4977,384106,36317,0.9994,,,
mimiciv.icu.chartevents,220046,Heart rate Alarm - High,HR Alarm - High,Alarms,bpm,numeric,99.9762,123.2835,159.0126,383962,36316,0.9993,,,
mimiciv.icu.chartevents,223770,O2 Saturation Pulseoxymetry Alarm - Low,SpO2 Alarm - Low,Alarms,%,numeric,87.1916,92.0,93.0,381317,36313,0.9993,,,
mimiciv.icu.chartevents,223769,O2 Saturation Pulseoxymetry Alarm - High,SpO2 Alarm - High,Alarms,%,numeric,100.0,100.0,100.0,379232,36307,0.9991,,,
mimiciv.icu.chartevents,224697,Mean Airway Pressure,Mean Airway Pressure,Respiratory,cmH2O,numeric,2.0437,9.5716,24.8275,378651,18389,0.506,,,
mimiciv.icu.chartevents,224024,Family Communication,Family Communication,Restraint/Support Systems,,categorical,,,,375646,31472,0.866,,,
mimiciv.icu.chartevents,224161,Resp Alarm - High,Resp Alarm - High,Alarms,insp/min,numeric,22.5413,35.0,45.0,373542,36303,0.999,,,
mimiciv.icu.chartevents,224162,Resp Alarm - Low,Resp Alarm - Low,Alarms,insp/min,numeric,6.0,8.0,10.0,373397,36304,0.999,,,
mimiciv.icu.chartevents,224695,Peak Insp. Pressure,Peak Insp. Pressure,Respiratory,cmH2O,numeric,6.0404,19.4559,40.0779,372277,18421,0.5069,,,
mimiciv.icu.chartevents,226253,SpO2 Desat Limit,SpO2 Desat Limit,Alarms,%,numeric,85.0,85.87,90.0,368567,36224,0.9968,,,
mimiciv.icu.chartevents,223848,Ventilator Type,Ventilator Type,Respiratory,,mixed,1.0,1.0,3.896,366137,18435,0.5073,,,
mimiciv.icu.chartevents,220292,Minute Volume Alarm - Low,MV Alarm - Low,Alarms,L/min,numeric,1.5291,4.4002,11.1163,365946,18375,0.5056,,,
mimiciv.icu.chartevents,220293,Minute Volume Alarm - High,MV Alarm - High,Alarms,L/min,numeric,10.0,18.0,30.0106,364565,18388,0.506,,,
mimiciv.icu.chartevents,223876,Apnea Interval,Apnea Interval,Respiratory,sec,numeric,20.0,20.0,39.8022,363939,18374,0.5056,,,
mimiciv.icu.chartevents,223873,Paw High,Paw High,Respiratory,cmH2O,numeric,29.9617,40.0,59.9486,363718,18370,0.5055,,,
mimiciv.icu.chartevents,227517,Humidification,Humidification,Respiratory,,categorical,,,,357653,18155,0.4996,,,
mimiciv.icu.chartevents,223936,Radial Pulse R,Radial Pulse R,Cardiovascular (Pulses),,categorical,,,,356015,30312,0.8341,,,
mimiciv.icu.chartevents,223874,Vti High,Vti High,Respiratory,mL,numeric,0.9745,2.0231,1763.4633,355747,18312,0.5039,,,
mimiciv.icu.chartevents,227342,Secondary diagnosis,Secondary diagnosis,Restraint/Support Systems,,numeric,0.0,15.0,15.0,353162,36137,0.9944,,,
mimiciv.icu.chartevents,227341,History of falling (within 3 mnths),History of falling (within 3 mnths)*,Restraint/Support Systems,,numeric,0.0,0.0,25.0,352932,36118,0.9939,,,
mimiciv.icu.chartevents,227343,Ambulatory aid,Ambulatory aid,Restraint/Support Systems,,numeric,0.0,0.0,14.9782,351629,36141,0.9945,,,
mimiciv.icu.chartevents,227344,IV/Saline lock,IV/Saline lock,Restraint/Support Systems,,numeric,0.0,20.0,20.0,351487,36143,0.9946,,,
mimiciv.icu.chartevents,227345,Gait/Transferring,Gait/Transferring,Restraint/Support Systems,,numeric,0.0,0.0,20.0,351442,36142,0.9946,,,
mimiciv.icu.chartevents,227346,Mental status,Mental status,Restraint/Support Systems,,numeric,0.0,15.0,15.0,350272,36131,0.9942,,,
mimiciv.icu.chartevents,223948,Radial Pulse L,Radial Pulse L,Cardiovascular (Pulses),,categorical,,,,349952,30081,0.8278,,,
mimiciv.icu.chartevents,223875,Fspn High,Fspn High,Respiratory,insp/min,numeric,10.0,35.0,54.5129,343017,18067,0.4972,,,
mimiciv.icu.chartevents,224692,Flow Pattern,Flow Pattern,Respiratory,,categorical,,,,338476,18080,0.4975,,,
mimiciv.icu.chartevents,224865,Flow Sensitivity,Flow Sensitivity,Respiratory,,categorical,,,,337660,18084,0.4976,,,
mimiciv.icu.chartevents,224076,Education Barrier,Education Barrier,Restraint/Support Systems,,categorical,,,,336846,35058,0.9647,,,
mimiciv.icu.chartevents,223985,Respiratory Pattern,Respiratory Pattern,Pulmonary,,categorical,,,,335384,17075,0.4699,,,
mimiciv.icu.chartevents,225978,Slope,Slope,Respiratory,,categorical,,,,333254,18008,0.4955,,,
mimiciv.icu.chartevents,227949,Face to Face Eval (Non-violent),Face to Face Eval (Non-violent),Restraint/Support Systems,,categorical,,,,332543,14389,0.396,,,
mimiciv.icu.chartevents,223990,Respiratory Effort,Respiratory Effort,Pulmonary,,categorical,,,,329362,17050,0.4692,,,
mimiciv.icu.chartevents,227368,20 Gauge Dressing Occlusive,20 Gauge Dressing Occlusive,Access Lines - Peripheral,,numeric,0.0,1.0,1.0,328068,26612,0.7323,,,
mimiciv.icu.chartevents,227968,All Medications Tolerated without Adverse Side Effects,All Medications Tolerated,GI/GU,,categorical,,,,327710,31327,0.8621,,,
mimiciv.icu.chartevents,226138,20 Gauge placed in outside facility,20 Gauge placed in outside facility,Access Lines - Peripheral,,numeric,0.0,0.0,1.0,326470,26501,0.7293,,,
mimiciv.icu.chartevents,224735,Flow Rate (variable/fixed),Flow Rate (variable/fixed),Respiratory,,categorical,,,,316396,17784,0.4894,,,
mimiciv.icu.chartevents,224409,Pain Level Response,Pain Level Response,Pain/Sedation,,mixed,0.0,1.9906,9.0657,307948,29681,0.8168,,,
mimiciv.icu.chartevents,224415,ETT Mark (cm),ETT Mark (cm),Respiratory,,categorical,,,,306565,17663,0.486,,,
mimiciv.icu.chartevents,223838,ETT Location,ETT Location,Respiratory,,categorical,,,,306415,17684,0.4866,,,
mimiciv.icu.chartevents,223837,ETT Size (ID),ETT Size (ID),Respiratory,,categorical,,,,305454,17693,0.4869,,,
mimiciv.icu.chartevents,224832,ETT Type,ETT Type,Respiratory,,categorical,,,,304999,17657,0.4859,,,
mimiciv.icu.chartevents,228973,Altered Mental Status  NCP - Expected outcomes,AMS NCP - Expected outcomes,Care Plans,,categorical,,,,300032,5726,0.1576,,,
mimiciv.icu.chartevents,224289,Arterial line Site Appear,Arterial line Site Appear,Access Lines - Invasive,,categorical,,,,299466,17858,0.4914,,,
mimiciv.icu.chartevents,224785,GI #1 Tube Type,GI #1 Tube Type,GI/GU,,categorical,,,,296871,18070,0.4972,,,
mimiciv.icu.chartevents,224007,GI #1 Intub Site,GI #1 Intub Site,GI/GU,,categorical,,,,292317,17882,0.4921,,,
mimiciv.icu.chartevents,228914,Altered Skin Integrity NCP - Interventions,ASI NCP - Interventions,Care Plans,,categorical,,,,291519,2512,0.0691,,,
mimiciv.icu.chartevents,224077,Education Method,Education Method,Restraint/Support Systems,,categorical,,,,290868,35076,0.9652,,,
mimiciv.icu.chartevents,224862,Edema Amount,Edema Amount,Skin - Incisions,,categorical,,,,290865,30956,0.8518,,,
mimiciv.icu.chartevents,228100,20 Gauge placed in the field,20 Gauge placed in the field,Access Lines - Peripheral,,numeric,0.0,0.0,1.0,288008,23590,0.6491,,,
mimiciv.icu.chartevents,224281,Multi Lumen Site Appear,Multi Lumen Site Appear,Access Lines - Invasive,,categorical,,,,287770,13329,0.3668,,,
mimiciv.icu.chartevents,229858,Therapeutic Bed,Therapeutic Bed,Treatments,,categorical,,,,287104,8528,0.2347,,,
mimiciv.icu.chartevents,224291,Arterial line Waveform Appear,Arterial line Waveform Appear,Access Lines - Invasive,,categorical,,,,286048,17797,0.4897,,,
mimiciv.icu.chartevents,227442,Potassium (serum),Potassium (serum),Labs,mEq/L,numeric,2.9497,4.0542,6.1082,284327,36190,0.9959,,,
mimiciv.icu.chartevents,220645,Sodium (serum),Sodium (serum),Labs,mEq/L,numeric,124.5178,139.0,156.5055,284105,36197,0.9961,,,
mimiciv.icu.chartevents,224786,GI #1 Tube Status,GI #1 Tube Status,GI/GU,,categorical,,,,283197,17703,0.4871,,,
mimiciv.icu.chartevents,223752,Non-Invasive Blood Pressure Alarm - Low,NBP Alarm - Low,Alarms,mmHg,numeric,55.0,90.0,121.4264,280386,34511,0.9497,,,
mimiciv.icu.chartevents,223751,Non-Invasive Blood Pressure Alarm - High,NBP Alarm - High,Alarms,mmHg,numeric,103.5023,160.0,199.8248,280283,34504,0.9495,,,
mimiciv.icu.chartevents,223796,Untoward Effect,Untoward Effect,Pain/Sedation,,categorical,,,,280153,27445,0.7552,,,
mimiciv.icu.chartevents,226107,Arterial Line placed in outside facility,Arterial Line placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,279325,17332,0.4769,,,
mimiciv.icu.chartevents,220602,Chloride (serum),Chloride (serum),Labs,mEq/L,numeric,86.6142,103.8044,122.6104,277818,36198,0.9961,,,
mimiciv.icu.chartevents,227240,NBP Alarm Source,NBP Alarm Source,Alarms,,categorical,,,,275190,34461,0.9483,,,
mimiciv.icu.chartevents,224072,Education Learner,Education Learner,Restraint/Support Systems,,categorical,,,,274128,35129,0.9667,,,
mimiciv.icu.chartevents,228894,Impaired Fluid Balance NCP - Expected outcomes,IFB NCP - Expected outcomes,Care Plans,,categorical,,,,273881,4622,0.1272,,,
mimiciv.icu.chartevents,220228,Hemoglobin,Hemoglobin,Labs,g/dl,numeric,6.3437,9.6053,15.2917,271578,36172,0.9954,,,
mimiciv.icu.chartevents,228332,Delirium assessment,Delirium assessment,Pain/Sedation,,categorical,,,,269486,28300,0.7788,,,
mimiciv.icu.chartevents,224085,Assistance Device,Assistance Device,Treatments,,categorical,,,,269384,6734,0.1853,,,
mimiciv.icu.chartevents,220545,Hematocrit (serum),Hematocrit (serum),Labs,%,numeric,19.6926,29.055,45.9844,268790,36188,0.9958,,,
mimiciv.icu.chartevents,224079,Education Response,Education Response,Restraint/Support Systems,,categorical,,,,267364,35046,0.9644,,,
mimiciv.icu.chartevents,227443,HCO3 (serum),HCO3 (serum),Labs,mEq/L,numeric,11.7594,23.9996,38.6175,266003,36195,0.996,,,
mimiciv.icu.chartevents,220615,Creatinine (serum),Creatinine (serum),Labs,mg/dL,numeric,0.3,1.0,7.4904,265745,36198,0.9961,,,
mimiciv.icu.chartevents,225624,BUN,BUN,Labs,mg/dL,numeric,4.1684,22.3413,123.9623,264993,36194,0.996,,,
mimiciv.icu.chartevents,227073,Anion gap,Anion gap,Labs,mEq/L,numeric,5.9978,13.0,27.4343,264598,36182,0.9957,,,
mimiciv.icu.chartevents,226169,Subglottal Suctioning,Subglottal Suctioning,Treatments,,numeric,0.0,1.0,1.0,262134,15973,0.4395,,,
mimiciv.icu.chartevents,226113,Multi Lumen placed in outside facility,Multi Lumen placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,258562,12776,0.3516,,,
mimiciv.icu.chartevents,220635,Magnesium,Magnesium,Labs,mg/dL,numeric,1.3807,2.1,3.3383,257806,35645,0.9809,,,
mimiciv.icu.chartevents,224373,Sputum Amount,Sputum Amount,Respiratory,,categorical,,,,257335,16130,0.4439,,,
mimiciv.icu.chartevents,224372,Sputum Source,Sputum Source,Respiratory,,categorical,,,,256336,15622,0.4299,,,
mimiciv.icu.chartevents,220001,Problem List,Problem List,General,,categorical,,,,255991,34223,0.9417,,,
mimiciv.icu.chartevents,226104,Level of Consciousness,Level of Consciousness,Neurological,,categorical,,,,253392,8967,0.2468,,,
mimiciv.icu.chartevents,223898,Orientation,Orientation,Neurological,,categorical,,,,252149,8968,0.2468,,,
mimiciv.icu.chartevents,223872,Inspired Gas Temp.,Inspired Gas Temp.,Respiratory,°C,numeric,32.9943,37.0,37.1,251160,7400,0.2036,,,
mimiciv.icu.chartevents,224040,Incision Closure #1,Incision Closure #1,Skin - Incisions,,categorical,,,,246252,15206,0.4184,,,
mimiciv.icu.chartevents,225677,Phosphorous,Phosphorous,Labs,mg/dL,numeric,1.3121,3.3694,8.9147,243612,34696,0.9548,,,
