src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.icu.chartevents,229369,Acuity Workload Question 1,Acuity Workload Question 1,Care Plans,,numeric,1.0,2.0,3.0,165321,16964,0.4668,,,
mimiciv.icu.chartevents,229370,Acuity Workload Question 2,Acuity Workload Question 2,Care Plans,,numeric,1.0,2.0,3.0,165203,16957,0.4666,,,
mimiciv.icu.chartevents,228879,Education Readiness/Motivation,Education Readiness/Motivation,Restraint/Support Systems,,categorical,,,,164874,24307,0.6689,,,
mimiciv.icu.chartevents,229244,Humidifier Water Changed,Humidifier Water Changed,Respiratory,,categorical,,,,164416,5050,0.139,,,
mimiciv.icu.chartevents,227467,INR,INR,Labs,,numeric,0.9421,1.3,4.9217,164406,33139,0.9119,,,
mimiciv.icu.chartevents,227465,Prothrombin time,PT,Labs,sec,numeric,10.3664,14.1412,51.5843,164388,33139,0.9119,,,
mimiciv.icu.chartevents,225184,Eye Care,Eye Care,Treatments,,numeric,0.0,1.0,1.0,162560,20786,0.572,,,
mimiciv.icu.chartevents,228880,Education Existing Knowledge,Education Existing Knowledge,Restraint/Support Systems,,categorical,,,,162438,24272,0.6679,,,
mimiciv.icu.chartevents,224691,Flow Rate (L/min),Flow Rate (L/min),Respiratory,L/min,numeric,18.6675,44.0885,95.7734,160872,7602,0.2092,,,
mimiciv.icu.chartevents,229323,Current Dyspnea Assessment,Current Dyspnea Assessment,Pulmonary,,numeric,0.0,0.0,6.2257,160480,18033,0.4962,,,
mimiciv.icu.chartevents,228997,Discharge NCP - Interventions,Discharge NCP - Interventions,Care Plans,,categorical,,,,159954,3213,0.0884,,,
mimiciv.icu.chartevents,228394,Orientation to Person,Orientation to Person,Neurological,,numeric,0.0,2.0,2.0,156809,10263,0.2824,,,
mimiciv.icu.chartevents,224565,Surrounding Tissue #1,Surrounding Tissue #1,Skin - Impairment,,categorical,,,,155371,11360,0.3126,,,
mimiciv.icu.chartevents,229703,CPOT-Pain Management,CPOT-Pain Management,Pain/Sedation,,categorical,,,,154453,5171,0.1423,,,
mimiciv.icu.chartevents,228395,Orientation to Place,Orientation to Place,Neurological,,numeric,0.0,2.0,2.0,153106,10226,0.2814,,,
mimiciv.icu.chartevents,228401,Pronator Drift,Pronator Drift,Neurological,,categorical,,,,152804,10781,0.2967,,,
mimiciv.icu.chartevents,228911,Altered Skin Integrity NCP - Expected outcomes,ASI NCP - Expected outcomes,Care Plans,,categorical,,,,151778,2597,0.0715,,,
mimiciv.icu.chartevents,228396,Orientation to Time,Orientation to Time,Neurological,,numeric,0.0,2.9931,3.0,150888,10217,0.2812,,,
mimiciv.icu.chartevents,224226,Impaired Skin Wound Base #1,Site/Wound Base #1,Skin - Impairment,,categorical,,,,149863,9851,0.2711,,,
mimiciv.icu.chartevents,225668,Lactic Acid,Lactic Acid,Labs,mmol/L,numeric,0.5991,1.7982,13.4216,148611,23907,0.6579,,,
mimiciv.icu.chartevents,229326,CAM-ICU MS Change,CAM-ICU MS Change,Pain/Sedation,,numeric,0.0,0.0,1.0,147591,18227,0.5016,,,
mimiciv.icu.chartevents,223753,Riker-SAS Scale,Riker-SAS Scale,Pain/Sedation,,numeric,1.0,4.0,5.0,145906,3898,0.1073,,,
mimiciv.icu.chartevents,225667,Ionized Calcium,Ionized Calcium,Labs,mmol/L,numeric,0.85,1.12,1.4457,143754,18884,0.5196,,,
mimiciv.icu.chartevents,224794,Stool Color,Stool Color,GI/GU,,categorical,,,,141930,16141,0.4442,,,
mimiciv.icu.chartevents,228011,18 G Phlebitis Scale,18 G Phlebitis Scale,Access Lines - Peripheral,,categorical,,,,140799,16851,0.4637,,,
mimiciv.icu.chartevents,224032,Impaired Skin Site #1,Site #1,Skin - Impairment,,categorical,,,,140767,6099,0.1678,,,
mimiciv.icu.chartevents,224696,Plateau Pressure,Plateau Pressure,Respiratory,cmH2O,numeric,10.5376,19.9997,36.1665,139946,16022,0.4409,,,
mimiciv.icu.chartevents,228012,18 G Infiltration Scale,18 G Infiltration Scale,Access Lines - Peripheral,,categorical,,,,139934,16800,0.4623,,,
mimiciv.icu.chartevents,224011,Stool Consistency,Stool Consistency,GI/GU,,categorical,,,,137887,16104,0.4431,,,
mimiciv.icu.chartevents,227293,Multi Lumen Dressing Occlusive,Multi Lumen Dressing Occlusive,Access Lines - Invasive,,numeric,0.0,1.0,1.0,136669,6582,0.1811,,,
mimiciv.icu.chartevents,220056,Arterial Blood Pressure Alarm - Low,ABP Alarm - Low,Alarms,mmHg,numeric,50.0,90.0,141.5138,134355,18389,0.506,,,
mimiciv.icu.chartevents,220058,Arterial Blood Pressure Alarm - High,ABP Alarm - High,Alarms,mmHg,numeric,89.9784,142.6827,200.0,134351,18374,0.5056,,,
mimiciv.icu.chartevents,224188,PICC Line Site Appear,PICC Line Site Appear,Access Lines - Invasive,,categorical,,,,134049,5423,0.1492,,,
mimiciv.icu.chartevents,229535,Line Type,Line Type,Access Lines - Invasive,,categorical,,,,134044,6783,0.1867,,,
mimiciv.icu.chartevents,224639,Daily Weight,Daily Weight,General,kg,numeric,46.619,87.4513,173.5246,133382,22210,0.6112,,,
mimiciv.icu.chartevents,227239,ABP Alarm Source,ABP Alarm Source,Alarms,,categorical,,,,132136,18362,0.5053,,,
mimiciv.icu.chartevents,228571,Incision #1- Treatment,Incision #1- Treatment,Skin - Incisions,,categorical,,,,131477,11760,0.3236,,,
mimiciv.icu.chartevents,225188,Cough/Deep Breath,Cough/Deep Breath,Treatments,,numeric,0.4985,1.0,1.0,128988,14361,0.3952,,,
mimiciv.icu.chartevents,224259,Impaired Skin Drainage #1,Site Drainage #1,Skin - Impairment,,categorical,,,,126987,13814,0.3801,,,
mimiciv.icu.chartevents,227349,High risk (>51) interventions,High risk (>51) interventions,Restraint/Support Systems,,numeric,0.0,1.0,1.0,126246,22240,0.612,,,
mimiciv.icu.chartevents,229385,Shoulder Shrug,Should Shrug,Neurological,,categorical,,,,125763,6816,0.1876,,,
mimiciv.icu.chartevents,225187,Back Care,Back Care,Treatments,,numeric,0.4904,1.0,1.0,124408,8509,0.2341,,,
mimiciv.icu.chartevents,226115,PICC Line placed in outside facility,PICC Line placed in outside facility,Access Lines - Invasive,,numeric,0.0,0.0,1.0,123998,5362,0.1476,,,
mimiciv.icu.chartevents,224564,Impaired Skin Odor #1,Odor #1,Skin - Impairment,,numeric,0.0,0.0,1.0,123833,9247,0.2545,,,
mimiciv.icu.chartevents,225004,Incision Closure #2,Incision Closure #2,Skin - Incisions,,categorical,,,,123128,8245,0.2269,,,
mimiciv.icu.chartevents,225185,Skin Care,Skin Care,Treatments,,numeric,0.4401,1.0,1.0,123104,8486,0.2335,,,
mimiciv.icu.chartevents,224993,Incision Appearance #2,Incision Appearance #2,Skin - Incisions,,categorical,,,,122831,8472,0.2331,,,
mimiciv.icu.chartevents,229383,Extraocular Movements,EOMs,Neurological,,categorical,,,,119623,6104,0.168,,,
mimiciv.icu.chartevents,227375,Daily Wake Up,Daily Wake Up,Pain/Sedation,,categorical,,,,119079,6458,0.1777,,,
mimiciv.icu.chartevents,224850,Incision Drainage Amount #1,Incision Drainage Amount #1,Skin - Incisions,,categorical,,,,117990,12565,0.3458,,,
mimiciv.icu.chartevents,229698,CPOT-Facial Expression (CPOTb),Facial Expression,Pain/Sedation,,numeric,0.0,0.0,2.0,116460,5783,0.1591,,,
mimiciv.icu.chartevents,225210,Arterial Line Zero/Calibrate,Arterial Line Zero/Calibrate,Access Lines - Invasive,,numeric,0.0,1.0,1.0,116348,17101,0.4706,,,
mimiciv.icu.chartevents,229696,CPOT-Body Movements (CPOTb),Body Movements,Pain/Sedation,,numeric,0.0,0.0,2.0,116251,5781,0.1591,,,
mimiciv.icu.chartevents,229894,NPT 30 mattress pump in use,NPT 30 mattress pump in use,Treatments,,numeric,0.0,1.0,1.0,116088,3911,0.1076,,,
mimiciv.icu.chartevents,229691,CPOT-Muscle Tension (CPOTb),Muscle Tension,Pain/Sedation,,numeric,0.0,0.0,2.0,115847,5773,0.1589,,,
mimiciv.icu.chartevents,229695,CPOT-Vocalization (CPOTb),Vocalization,Pain/Sedation,,numeric,0.0,0.0,2.0,115847,5746,0.1581,,,
mimiciv.icu.chartevents,228594,Incision #1- Dressing Status,Incision #1- Dressing Status,Skin - Incisions,,categorical,,,,112915,11516,0.3169,,,
