src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciv.icu.chartevents,223754,Risk for Falls,Risk for Falls,Neurological,,categorical,,,,79412,2796,0.0769,,,
mimiciv.icu.chartevents,225811,CV - past medical history,CV - PMH,Adm History/FHPA,,categorical,,,,79392,13047,0.359,,,
mimiciv.icu.chartevents,229111,Safety Restraints NCP - Problem resolved,Safety Restraints NCP - Problem resolved,Care Plans,,categorical,,,,79293,5503,0.1514,,,
mimiciv.icu.chartevents,224417,Cuff Pressure,Cuff Pressure,Respiratory,cmH2O,numeric,4.2964,28.0,35.9494,79149,12081,0.3324,,,
mimiciv.icu.chartevents,228497,Impaired Skin #2- Location,Impaired Skin #2- Location,Skin - Impairment,,categorical,,,,78654,4564,0.1256,,,
mimiciv.icu.chartevents,227472,Incision Site #1,Incision Site #1,Skin - Incisions,,categorical,,,,77438,4395,0.1209,,,
mimiciv.icu.chartevents,229300,GI #1 Tube Mark (CM),GI #1 Tube Mark (CM),GI/GU,cm,numeric,20.7713,60.0,86.214,76896,7182,0.1976,,,
mimiciv.icu.chartevents,229107,Pain NCP - Problem resolved,Pain NCP - Problem resolved,Care Plans,,categorical,,,,76634,8211,0.2259,,,
mimiciv.icu.chartevents,223903,Communication,Communication,Neurological,,categorical,,,,76171,2775,0.0764,,,
mimiciv.icu.chartevents,223910,Follows Commands,Follows Commands,Neurological,,categorical,,,,75567,2760,0.0759,,,
mimiciv.icu.chartevents,223993,Chest Tube Site # 1,Chest Tube Site # 1,Pulmonary,,categorical,,,,74973,7964,0.2192,,,
mimiciv.icu.chartevents,225189,Incentive Spirometry,Incentive Spirometry,Treatments,,numeric,0.0,1.0,1.0,74651,9815,0.2701,,,
mimiciv.icu.chartevents,224851,Dressing Status #1,Dressing Status #1,Skin - Incisions,,categorical,,,,73682,3974,0.1094,,,
mimiciv.icu.chartevents,228572,Incision #2- Treatment,Incision #2- Treatment,Skin - Incisions,,categorical,,,,73636,6730,0.1852,,,
mimiciv.icu.chartevents,224806,CT #1 Suction Type,CT #1 Suction Type,Pulmonary,,categorical,,,,73499,7952,0.2188,,,
mimiciv.icu.chartevents,228529,Impaired Skin #1- Treatment,Impaired Skin #1- Treatment,Skin - Impairment,,categorical,,,,73458,9811,0.27,,,
mimiciv.icu.chartevents,229109,Post-op Care NCP - Problem resolved,Post-op Care NCP - Problem resolved,Care Plans,,categorical,,,,73430,8558,0.2355,,,
mimiciv.icu.chartevents,223994,CT #1 Suction Amount,CT #1 Suction Amount,Pulmonary,,categorical,,,,72960,7910,0.2177,,,
mimiciv.icu.chartevents,228337,CAM-ICU MS Change,CAM-ICU MS Change,Pain/Sedation,,numeric,0.0,0.0,1.0,72897,9219,0.2537,,,
mimiciv.icu.chartevents,228640,EtCO2,EtCO2,Routine Vital Signs,,numeric,18.6767,35.3548,60.1463,72885,5835,0.1606,,,
mimiciv.icu.chartevents,223997,CT #1 Dressing,CT #1 Dressing,Pulmonary,,categorical,,,,72532,7959,0.219,,,
mimiciv.icu.chartevents,228101,22 Gauge placed in the field,22 Gauge placed in the field,Access Lines - Peripheral,,numeric,0.0,0.0,1.0,72438,8279,0.2278,,,
mimiciv.icu.chartevents,220644,ALT,ALT,Labs,IU/L,numeric,5.0,41.8641,4321.0441,72243,19499,0.5366,,,
mimiciv.icu.chartevents,220587,AST,AST,Labs,IU/L,numeric,10.3537,56.9098,6553.7249,72198,19496,0.5365,,,
mimiciv.icu.chartevents,223996,CT #1 Drainage,CT #1 Drainage,Pulmonary,,categorical,,,,72069,7951,0.2188,,,
mimiciv.icu.chartevents,225690,Total Bilirubin,Total Bilirubin,Labs,mg/dL,numeric,0.1995,0.8968,33.5569,71904,19353,0.5326,,,
mimiciv.icu.chartevents,224042,Incision Dressing #1,Incision Dressing #1,Skin - Incisions,,categorical,,,,71554,4027,0.1108,,,
mimiciv.icu.chartevents,225234,18 Gauge Site Appear,18 Gauge Site Appear,Access Lines - Peripheral,,categorical,,,,71169,6267,0.1725,,,
mimiciv.icu.chartevents,228236,Insulin pump,Insulin pump,Adm History/FHPA,,numeric,0.0,0.0,0.0,70609,26353,0.7252,,,
mimiciv.icu.chartevents,225612,Alkaline Phosphate,Alkaline Phosphate,Labs,IU/L,numeric,29.985,94.1422,741.4914,70606,19202,0.5284,,,
mimiciv.icu.chartevents,223968,Angio Appearance # 1,Angio Appearance # 1,Cardiovascular,,categorical,,,,70146,5092,0.1401,,,
mimiciv.icu.chartevents,223995,CT #1 Fluctuate,CT #1 Fluctuate,Pulmonary,,categorical,,,,70047,7920,0.2179,,,
mimiciv.icu.chartevents,224930,Impaired Skin Site #2,Site #2,Skin - Impairment,,categorical,,,,69982,3087,0.0849,,,
mimiciv.icu.chartevents,224775,CT #1 Leak,CT #1 Leak,Pulmonary,,categorical,,,,69976,7925,0.2181,,,
mimiciv.icu.chartevents,223967,Angio Site # 1,Angio Site # 1,Cardiovascular,,categorical,,,,68774,5092,0.1401,,,
mimiciv.icu.chartevents,227358,PICC Line Dressing Occlusive,PICC Line Dressing Occlusive,Access Lines - Invasive,,numeric,0.9826,1.0,1.0,68741,3027,0.0833,,,
mimiciv.icu.chartevents,224730,Corneal Reflex Right,Corneal Reflex Right,Neurological,,categorical,,,,68479,5184,0.1427,,,
mimiciv.icu.chartevents,224092,Range of Motion Location,ROM Location,Treatments,,categorical,,,,68055,7698,0.2118,,,
mimiciv.icu.chartevents,225176,Range of Motion Status,ROM Status,Treatments,,categorical,,,,66902,7625,0.2098,,,
mimiciv.icu.chartevents,229089,Altered Mental Status  NCP - Problem resolved,AMS NCP - Problem resolved,Care Plans,,categorical,,,,66378,5536,0.1523,,,
mimiciv.icu.chartevents,224902,Impaired Skin Drainage #2,Site Drainage #2,Skin - Impairment,,categorical,,,,66139,6187,0.1703,,,
mimiciv.icu.chartevents,224731,Corneal Reflex Left,Corneal Reflex Left,Neurological,,categorical,,,,65729,5083,0.1399,,,
mimiciv.icu.chartevents,223970,Angio Dressing # 1,Angio Dressing # 1,Cardiovascular,,categorical,,,,65672,5062,0.1393,,,
mimiciv.icu.chartevents,228595,Incision #2- Dressing Status,Incision #2- Dressing Status,Skin - Incisions,,categorical,,,,64984,6590,0.1813,,,
mimiciv.icu.chartevents,224923,Impaired Skin Odor #2,Odor #2,Skin - Impairment,,numeric,0.0,0.0,1.0,64896,4124,0.1135,,,
mimiciv.icu.chartevents,228993,Discharge NCP - Expected outcomes,Discharge NCP - Expected outcomes,Care Plans,,categorical,,,,64732,3247,0.0894,,,
mimiciv.icu.chartevents,225050,Warming Device Status,Warming Device Status,Treatments,,categorical,,,,64701,8114,0.2233,,,
mimiciv.icu.chartevents,228402,Neurological Symptoms,Neurological Symptoms,Neurological,,categorical,,,,64148,3313,0.0912,,,
mimiciv.icu.chartevents,228297,Daily Wake Up Deferred,Daily Wake Up Deferred,Pain/Sedation,,categorical,,,,63984,9316,0.2564,,,
mimiciv.icu.chartevents,223998,CT #1 Crepitus,CT #1 Crepitus,Pulmonary,,categorical,,,,63723,7816,0.2151,,,
mimiciv.icu.chartevents,225103,Intravenous  / IV access prior to admission,Intravenous  / IV access prior to admission,Adm History/FHPA,,numeric,0.0,0.9074,1.0,62229,26416,0.7269,,,
mimiciv.icu.chartevents,224037,Impaired Skin Cleanse #1,Site Cleanse #1,Skin - Impairment,,categorical,,,,61494,3378,0.093,,,
mimiciv.icu.chartevents,227366,16 Gauge Dressing Occlusive,16 Gauge Dressing Occlusive,Access Lines - Peripheral,,numeric,0.0,1.0,1.0,61158,7270,0.2001,,,
mimiciv.icu.chartevents,226531,Admission Weight (lbs.),Admission Weight (lbs.),General,,numeric,90.2179,174.8807,356.5397,61018,30134,0.8292,,,
mimiciv.icu.chartevents,226136,16 Gauge placed in outside facility,16 Gauge placed in outside facility,Access Lines - Peripheral,,numeric,0.0,0.0,1.0,60880,7230,0.199,,,
mimiciv.icu.chartevents,224170,MDI #1 Drug,MDI #1 Drug,Respiratory,,categorical,,,,60170,3514,0.0967,,,
mimiciv.icu.chartevents,228648,Home TF,Home TF,Adm History/FHPA,,numeric,0.0,0.0,0.0661,59234,22589,0.6216,,,
mimiciv.icu.chartevents,224937,Impaired Skin Treatment #2,Site Treatment #2,Skin - Impairment,,categorical,,,,59142,2631,0.0724,,,
mimiciv.icu.chartevents,220227,Arterial O2 Saturation,SaO2,Labs,%,numeric,81.2025,96.6986,99.0,57685,11166,0.3073,,,
mimiciv.icu.chartevents,223955,Temporary Pacemaker Type,Temp Pacemaker Type,Cardiovascular (Pacer Data),,categorical,,,,57453,6610,0.1819,,,
mimiciv.icu.chartevents,228516,Impaired Skin #1- Type,Impaired Skin #1- Type,Skin - Impairment,,categorical,,,,57019,5363,0.1476,,,
mimiciv.icu.chartevents,229325,CAM-ICU Inattention,CAM-ICU Inattention,Pain/Sedation,,numeric,0.0,1.0,1.0,56945,9885,0.272,,,
mimiciv.icu.chartevents,228649,Pressure Ulcer Present,Pressure Ulcer Present,Adm History/FHPA,,numeric,0.0,0.0,1.0,56813,22120,0.6087,,,
mimiciv.icu.chartevents,228334,CAM-ICU Altered LOC,CAM-ICU Altered LOC,Pain/Sedation,,numeric,0.0,1.0,1.0,56568,10069,0.2771,,,
mimiciv.icu.chartevents,227780,Impaired Skin  - Dressing Status #1,Impaired Skin  - Dressing Status #1,Skin - Impairment,,categorical,,,,56492,3350,0.0922,,,
mimiciv.icu.chartevents,224106,Cooling Device,Cooling Device,Treatments,,categorical,,,,56270,2881,0.0793,,,
mimiciv.icu.chartevents,229099,Impaired Fluid Balance NCP - Problem resolved,IFB NCP - Problem resolved,Care Plans,,categorical,,,,56126,4509,0.1241,,,
mimiciv.icu.chartevents,223956,Temporary Pacemaker Mode,Temp Pacemaker Mode,Cardiovascular (Pacer Data),,categorical,,,,55731,6537,0.1799,,,
mimiciv.icu.chartevents,225005,Incision Closure #3,Incision Closure #3,Skin - Incisions,,categorical,,,,55636,3420,0.0941,,,
mimiciv.icu.chartevents,229476,PICC Line Power PICC,PICC Line Power PICC,Access Lines - Invasive,,numeric,0.0,1.0,1.0,55415,2367,0.0651,,,
mimiciv.icu.chartevents,227668,Side Rails_V2,Side Rails_V2,Restraint/Support Systems,,categorical,,,,55338,1883,0.0518,,,
mimiciv.icu.chartevents,225072,Living situation,Living situation,Adm History/FHPA,,categorical,,,,55329,22851,0.6288,,,
mimiciv.icu.chartevents,228015,22 G Phlebitis Scale,22 G Phlebitis Scale,Access Lines - Peripheral,,categorical,,,,55222,7701,0.2119,,,
mimiciv.icu.chartevents,224944,Impaired Skin Type #2,Type #2,Skin - Impairment,,categorical,,,,55141,3018,0.083,,,
mimiciv.icu.chartevents,228016,22 G Infiltration Scale,22 G Infiltration Scale,Access Lines - Peripheral,,categorical,,,,54897,7674,0.2112,,,
mimiciv.icu.chartevents,224994,Incision Appearance #3,Incision Appearance #3,Skin - Incisions,,categorical,,,,54561,3515,0.0967,,,
mimiciv.icu.chartevents,225059,Past medical history,PMH,Adm History/FHPA,,categorical,,,,53363,11004,0.3028,,,
mimiciv.icu.chartevents,225018,Incision Drainage Amount #2,Incision Drainage Amount #2,Skin - Incisions,,categorical,,,,53175,6575,0.1809,,,
mimiciv.icu.chartevents,223961,Temporary Pacemaker Wire Condition,Temp Pacemaker Wire Condition,Cardiovascular (Pacer Data),,categorical,,,,53025,6380,0.1756,,,
mimiciv.icu.chartevents,228561,Incision #3- Location,Incision #3- Location,Skin - Incisions,,categorical,,,,52458,3088,0.085,,,
mimiciv.icu.chartevents,224751,Temporary Pacemaker Rate,Temp Pacemaker Rate,Cardiovascular (Pacer Data),bpm,numeric,0.0,54.0316,90.0,52293,6412,0.1764,,,
mimiciv.icu.chartevents,224758,RUE Sensation,RUE Sensation,Neurological,,categorical,,,,52274,7046,0.1939,,,
mimiciv.icu.chartevents,228098,16 Gauge placed in the field,16 Gauge placed in the field,Access Lines - Peripheral,,numeric,0.0,0.0,1.0,52268,6258,0.1722,,,
mimiciv.icu.chartevents,229882,CVL Biopatch,CVL Biopatch,Access Lines - Invasive,,numeric,0.0,1.0,1.0,52062,2346,0.0646,,,
mimiciv.icu.chartevents,223924,RLE Sensation,RLE Sensation,Neurological,,categorical,,,,51813,7061,0.1943,,,
mimiciv.icu.chartevents,224759,LUE Sensation,LUE Sensation,Neurological,,categorical,,,,51198,7037,0.1936,,,
